,Tên Sách,Ảnh bìa,Thể loại,Tác giả,Nội dung tóm tắt,Giá bìa,Công ty phát hành,Ngày xuất bản,Kích thước,Loại bìa,Số trang,Nhà xuất bản,Dịch Giả,Phiên bản,Lưu ý,Thương hiệu
36,Hướng Dẫn Thực Hành Chế Độ Kế Toán Hành Chính Sự Nghiệp (Ban Hành Theo Thông Tư Số 107/2017/TT-BTC Ngày 10 Tháng 10 Năm 2017 Của Bộ Tài Chính),https://salt.tikicdn.com/cache/280x280/ts/product/3e/7e/bc/aa21b47ac4595fb11a8e4a8688574960.jpg,Kế toán – Kiểm toán – Thuế,Nguyễn Ngọc Đức,"Hướng Dẫn Thực Hành Chế Độ Kế Toán Hành Chính Sự Nghiệp (Ban Hành Theo Thông Tư Số 107/2017/TT-BTC Ngày 10 Tháng 10 Năm 2017 Của Bộ Tài Chính)Ngày 10/10/2017, Bộ Tài chính ban hành Thông tư 107/2017/...",350000,Công Ty TNHH BK Education,2017-12-03 00:00:00,16 x 24 cm,Bìa mềm,751,,,,,
37,Combo Sách Tài Chính: Báo Cáo Tài Chính - Hướng Dẫn Từng Bước Hiểu Và Lập Báo Cáo Tài Chính + ​Fintech 4.0 - Những Điển Hình Thành Công Trong Cuộc Cách Mạng Công Nghệ Tài Chính - (Tặng Kèm Bookmark Thiết Kế),https://salt.tikicdn.com/cache/280x280/ts/product/cc/21/e5/f1e6ef39542fb45dc9ebe626fd8da298.jpg,Kế toán – Kiểm toán – Thuế,Nhiều Tác Giả,"Báo Cáo Tài ChínhNếu ấn bản đầu tiên của cuốn sách này dành cho một doanh nhân, nó sẽ là một thành công lớn. Hiện tại với hơn 100.000 ấn bản của Báo cáo tài chính: Hướng dẫn từng bước hiểu và lập Báo...",194500,MCBOOKS,,"<p> </p>
<table id=""chi-tiet"" class=""table table-bordered table-detail table-striped"" style=""box-sizing: border-box; border-collapse: collapse; border-spacing: 0px; background-color: transparent; max-width: 100%; width: 880px; margin-bottom: 20px; border: 1px solid #dddddd; color: #333333; font-family: Roboto, Helvetica, Arial, sans-serif;"" cellspacing=""0"">
<tbody style=""box-sizing: border-box;"">
<tr style=""box-sizing: border-box;"">
<td class=""last"" style=""box-sizing: border-box; padding: 10px 15px; line-height: 1.42857; vertical-align: top; border-width: 1px 0px; border-image: initial; color: #242424; font-size: 13px; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; border-color: #d5d5d5 initial #d5d5d5 initial; border-style: solid initial solid initial;"">16 x 26 cm</td>
</tr>
</tbody>
</table>",Bìa mềm,,,,,,
38,Chi Tiêu Hợp Lý,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img069_1_3.jpg,Kế toán – Kiểm toán – Thuế,Farnoosh Torabi,"Chi Tiêu Hợp Lý Giữa việc kiếm tiền và tiêu tiền là cả một thế giới của những điều không chắc chắn và các tình huống khó xác định. Tại sao những lời khuyên hợp lý, rõ ràng và khôn ngoan nhất vẫn khôn...",65250,VanLangBooks,2015-06-24 00:00:00,13.5 x 21 cm ,Bìa mềm,269,Nhà Xuất Bản Lao Động,,,,
39,Combo Sách Dành Cho Nhà Quản Lý: Tài Chính Dành Cho Nhà Quản Lý (Tái Bản 2019) + Nguyên Tắc Kinh Doanh Của Brian Tracy - (Báo Cáo tài Chính /  Dữ Kiện Kinh Tế),https://salt.tikicdn.com/cache/280x280/ts/product/81/eb/4e/b53f38f44f687073acf83615a5b631f7.jpg,Kế toán – Kiểm toán – Thuế,Nhiều Tác Giả,Combo Sách Dành Cho Nhà Quản Lý: Tài Chính Dành Cho Nhà Quản Lý (Tái Bản 2019) + Nguyên Tắc Kinh Doanh Của Brian Tracy - (Báo Cáo tài Chính / Dữu Kiện Kinh Tế)Tài Chính Dành Cho Nhà Quản Lý (Tái Bản ...,231500,1980 Books,,,Bìa mềm,,Nhà Xuất Bản Lao Động Xã Hội,,,,
40,Chú Giải Chi Tiết Danh Mục Mã HS năm 2018 Tập 1,https://salt.tikicdn.com/cache/280x280/ts/product/2c/64/b6/d5b4f978c6e6be099c32b61660fd5807.jpg,Kế toán – Kiểm toán – Thuế,Nguyên Châu," Lời giới thiệu:Ngày 27 tháng 6 năm 2017 Bộ Tài chính đã ban hành Thông tư số 65/2017/TT-BTC Danh mục hàng hóa Xuất Nhập Khẩu Việt Nam (có hiệu lực từ ngày 1/1/2018). Theo đó, Danh mục này gồm 21 ph...",329000,Pháp Luật Sài Gòn Hà Nội,2018-02-10 21:00:37,"<p>20 x 28 x 3,5cm</p>",Bìa mềm,786,,,,,
41,Hơn Cả Tiền Bạc,https://salt.tikicdn.com/cache/280x280/media/catalog/product/h/o/hon-ca-tien-bac.jpg,Kế toán – Kiểm toán – Thuế,Saly A. Glassman,"Hơn Cả Tiền Bạc Saly A. Glassman là Phó chủ tịch Merrill Lynch, một công ty đầu tư trực thuộc Ngân hàng America và là một trong 100 nhà tư vấn tài chính giỏi nhất nước Mỹ.Trong cuốn sách này, Saly Gl...",60000,VanLangBooks,2013-06-15 00:00:00,13.5 x 21 cm,Bìa mềm,264,,,,,
42,Tài Liệu Bồi Dưỡng Kế Toán Nâng Cao Năng Lực Quản Lý Tài Chính Kế Toán Dành Cho Chủ Tài khoản Và Kế Toán Trưởng Đơn Vị Hành Chính Sự Nghiệp,https://salt.tikicdn.com/cache/280x280/ts/product/aa/8a/38/506bfef823137df72dbd0595b81efe01.jpg,Kế toán – Kiểm toán – Thuế,"Tăng Bình,Ái Phương",Tài Liệu Bồi Dưỡng Kế Toán Nâng Cao Năng Lực Quản Lý Tài Chính Kế Toán Dành Cho Chủ Tài khoản Và Kế Toán Trưởng Đơn Vị Hành Chính Sự NghiệpTrong điều kiện kinh tế thị trường định hướng xã hội chủ ngh...,220000,Nhà sách Lao Động,2019-01-09 00:00:00,<p>19x27x3 cm</p>,Bìa mềm,416,,,,,
43,Giám đốc và kế toán trưởng cần biết - luật doanh nghiệp - luật hỗ trợ doanh nghiệp nhỏ và vừa - luật cạnh tranh và chương trình cắt giảm chi phí cho doanh nghiệp,https://salt.tikicdn.com/cache/280x280/ts/product/95/f1/f8/d9fbe9737b337253e32180995042ad93.jpg,Kế toán – Kiểm toán – Thuế,Kim Phượng,"Trong xu hướng hội nhập kinh tế toàn cầu ngày càng được mở rộng, môi trường kinh doanh của doanh nghiệp đang có nhiều sự thay đổi. Đặc biệt khi chúng ta đã gia nhập TPP vừa là những thách thức cũng nh...",260600,TT Giới Thiệu Sách TP. HCM,,<p>20x28x3cm</p>,Bìa mềm,392,,,,,
44,Hướng Dẫn Lập Báo Cáo Tài Chính Tổng Hợp Đơn Vị Kế Toán Nhà Nước,https://salt.tikicdn.com/cache/280x280/ts/product/2c/a2/9f/997cffecebbff9496dbb60e71489405b.jpg,Kế toán – Kiểm toán – Thuế,Vũ Tươi,"Mua sách Hướng Dẫn Lập Báo Cáo Tài Chính Tổng Hợp Đơn Vị Kế Toán Nhà Nước trên TiKi với giá ưu đãi nhất.Ngày 1-11-2018, Bộ Tài chính ban hành Thông tư số 99/2018/TT-BTC Hướng dẫn lập báo cáo tài chín...",259500,Nhà Sách Pháp Luật,,<p>20x28x3cm</p>,Bìa mềm,400,,,,,
45,"Luật Sĩ Quan Quân Đội Nhân Dân Việt Nam_Luật Quân Nhân Chuyên Nghiệp, Công Nhân Và Viên Chức Quốc Phòng_Luật Nghĩa Vụ Quân Sự_Luật Dân Quân Tự Vệ_Luật Giáo Dục Quốc Phòng Và An Ninh",https://salt.tikicdn.com/cache/280x280/ts/product/1f/64/47/ae5b5a2ec2b86d09e615e1bb3bbb29f1.jpg,Kế toán – Kiểm toán – Thuế,Vũ Thu Phương,"Nội dung sách gồm 6 phần sau:Phần I. tìm hiểu LUẬT SĨ QUAN QUÂN ĐỘI NHÂN DÂN VIỆT NAMPhần II. Tìm hiểu LUẬT QUÂN NHÂN CHUYÊN NGHIỆP, CÔNG NHÂN VÀ VIÊN CHỨC QUỐC PHÒNG VÀ VĂN BẢN HƯỚNG DẪN THI HÀNHP...",316000,Pháp Luật Sài Gòn Hà Nội,2020-06-01 00:00:00,20 x 28 cm,Bìa mềm,392,Nhà Xuất Bản Lao Động,,,,
46,Cẩm Nang Dành Cho Kế Toán Trưởng Đơn Vị Hành Chính Sự Nghiệp,https://salt.tikicdn.com/cache/280x280/ts/product/0e/c2/9b/7c6e329fc2142d9f7b23b90e32e6a792.jpg,Kế toán – Kiểm toán – Thuế,Tường Vy,"Nội dung cuốn sách bao gồm các phần chính như sau:Phần thứ nhất. Luật Kế toán và quy định chi tiết thi hànhPhần thứ hai. Hướng dẫn tổ chức bồi dưỡng, cấp chứng chỉ Kế toán trưởng, cập nhật kiết thứ...",266100,NXB Tài Chính,2021-02-12 00:00:00,20 x 28 cm,Bìa mềm,392,Nhà Xuất Bản Tài Chính,,,,
47,Giải Đáp Các Tình Huống Thường Gặp Về Nghiệp Vụ Kế Toán Đơn Vị Hành Chính Sự Nghiệp Năm 2017,https://salt.tikicdn.com/cache/280x280/media/catalog/product/s/c/scan0003.u547.d20170209.t113309.591507.jpg,Kế toán – Kiểm toán – Thuế,Hữu Đại - Hữu Thắng (sưu tầm và hệ thống),Giải Đáp Các Tình Huống Thường Gặp Về Nghiệp Vụ Kế Toán Đơn Vị Hành Chính Sự Nghiệp Năm 2017 Sách có những nội dung chính như sau: Phần1. Giải đáp về nội dung chế độ kế toán hành chính sự nghiệp Ph...,239000,Nhà sách Lao Động,2017-02-09 00:00:00,20 x 28 cm ,Bìa mềm,400,,,,,
48,Nguyên Lý Kế Toán (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/57/aa/e2/26e51ca8acef47c7121d117c58577cb8.jpg,Kế toán – Kiểm toán – Thuế,"Nhiều Tác Giả,Nhiều Tác Giả,Nhiều tác giả,Nhiều Tác Giả ,Nhiều Tác giả,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhieu tac gia,nhiều tác giả,Nhiều Tác Gỉa","Việc sử dụng thông tin kế toán để phục vụ cho yêu cầu quản lý và ra quyết định đang và ngày cảng trở nên cần thiết, phổ biến cho nhiều đối tượng khác nhau, đặc biệt cho các nhà đầu tư hiện tại, cho nh...",78300,Cty Hương Huy,,,,,Nhà Xuất Bản Tài Chính,,,,
49,Luật kế toán và chế độ kế toán dành cho doanh nghiệp,https://salt.tikicdn.com/cache/280x280/ts/product/6d/21/29/39ee8e0442e635d21ae76f736f9d1029.jpg,Kế toán – Kiểm toán – Thuế,Kim Phượng,"Trong những năm gần đây cùng với sự phát triển không ngừng của nền kinh tế thì công tác kế toán của doanh nghiệp cũng từng bước đi vào phát triển ổn định, vững chắc góp phần không nhỏ vào công cuộc đổ...",260000,Nhà sách Luật Việt,2019-04-20 09:37:22,<p>20x28</p>,Bìa mềm,431,,,,,
50,"Hiệp Định Đối Tác Toàn Diện Và Tiến Bộ Xuyên Thái Bình Dương (CPTPP) – Luật Doanh Nghiệp, Luật Đầu Tư & Chính Sách Ưu Đãi Hỗ Trợ Phát Triển Doanh Nghiệp",https://salt.tikicdn.com/cache/280x280/ts/product/c0/c1/0a/b4a8a55fa3b53d85e37e65104457c2a5.jpg,Kế toán – Kiểm toán – Thuế,Vũ Thu Phương,"Ngày 12-11-2018, Quốc hội đã biểu quyết thông qua Nghị quyết số 72/2018/QH14 Phê chuẩn Hiệp định Đối tác Toàn diện và Tiến bộ xuyên Thái Bình Dương (CPTPP) cùng các văn kiện liên quan. Thời gian qua,...",214000,Pháp Luật Sài Gòn Hà Nội,,<p>20X28CM</p>,Bìa mềm,400,,,,,
51,Hướng Dẫn Kế Toán Dự Toán và Lệnh Chi Ngân Sách Địa Phương,https://salt.tikicdn.com/cache/280x280/ts/product/86/ca/21/1fa75f243481a47a6978ba0f8af33195.jpg,Kế toán – Kiểm toán – Thuế,Bộ Tài Chính (Vụ Chế Độ Kế Toán Và Kiểm Toán),Giới thiệu sách: HƯỚNG DẪN KẾ TOÁN DỰ TOÁN VÀ LỆNH CHI TIỀN NGÂN SÁCH ĐỊA PHƯƠNGHƯỚNG DẪN KẾ TOÁN DỰ TOÁN VÀ LỆNH CHI TIỀN NGÂN SÁCH ĐỊA PHƯƠNGTrong cuốn sách này đã cập nhật Thông tư và Công văn s...,250000,NXB Tài Chính,2018-07-10 13:26:22,<p>19 x 27 x 2.5cm</p>,Bìa mềm,564,,,,,
52, Sách - Tài Chính Cho Nhà Quản Lý,https://salt.tikicdn.com/cache/280x280/ts/product/a4/00/2f/8f4343c8df2ab9c3f4b9108a76730d46.jpg,Kế toán – Kiểm toán – Thuế,Nhiều Tác Giả,"       Tác giả: Robert Cinnamon, Brian Helweg Larsen   Nhà xuất bản: Nhà Xuất Bản Dân Trí   Năm xuất bản: 2020   Số trang: 268   Giới thiệu sách:   Tài Chính Cho Nhà Quản Lý   Với những hướn...",90000,1980 Books,,,,,Nhà Xuất Bản Dân Trí,,,,
53,Hướng Dẫn Thực Hiện Thủ Tục Hành Chính Qua Hệ Thống Kho Bạc Nhà Nước Và Ngân Hàng,https://salt.tikicdn.com/cache/280x280/ts/product/12/9c/d0/7b3dcb17ed70d3df56a88f304c672d81.jpg,Kế toán – Kiểm toán – Thuế,"Tăng Bình,Ái Phương","Nhằm đẩy mạnh cải cách hành chính, triển khai đồng bộ và toàn diện từ công tác thể chế, cải cách thủ tục hành chính đến hiện đại hóa hành chính trên tất cả các lĩnh vực. Ngày 20/01/2020, Chính phủ đã ...",395000,Trung tâm giới thiệu sách Thành Phát,2020-01-01 09:54:49,19 x 27 cm,Bìa mềm,416,Nhà Xuất Bản Tài Chính,,,,
54,Chú Giải Chi Tiết Danh Mục Mã HS năm 2018 Tập 2,https://salt.tikicdn.com/cache/280x280/ts/product/88/ac/35/f94733ef75b634d457aecc8cca012a54.jpg,Kế toán – Kiểm toán – Thuế,Nguyên Châu," Lời giới thiệu:Ngày 27 tháng 6 năm 2017 Bộ Tài chính đã ban hành Thông tư số 65/2017/TT-BTC Danh mục hàng hóa Xuất Nhập Khẩu Việt Nam (có hiệu lực từ ngày 1/1/2018). Theo đó, Danh mục này gồm 21 ph...",329000,Pháp Luật Sài Gòn Hà Nội,2018-02-10 21:08:58,"<p>20 x 28 x 3,5cm</p>",Bìa mềm,806,,,,,
55,Giá Trị Của Nợ - Cẩm Nang Quản Lý Tài Chính Gia Đình,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img932.u2487.d20160831.t083817.703918.jpg,Kế toán – Kiểm toán – Thuế,Thomas J. Anderson,"Giá Trị Của Nợ - Cẩm Nang Quản Lý Tài Chính Gia Đình Đây là một trong những đầu sách bán chạy nhất do New York Times bình chọn từ khi xuất bản tháng 9-2013 đến nay, đã gửi gắm tới bạn đọc nhiều thông...",120000,NXB Chính Trị Quốc Gia,2015-05-30 00:00:00,14.5 x 20.5 cm,Bìa mềm,369,Nhà Xuất Bản Chính Trị Quốc Gia,,,,
56,"combo 6 cuốn sách :+ Báo cáo tài chính + Bí mật thành công của những người bán hàng xuất sắc + Marketing du kích + Dẫn dắt bản thân, đội nhóm và tổ chức vươn xa + Tuyệt chiêu phòng chống rắc rối trên mạng dành cho doanh nghiệp + Bảy bước tới thành công (tặng cuốn sách Mckinsey  + bookmark + sổ tay bìa gia)",https://salt.tikicdn.com/cache/280x280/ts/product/30/87/c3/aea79bfa7e51056ecb39d8f4b7356b5e.jpg,Kế toán – Kiểm toán – Thuế,Nhiều Tác Giả,"Những ai cần biết báo cáo tài chính?Lập báo cáo tài chính là một công việc mang tính rất quan trọng đối với tất cả các doanh nghiệp trên cả nước, bởi số liệu được thể hiện bên trong bộ BCTC thể hiện ...",655920,MCBOOKS,,,Bìa mềm,,Nhà Xuất Bản Hồng Đức,nhiều dịch giả,,,
57,Hỏi Đáp Các Tình Huống Pháp Luật Mới Nhất Về Luật Ngân Sách Luật Kiểm Toán Năm 2015,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img063_16.jpg,Kế toán – Kiểm toán – Thuế,Quang Minh,Hỏi Đáp Các Tình Huống Pháp Luật Mới Nhất Về Luật Ngân Sách Luật Kiểm Toán Năm 2015 Nội dung cuốn sách bao gồm những phần chính sau: Phần I: Hỏi đáp về Luật Ngân sách mới được Quốc hội thông qua tại...,229000,Nhà sách Lao Động,2015-09-16 00:00:00,20 x 28 cm,Bìa mềm,422,,,,,
58,"Hướng dẫn làm sổ kế toán – Lập báo cáo tài chính quy định mới về quản lý tài chính, tài sản doanh nghiệp",https://salt.tikicdn.com/cache/280x280/ts/product/c3/13/7c/225d2ac6fa5e84ae8508d266eb103d61.jpg,Kế toán – Kiểm toán – Thuế,Phượng Vũ,"Thời gian qua, Chính phủ, Bộ Tài chính đã ban hành nhiều văn bản quy định về quản lý tài chính, tài sản trong doanh nghiệp, quản lý, tính hao mòn, khấu hao tài sản cố định và các quy định mới khác liê...",259000,Nhiều công ty phát hành,,<p>20 x 28 cm</p>,Bìa mềm,400,,,,,
59,HBR Guide To - Tài Chính Dành Cho Sếp (Tái Bản) Tặng BookMark Romantic,https://salt.tikicdn.com/cache/280x280/ts/product/8c/24/08/b5a775133503c63bfc341a9addaaed0f.gif,Kế toán – Kiểm toán – Thuế,Harvard Business Review Press,HBR Guide To - Tài Chính Dành Cho Sếp (Tái Bản)Bạn sẽ bắt đầu từ đâu nếu sếp yêu cầu bạn lập bản phân tích hòa vốn? Bạn có thể chỉ ra điểm khác biệt giữa báo cáo kết quả kinh doanh và bảng cân đối kế...,71400,Alphabooks,,13 x 20.5 cm,Bìa mềm,216,,,,,
60,"Báo Cáo Tài Chính - Hướng Dẫn Từng Bước Hiểu Và Lập Báo Cáo Tài Chính(Tặng E-Book Bộ 10 Cuốn Sách Hay Về Kỹ Năng, Đời Sống, Kinh Tế Và Gia Đình - Tại App MCbooks)",https://salt.tikicdn.com/cache/280x280/ts/product/91/f4/4e/96190fc9f7644b9459f66b96527244e7.jpg,Kế toán – Kiểm toán – Thuế,Thomas R. Ittelson,"Nếu ấn bản đầu tiên của cuốn sách này dành cho một doanh nhân, nó sẽ là một thành công lớn. Hiện tại với hơn 100.000 ấn bản của Báo cáo tài chính: Hướng dẫn từng bước hiểu và lập Báo cáo tài chính đa...",113760,BIZBOOKS,2019-09-16 10:15:21,"<p><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;17 x 24 cm&quot;}"" data-sheets-userformat=""{&quot;2&quot;:15293,&quot;3&quot;:{&quot;1&quot;:0},&quot;5&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;6&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;7&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;8&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;10&quot;:2,&quot;11&quot;:0,&quot;12&quot;:0,&quot;14&quot;:[null,2,0],&quot;15&quot;:&quot;Calibri, sans-serif&quot;,&quot;16&quot;:7}"">17 x 24 cm</span></p>",Bìa mềm,332,Nhà Xuất Bản Hồng Đức,,,,
61,Yêu Tiền Tiền Yêu - Kỹ Năng Quản Lý Tài Chính Cá Nhân Cho Người Trẻ,https://salt.tikicdn.com/cache/280x280/ts/product/22/fc/ee/dca19bf39f8c42c2550ffa16850e9eb5.jpg,Kế toán – Kiểm toán – Thuế,Suze Orman,1.  Yêu Tiền Tiền Yêu - Kỹ Năng Quản Lý Tài Chính Cá Nhân Cho Người TrẻHai tác phẩm nổi tiếng nhất của Suze Orman là “The 9 Steps to Financial Freedom” (9 bước tự do tài chính) và The Courage to Be R...,314000,CÔNG TY TNHH R BOOKS,,,,988,Nhà Xuất Bản Lao Động,,,,
62,Sách - Quản Trị Tài Chính Dành Cho Các Công Ty Công Nghệ Mới Khởi Nghiệp Cẩm Nang Phát Triển - Nhân Văn,https://salt.tikicdn.com/cache/280x280/ts/product/db/e4/8a/b5e43d094fe108941cf803356d768541.jpg,Kế toán – Kiểm toán – Thuế,Alnoor Bhimani,       Người Dịch Huyền Trang - Bảo Hân   Nhà Xuất Bản NXB Tổng hợp    Năm Xuất Bản 2021   Trọng lượng (gr) 380g   Kích Thước 14x20 cm   Số trang 346   Hình thức Bìa Mềm   -----------------...,146000,Công Ty CP Văn Hóa Nhân Văn,2021-06-23 13:33:49,,Bìa mềm,346,Nhà Xuất Bản Tổng hợp TP.HCM,,Thông thường,,
63,Kế Toán Trong Doanh Nghiệp Kinh Doanh Dịch Vụ,https://salt.tikicdn.com/cache/280x280/ts/product/ab/63/2f/0601c766ebd0db9a4a18f4c2689addfa.jpg,Kế toán – Kiểm toán – Thuế,"Hà Thị Thuý Vân, Vũ Kim Anh, Đàm Bích Hà","Dịch vụ là một ngành đặc thù cả về cách thức hoạt động dịch vụ nói riêng và trong quản lý doanh nghiệp nói chung. Chính vì vậy, kế toán trong lĩnh vực dịch vụ đòi hỏi có những yêu cầu, qui định riêng ...",139040,NXB Tài Chính,,,,,,,,,
64,Mô Hình & Cơ Chế Vận Hành Kế Toán Quản Trị,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img150.u2469.d20160727.t170842.jpg,Kế toán – Kiểm toán – Thuế,PGS.TS. Phạm Văn Dược - TS. Huỳnh Lợi,"Mô Hình & Cơ Chế Vận Hành Kế Toán Quản Trị Trong những năm gần đây, nền kế toán Việt Nam đã có những bước chuyển biến, hội nhập mạnh mẽ với nền kế toán trên thế giới. Sự chuyển biến, hội nhập đó ...",54000,Hương Huy,2009-03-01 00:00:00,16 x 24 cm,Bìa mềm,299,Nhà Xuất Bản Tài Chính,,,,
65,Kế Toán Thuế,https://salt.tikicdn.com/cache/280x280/ts/product/6f/c2/52/d62de8480417293145c6b0034d5f2748.jpg,Kế toán – Kiểm toán – Thuế,Nguyễn Phú Giang,"Kế Toán Thuế Thuế là nguồn thu quan trọng của ngân sách nhà nước, nhằm duy trì hoạt động của bộ máy nhà nước, phát triển kinh tế - xã hội, bảo đảm an ninh quốc phòng. Thuế còn là công cụ quản lý vĩ mô...",158400,NXB Tài Chính,,,,,,,,,
66,"Chế Độ Kế Toán Hành Chính, Sự Nghiệp",https://salt.tikicdn.com/cache/280x280/ts/product/af/2a/a8/13d5e936f8145547f9c58efb107f6d26.jpg,Kế toán – Kiểm toán – Thuế,Bộ Tài Chính,"Chế độ kế toán hành chính sự nghiệp có mục tiêu giúp các cán bộ kế toán - kế toán trưởng của đơn vị hành chính sự nghiệp, kiểm toán viên các sinh viên khối nghành kinh tế - tài chính và những người qu...",199230,Cty Hương Huy,,,,,Nhà Xuất Bản Tài Chính,,,,
67,Sách Hướng Dẫn Thực Hành Chế Độ Kế Toán Đơn Vị Hành Chính Sự Nghiệp,https://salt.tikicdn.com/cache/280x280/ts/product/b2/f5/3d/700dec9dcd56924875c036e43434f787.jpg,Kế toán – Kiểm toán – Thuế,PGS. TS. Võ Văn Nhị,Sách hướng dẫn thực hành chế độ kế toán đơn vị hành chính sự nghiệp được xuất bản nhằm giúp các bạn đang công tác kế toán tại các đơn vị HCSN cũng như các bạn sinh viên học chuyên ngành kế toán có các...,195000,Công ty TNHH phát hành sách báo Tài chính,,"<p><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">19*27*3cm</span></p>",Bìa mềm,400,,,,,
68,Kế Toán Tài Chính - Doanh Nghiệp Thương Mại Dịch Vụ,https://salt.tikicdn.com/cache/280x280/ts/product/31/f7/07/24d1d3ad7ed40d78cae852447ef5e832.jpg,Kế toán – Kiểm toán – Thuế,TS Vũ Thị Kim Anh ,"Kế Toán Tài Chính - Doanh Nghiệp Thương Mại Dịch Vụ   Cuốn sách giúp ích cho người đọc có thể vận dụng kế toán và phản ánh trên Báo cáo tài chính, phù hợp với Luật kế toán, chuẩn mực Kế toán Việt Nam...",214400,Văn hóa Hà Nội,,,,,Nhà Xuất Bản Tài Chính,,,,
69,Lỗ Hổng Hành Vi Chi Tiêu,https://salt.tikicdn.com/cache/280x280/media/catalog/product/l/o/lo-hong-hanh-vi-chi-tieu.jpg,Kế toán – Kiểm toán – Thuế,Carl Richards,"Lỗ Hổng Hành Vi Chi Tiêu “Với lối viết khôn ngoan, điềm tĩnh, Carl Richards hướng dẫn chúng ta cách kiểm soát “kẻ phá hoại cảm xúc” - giọng nói sâu thẳm bên trong khiến ta hụt hơi khi thị trường lên ...",53100,VanLangBooks,2014-11-30 00:00:00,13.5 x 21 cm,Bìa mềm,206,,,,,
70,Sách: Combo Xây Dựng Chiến Lược Định Giá Hiệu Quả: Kiểm Soát Chi Phí Mua Hàng Và Quản Lí Nhà Cung Cấp + Giá Trong Chiến Lược Kinh Doanh + Tư Duy Phi Đối Xứng,https://salt.tikicdn.com/cache/280x280/ts/product/c5/e4/62/201b98c6d3866b87422eb42b9701f710.jpg,Kế toán – Kiểm toán – Thuế,nhieu tac gia,Combo Xây Dựng Chiến Lược Định Giá Hiệu Quả: Kiểm Soát Chi Phí Mua Hàng Và Quản Lí Nhà Cung Cấp + Giá Trong Chiến Lược Kinh Doanh + Tư Duy Phi Đối Xứng 1. Kiểm Soát Chi Phí Mua Hàng Và Quản Lí Nhà C...,276000,Minh Long,2021-09-01 14:46:21,,Bìa mềm,,Nhà Xuất Bản Thanh Niên,,,,
71,Combo Sách Cách Quản Lý Tài Chính Thông Minh Và Chi Tiêu Hợp Lý ( Đến Starbucks Mua Cà Phê Cốc Lớn + Sức Mạnh Của Sự Túng Quẫn ) tặng kèm bookmark Sáng Tạo,https://salt.tikicdn.com/cache/280x280/ts/product/ee/70/16/0a9a0c2fc0463de82eaa806fdbe35071.jpg,Kế toán – Kiểm toán – Thuế,Nhiều Tác Giả,"- Nếu như bạn đọc mê sách kinh tế có thể hài lòng với series Kinh tế học hài hước thì với những nhà khởi nghiệp & các sinh viên cần một lượng kiến thức chuyên sâu am hiểu về thị trường hơn, thì ch...",192960,Alphabooks,,,Bìa mềm,,,,,,
