,Tên Sách,Ảnh bìa,Thể loại,Tác giả,Nội dung tóm tắt,Giá bìa,Công ty phát hành,Ngày xuất bản,Kích thước,Loại bìa,Số trang,Nhà xuất bản,Dịch Giả,Phiên bản,Lưu ý,Thương hiệu
10,Đột phá 8+ môn Toán - tập 1: Đại số và Giải tích (phiên bản 2020),https://salt.tikicdn.com/cache/280x280/ts/product/19/3f/35/6a96b0a7530667569c3b41d4a1dbc90f.png,Ôn thi THPT quốc gia,Nhiều Tác Giả ,"Đột phá 8+ Toán phiên bản 2020 mang đến phương pháp học Toán mới với INFOGRAPHIC giúp nhớ nhanh kiến thức, tăng cường các bài tập mức độ Vận dụng cao cùng hàng loạt tiện ích luyện thi thời 4.0 giúp em...",175000,CCBook,,,Bìa mềm,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,,
11,Làm Chủ Môn Sinh Trong 30 Ngày,https://salt.tikicdn.com/cache/280x280/ts/product/76/21/db/fd13a4adcb561b3f402b7233cb6f573c.jpg,Ôn thi THPT quốc gia,Marcia Iwatate -  Geeta Mehta - Geeta K. Mehta -  Nacasa & Partners,"Làm Chủ Môn Sinh Trong 30 NgàyCuốn sách làm chủ môn sinh trong 30 ngày được biên soạn theo định hướng thi mới của Bộ giáo dục và đào tạo bao gồm 3 phần kiến thức: Di truyền, tiến hóa và sinh thái học...",125000,SP book,2016-07-22 00:00:00,19 x 26.5 cm,Bìa mềm,587,,,,,
12,Tốc chiến luyện đề kiểm tra tư duy - Đại học Bách Khoa Hà Nội,https://salt.tikicdn.com/cache/280x280/ts/product/53/28/65/bb68eb742b9f90ceae1b64d2bc8703ad.png,Ôn thi THPT quốc gia,nhieu tac gia,"1. Định nghĩaLà cuốn sách giúp học sinh hệ thống kiến thức, kỹ năng, phương pháp làm bài của phần Toán (chủ yếu là Toán tự luận, một số nội dung trọng tâm của Toán trắc nghiệm) và phần Đọc hiểu khoa ...",180000,Công ty TNHH Dịch vụ giáo dục Việt Nam,2021-03-31 18:24:22,,Bìa mềm,328,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,Phiên bản mới nhất,,
13,Câu Hỏi Trắc Nghiệm Chuyên Đề Ngữ Pháp Tiếng Anh,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/17/c3/8a/c28df9e1a0a87c5ff16ad099f5394022.jpg,Ôn thi THPT quốc gia,Vĩnh Bá,"Với mục đích giúp đỡ các em học sinh luyện thi THPT Quốc Gia có được khả năng tự tin trau dồi ngữ pháp môn Tiếng Anh và ôn thi THPT Quốc Gia sắp tới, Tác Giả Vĩnh Bá đã biên soạn ra cuốn sách Câu Hỏi ...",64600,Nhà Sách Hồng Ân,2018-08-01 00:00:00,17 x 24 cm,Bìa mềm,303,,,,,
14,Sách ID luyện thi THPT QG 2021 theo chuyên đề môn Toán hay nhất Tự học hình không gian,https://salt.tikicdn.com/cache/280x280/ts/product/5e/ae/cc/39c729e6f7ba94b939ce6896ec82ce26.jpg,Ôn thi THPT quốc gia,Moon,       Sách ID luyện thi THPT Quốc gia 2021 theo chuyên đề môn Toán hay nhất:   ̛̣ ̣ ̀ ̂    * Ưu điểm và giá trị của cuốn sách ID ôn thi THPT QG này:   =>̣  ̂̃ ́   Khi bạn nhận được cuốn sá...,99000,Aladanh,,,Bìa mềm,552,Nhà Xuất Bản Hồng Đức,,2021,,
15,FULL Bộ sách toán ôn thi thpt quốc gia 2022 - Combo 05 sách ,https://salt.tikicdn.com/cache/280x280/ts/product/ad/43/33/df41236ce4b73df2534f066a012b8d4a.jpg,Ôn thi THPT quốc gia,Moon,       Combo sách ID Toán ôn thi THPT QG 2021 gồm 5 cuốn:   - Sách ID Tự học hình không gian   - Sách ID Tuyển chọn 3000 bài tập Khảo sát Hàm số và Ứng dụng   - Sách ID Tự học Mũ và Logarit   ...,559000,Aladanh,2021-04-21 19:47:21,,Bìa mềm,2300,Nhà Xuất Bản Hồng Đức,,2021,,
16,Sách ID luyện thi THPT QG 2021 theo chuyên đề Tự Học Mũ và Logarit mới nhất,https://salt.tikicdn.com/cache/280x280/ts/product/30/c4/2f/d8683bcdd9a0f440ce22ee20e58ca3b7.jpg,Ôn thi THPT quốc gia,Moon,SÁCH TOÁN 12 - TỰ HỌC MŨ LOGARIT ôn thi thpt quốc gia 2022 MOON BOOK:- Tặng kèm khóa học Mũ Loga hỗ trợ việc học- Bổ sung các dạng toán thực tế MỚI trong đề thi 2021- 100% bài tập được GIẢI CHI TIẾT- ...,119000,Aladanh,,,Bìa mềm,435,Nhà Xuất Bản Hồng Đức,,2021,,
17,Những Viên Kim Cương Trong Bất Đẳng Thức Toán Học,https://salt.tikicdn.com/cache/280x280/ts/product/37/a7/8d/ccf785212799a702fa2fd9f728f58be5.jpg,Ôn thi THPT quốc gia,Trần Phương,"Những Viên Kim Cương Trong Bất Đẳng Thức Toán HọcĐây là công trình đồ sộ, dày gần 1.200 trang của nhà toán học Trần Phương, với sự cộng tác của Trần Tuấn Anh, Nguyễn Anh Cường, Bùi Việt Anh, dành cho...",344100,Nhà Sách Hồng Ân,2017-04-27 00:00:00,19 x 27 cm,Bìa mềm,1124,,,,,
18,PENBOOK - Luyện đề thi Tốt nghiệp THPT Môn Toán - 2021,https://salt.tikicdn.com/cache/280x280/ts/product/26/7d/4e/955ee28681307b2a7a677370071c2353.png,Ôn thi THPT quốc gia,"Nguyễn Thanh Tùng,Lê Anh Tuấn","PENBOOK là cuốn sách tổng hợp kiến thức các chuyên đề quan trọng, xoáy sâu vào giải quyết mọi dạng bài trọng tâm, đi kèm đó là các phương pháp giải bài tối ưu nhất. Đặc biệt, việc luyện thi với 20 đề...",189000,NXB Đại Học Quốc Gia Hà Nội,2020-11-26 16:58:03,,Bìa mềm,424,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,Cập nhật theo xu hương mới nhất của kỳ thi năm 2021,,
19,GIẢI MÃ ĐỀ THI dành cho bài thi đánh giá năng lực - Tài liệu ôn luyện đạt điểm cao kỳ thi đại học năm 2021,https://salt.tikicdn.com/cache/280x280/ts/product/43/1e/c4/f5c7a71b900cc13977819cacce6204e7.png,Ôn thi THPT quốc gia,nhieu tac gia,"Đây là cuốn sách DUY NHẤT được xây dựng để phù hợp với kỳ thi ĐGNL của Đại học Quốc Gia Hà Nội. Cuốn sách này được nghiên cứu, biên soạn bởi đội ngũ giáo viên nhiều năm kinh nghiệm, bám sát theo cấu t...",200000,Công ty TNHH Văn hóa Truyền thông IMO Việt Nam,2021-05-10 17:33:03,,Bìa mềm,416,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,2021,,
20,Đột phá 8+ môn Hóa học tập 1(phiên bản 2020),https://salt.tikicdn.com/cache/280x280/ts/product/16/b6/c3/b3cf5a757f48be2324708830c5965054.png,Ôn thi THPT quốc gia,Nhiều Tác Giả,"Nằm trong tổ hợp Khoa học tự nhiên, Hóa là một trong những môn thi trọng tâm đặc biệt với các bạn thí sinh chọn tổ hợp xét tuyển A00 và B00. Tiếp nối thành công của bộ sách Đột phá 8+ Hóa phiên bản 2...",175000,CCBook,,,Bìa mềm,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,,
21,Các Công Thức Cần Nhớ Môn Vật Lí,https://salt.tikicdn.com/cache/280x280/ts/product/42/cb/93/329be07fb31fbb0a80aa5f29c04b902e.jpg,Ôn thi THPT quốc gia,Ts. Trần Văn Lượng,"  Các Công Thức Cần Nhớ Môn Vật Lí  Các Công Thức Cần Nhớ Môn Vật Lý giúp các em ôn tập và nắm vững kiến thức nhanh nhất, hiệu quả nhất. Nội dung cuốn sách được biên soạn theo từng bài, từng ...",35500,Nhà Sách Hồng Ân,2017-01-01 00:00:00,10 x 18 cm,Bìa mềm,276,,,,,
22,Bí quyết chinh phục điểm cao Toán 10 Tập 1,https://salt.tikicdn.com/cache/280x280/ts/product/16/11/fa/036ee1240bb154539446bf17a6008a4e.png,Ôn thi THPT quốc gia,Nhiều Tác Giả,"“Bí quyết chinh phục điểm cao Toán 10” của PGS. TS. Lê Văn Hiện – Giảng viên Cao cấp Khoa Toán – Tin, Trường ĐHSP Hà Nội (Chủ biên) với hệ thống kiến thức chuyên sâu chính là cuốn tài liệu định hướng ...",101100,CCBook,,,Bìa mềm,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,Đầu tiên,,
23,Bí quyết chinh phục điểm cao Ngữ văn 11,https://salt.tikicdn.com/cache/280x280/ts/product/f0/69/c1/1732d29d7380a72edb05de4fe9cacea4.png,Ôn thi THPT quốc gia, Nhiều Tác Giả,"Nội dung Ngữ văn lớp 11 có liên quan tới kì thi THPT Quốc gia, do vậy để đạt điểm cao môn Văn trong kì thi này học sinh cần xác định mục tiêu, xây dựng kế hoạch và bắt tay vào ôn luyện ngay từ bây giờ...",101200,CCBook,,,Bìa mềm,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,,
24,Đột phá 8+ môn Địa Lí (phiên bản 2020),https://salt.tikicdn.com/cache/280x280/ts/product/8a/9d/f0/3b1f6b0c2c371156f87ae8ce16f8ceb6.png,Ôn thi THPT quốc gia,"Nguyễn Trọng Đức (Chủ Biên),Nguyễn Thị Hiên,Nguyễn Thị Nguyệt Nga","Đề thi trắc nghiệm các môn Khoa học xã hội đang có xu hướng tăng cường các câu hỏi Vận dụng và Vận dụng cao, đòi hỏi học sinh phải biết tổng hợp và suy luận kiến thức. Do đó, với môn Lịch sử và đặc bi...",167000,CCBook,2020-08-24 16:02:14,,Bìa mềm,300,ĐHQG Hà Nội,,,,
25,Chinh Phục Kỳ Thi Trung Học Phổ Thông Quốc Gia: Sử -  Địa - GDCD,https://salt.tikicdn.com/cache/280x280/ts/product/49/09/b6/e16beb5bd58873dcc7c8831993a649b3.jpg,Ôn thi THPT quốc gia,Nguyễn Mạnh Hưởng,"Chinh Phục Kỳ Thi Trung Học Phổ Thông Quốc Gia: Sử - Địa - GDCD là sản phẩm trí tuệ, khoa học giáo dục trong thời đại công nghệ số của nhiều thầy/cô với hàng chục năm kinh nghiệm trong nghiên cứu, giả...",104300,Alphabooks,,19 x 26.5 cm,Bìa mềm,136,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,ThS Nguyễn Thị Tuyết Mai-ThS Nguyễn Thị Mến,,,
26,Thực Chiến Đề thi THPT Quốc Gia môn Lí - Luyện là mê - Chuẩn đề cấu trúc,https://salt.tikicdn.com/cache/280x280/ts/product/c1/88/13/85b3b9acf05531d529925487674f8a2e.jpg,Ôn thi THPT quốc gia,Nhóm Tác Giả Lovebook,"Thực Chiến Đề Vật Lí được kì vọng là cuốn sách sẽ thay đổi điểm số của các sĩ tử lớp 12 một cách ""Đột Phá"". Em sẽ đạt được sau khi luyện sách: Nắm chắc toàn bộ các đề chuẩn cấu trúc của Bộ , tổng ...",142000,Công ty CP Giáo dục Trực tuyến Việt Nam,2019-12-18 23:56:24,,Bìa mềm,472,Nhà Xuất Bản Hồng Đức,,,,
27,Sách ID Tuyến chọn 3000 câu hỏi lý thuyết Hóa vô cơ,https://salt.tikicdn.com/cache/280x280/ts/product/53/48/0e/2bb5b762c6507f996709edcaa6573ca7.jpg,Ôn thi THPT quốc gia,Moon,"       - Tác giả: Nguyễn Đăng Thị Quỳnh, Phạm Hùng Vương.   - ID sách: 30461.   - Số trang: 477.   - Kích thước: 19x27x3cm.   - Năm xuất bản: 2020.   - Đặc biệt: Mỗi cuốn sách đều đi kèm với ...",119000,Aladanh,,,Bìa mềm,650,Nhà Xuất Bản Hồng Đức,,2021,,
28,COMBO CÂU HỎI TRẮC NGHIỆM TIẾNG ANH - VĨNH BÁ,https://salt.tikicdn.com/cache/280x280/ts/product/7a/da/41/a7021033321ddaa76b50afe2362c3f00.jpg,Ôn thi THPT quốc gia,Vĩnh Bá,Combo Câu Hỏi Trắc Nghiệm Tiếng Anh là bộ sách được biên soạn bởi tác giả  dành cho các em học sinh lớp 12 cũng như các em học sinh đang ôn luyện cho kì thi THPT Quốc Gia. Bộ sách được viết với nội du...,429800,Nhà Sách Hồng Ân,2018-12-01 20:16:52,,Bìa mềm,,nxb dai hoc quoc gia ha noi,,,,
29,Phương Pháp Giải Nhanh Các Dạng Bài Tập Sinh Học,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/d2/22/5b/0ab3132f31502112b2cc304d840d2591.jpg,Ôn thi THPT quốc gia,TS. Phan Khắc Nghệ,"Cuốn sách "" Phương pháp giải nhanh các dạng bài tập Sinh học "" của tác giả Phan Khắc Nghệ được viết bám sát chương trình môn Sinh học Trung học phổ thông.Nội dung của mỗi phần được trình bày theo 3 m...",59500,Nhà Sách Hồng Ân,2018-01-01 00:00:00,17 x 24 cm,Bìa mềm,295,,,,,
30,Phương Pháp Mới Giải Nhanh Bài Tập Di Truyền,https://salt.tikicdn.com/cache/280x280/ts/product/02/99/53/6b21d55985417f6359b02f9403c27ab3.jpg,Ôn thi THPT quốc gia,Phan Khắc Nghệ,"Phương Pháp Mới Giải Nhanh Bài Tập Di TruyềnTrong cuốn sách này, tác giả đã đưa ra những cách giải bài tập độc đáo và ngắn gọn nhất, giúp học sinh dễ dàng hiểu được kiến thức trọng tâm và làm tốt các...",91300,Nhà Sách Hồng Ân,2018-04-27 00:00:00,17 x 24 cm,Bìa mềm,448,,,,,
31,Tự Học Nâng Cao Kiến Thức Toán 9,https://salt.tikicdn.com/cache/280x280/ts/product/31/4d/db/fd95fa56a2d3b8ea88e275f1c049bc50.jpg,Ôn thi THPT quốc gia,"Lê Hồng Đức,Đào Thị Ngọc Hà,Đỗ Hoàng Hà,Lê Hoàng Nam,Đoàn Minh Châu","Tự Học Nâng Cao Kiến Thức Toán 9Giáo sư Toán H.Durand - Trường đại học La Martinière Montplaisir - Lyon đã viết cho bộ giáo trình của Jean - Marie Monier: “Không một giáo sư nào, dù là một tác giả đã...",113600,Minh Long,2018-04-11 17:28:22,<p>19 x 26 cm</p>,Bìa mềm,480,,,,,
32,Bồi Dưỡng Học Sinh Giỏi Qua Các Kì Thi Chuyên Đề Lí Luận Văn Học,https://salt.tikicdn.com/cache/280x280/ts/product/79/b8/97/f40d0d1e80e4040bafdd3f96711ee144.jpg,Ôn thi THPT quốc gia,ThS. Nguyễn Thành Huân,"Mỗi chuyên đề đều được vận dụng để ra đề theo từng dạng văn cụ thể khác nhau như: Thuyết minh, Biểu cảm, Tự sự, Nghị luận văn học, Nghị luận xã hộ giúp các em có thể được tiếp xúc với việc ra đề đa dạ...",78000,Khang Việt Book,2018-01-12 00:00:00,,Bìa mềm,208,,,,,
33,Sách ID hay ôn thi THPT Quốc gia 2021 môn Toán Tuyển chọn 3000 bài tập Tích phân & Số phức (bán chạy nhất),https://salt.tikicdn.com/cache/280x280/ts/product/9d/2f/80/bda24bf45ac219de51c21909d243d52e.jpg,Ôn thi THPT quốc gia,Nhiều Tác Giả,       Sách ID hay ôn thi THPT Quốc gia 2021 môn Toán: Tuyển chọn 3000 bài tập Tích phân & Số phức   - Sản phẩm thuộc sở hữu và bản quyền của Moon   - ID: [871]   - Số Trang: 650 trang   -...,119000,Aladanh,,,,650,Nhà Xuất Bản Hồng Đức,,,,
34,Đột phá 8+ môn Vật lí - tập 1(phiên bản 2020),https://salt.tikicdn.com/cache/280x280/ts/product/97/72/c6/d1cf9816d7ab79651b43cbab6e0d2b99.png,Ôn thi THPT quốc gia,Nhiều Tác Giả ,"Môn Vật lý nằm trong tổ hợp Khoa học tự nhiên và cũng là môn thi được rất nhiều bạn học sinh chọn làm tổ hợp xét tuyển chính, bao gồm tổ hợp A00 (Toán – Lý – Hóa) và tổ hợp A01 (Toán – Lý – Anh). Là m...",175000,CCBook,,,Bìa mềm,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,,
35,Ôn Luyện Thi Tốt Nghiệp THPT Năm 2021 Môn Ngữ Văn,https://salt.tikicdn.com/cache/280x280/ts/product/49/b1/1c/3054037263480ae87d117a485b27bf51.jpg,Ôn thi THPT quốc gia,Đinh Minh Hằng,"Nội dung bộ sách được xây dựng bám sát theo chuẩn kiến thức, kĩ năng của chương trình học cấp THPT hiện hành theo các mức độ đánh giá năm lực của học sinh. Cấu trúc của mỗi cuốn sách gồm 2 phần chính:...",37000,Công ty Cổ phần sách và Công nghệ giáo dục Việt Nam - Eduking,,17 x 24 cm,Bìa mềm,148,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,,
36,Đột phá 8+ môn Ngữ Văn (phiên bản 2020),https://salt.tikicdn.com/cache/280x280/ts/product/dd/81/5a/b1df6bfb0a9df2867c1c7654f4e63577.png,Ôn thi THPT quốc gia,"Nguyễn Đức Lân,Nguyễn Việt Hùng,Trương Thị Tươi,TS Dương Thị Thanh Hương,Ths Hoàng Tố Nga","Hiện nay, Ngữ văn là môn duy nhất thi theo phương thức tự luận 100%. Với khối lượng kiến thức vô cùng lớn, môn Văn khiến nhiều em học sinh lúng túng không biết nên học như thế nào để đạt được điểm số ...",175000,CCBook,2020-08-24 16:51:46,,Bìa mềm,328,ĐHQG Hà Nội,,,,
37,Đột phá 8+ môn Hóa học tập 2(phiên bản 2020),https://salt.tikicdn.com/cache/280x280/ts/product/37/d1/4f/8ac346ee9ae0d24819e0bf7979f47938.png,Ôn thi THPT quốc gia,Nhiều tác giả,"Nằm trong tổ hợp Khoa học tự nhiên, Hóa là một trong những môn thi trọng tâm đặc biệt với các bạn thí sinh chọn tổ hợp xét tuyển A00 và B00. Tiếp nối thành công của bộ sách Đột phá 8+ Hóa phiên bản 2...",167000,CCBook,,,Bìa mềm,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,,
38,SÁCH ID ôn thị thpt quốc gia môn hoá học: Tuyển chọn 3600 câu hỏi bài tập hóa vô cơ,https://salt.tikicdn.com/cache/280x280/ts/product/5d/5b/1b/5c8ae522accb13928b080e89c7af185a.jpg,Ôn thi THPT quốc gia,Nhiều Tác Giả,       * Điểm đặc biệt của bộ sách ID luyện thi THPT quốc gia 2021 môn hoá dành cho học sinh lớp 12:   - Số lượng bài tập luyện thi theo chuyên đề nhiều hơn 3 lần so với sách thông thường   - Kh...,129000,Aladanh,,,,524,Nhà Xuất Bản Hồng Đức,,,,
39,Cẩm Nang Ôn Luyện Thi THPT Quốc Gia Đại Học Cao Đẳng Môn Vật Lí (2 tập) (tặng kèm 2 bookmark như hình),https://salt.tikicdn.com/cache/280x280/ts/product/6f/59/90/f674c51146134c3fd8bc0e5e15ba32a5.jpg,Ôn thi THPT quốc gia,Nguyễn Anh Vinh,Cẩm Nang Ôn Luyện Thi THPT Quốc Gia Đại Học Cao Đẳng Môn Vật Lí (2 tập)...,175000,-,2018-02-23 17:56:06,"<p><span style=""font-family: Tahoma, Geneva, sans-serif; font-size: 13px;"">19 x 27 cm</span></p>",Bìa mềm,1836,,,,,
40, Tuyển chọn 3000 bài tập Dao động và Sóng cơ học.,https://salt.tikicdn.com/cache/280x280/ts/product/07/5d/2b/ef8d9cf96c8770fe8d2b36982486983d.jpg,Ôn thi THPT quốc gia,Moon,"       Tuyển chọn 3000 bài tập Dao động và sóng cơ học.   => Giới thiệu sách:   - Là một trong trọn bộ 3 đầu sách ID môn Vật lý cho khối lớp 12 luyện thi đại học các khối A, A1,   - Tập trun...",119000,Aladanh,,,Bìa mềm,510,Nhà Xuất Bản Hồng Đức,,2021,,
41,Ôn Luyện Thi Tốt Nghiệp THPT Năm 2021 Môn Tiếng Anh,https://salt.tikicdn.com/cache/280x280/ts/product/26/6e/4e/2c6cbb389655b863429cf6d4ef457b49.jpg,Ôn thi THPT quốc gia,Trang Anh,"Nội dung bộ sách được xây dựng bám sát theo chuẩn kiến thức, kĩ năng của chương trình học cấp THPT hiện hành theo các mức độ đánh giá năm lực của học sinh. Cấu trúc của mỗi cuốn sách gồm 2 phần chính:...",37000,Công ty Cổ phần sách và Công nghệ giáo dục Việt Nam - Eduking,,17 x 24 cm,Bìa mềm,188,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,,
42,Chinh Phục Đỉnh Cao Hóa Học Quốc Gia - Quốc Tế,https://salt.tikicdn.com/cache/280x280/ts/product/1a/13/59/0928534babcf1b2ad5c7e36b285b8216.jpg,Ôn thi THPT quốc gia,Nhóm Tác Giả Lovebook,"            Chinh Phục Đỉnh Cao Hóa Học Quốc Gia - Quốc Tế        Là một học sinh chuyên, chắc hẳn bạn nào cũng mơ ước được tham gia vào đội tuyển Olympic quốc gia hoặc quốc tế. Tuy nhiên,    v...",134000,Công ty CP Giáo dục Trực tuyến Việt Nam,2017-11-09 11:46:59,29.7 x 21 cm,Bìa mềm,538,,,,,
43,Tài Liệu Ôn Thi THPT Quốc Gia Môn Tiếng Anh (Vĩnh Bá),https://salt.tikicdn.com/cache/280x280/ts/product/63/c6/c1/e27de55b1eeff977f106ad6e59d9ff8f.gif,Ôn thi THPT quốc gia,Vĩnh Bá,Tài Liệu Ôn Thi Tốt Nghiệp THPT Quốc Gia Môn Tiếng Anh gồm các phần sau:1. Multiple choice Test2. Lexical cloze Test3. Open cloze test4. Word formation5. 100 Trios of gapped sentences6. Key word trans...,130000,Nhà Sách Hồng Ân,2021-04-15 22:17:01,,Bìa mềm,431,dai hoc quoc gia ha noi,,,,
