tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,nhà phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả
Không Đến Một (Bìa Cam),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_217498.jpg,Khởi nghiệp ,"Peter Thiel, Blake Masters","
Nếu bạn muốn xây dựng một tương lai tốt đẹp hơn, bạn phải tin vào bí mật.
Bí mật lớn nhất của thời đại chúng ta là vẫn còn những lĩnh vực và phát minh mới cần chúng ta khám phá và tạo ra. Trong Không Đến Một, doanh nhân và nhà đầu tư huyền thoại Peter Thiel chỉ cho chúng ta biết cách tìm ra những cách thức độc đáo để tạo ra những thứ mới này.
Thiel bắt đầu bằng một tiền đề nghịch lý là chúng ta đang sống trong giai đoạn trì trệ về công nghệ, thậm chí chúng ta còn bị các thiết bị di động hào nhoáng làm cho sao nhãng. Công nghệ thông tin đã cải thiện nhanh chóng, nhưng không có lý gì mà sự tiến bộ của loài ngoài chỉ nên giới hạn trong lĩnh vực máy tính hay ở Thung lũng Silicon. Chúng ta có thể đạt được sự tiến bộ trong bất cứ ngành nghề hay lĩnh vực kinh doanh nào. Nó xuất phát từ kỹ năng quan trọng nhất mà mọi nhà lãnh đạo phải thuộc nằm lòng: học cách nghĩ cho chính bản thân mình.
Một Bill Gates của tương lai sẽ không viết nên hệ điều hành máy tính như Microsoft. Một Larry Page hoặc Sergey Brin kế tiếp sẽ không tạo ra cỗ máy tìm kiếm như Google. Và tất nhiên, một Mark Zuckerberg tiếp theo sẽ không tạo ra mạng xã hội như Facebook. Nếu bạn bắt chước họ, bạn sẽ chẳng học được gì từ họ cả.
Không Đến Một đưa ra một cái nhìn lạc quan về tương lai của sự tiến bộ và tư duy mới mẻ về đổi mới: bắt đầu từ việc học cách đặt ra những câu hỏi đưa bạn đến những nơi không ngờ tới để tìm và tạo ra giá trị cho thế giới.
PETER THIEL là doanh nhân và nhà đầu tư. Ông sáng lập PayPal năm 1998 và làm CEO, rồi đưa công ty lên sàn năm 2002, điều này giúp định hình một kỷ nguyên mới của thương mại điện tử nhanh chóng và an toàn. Ông cũng đầu tư vào Facebook, LinkedIn, SpaceX... 
",110.000 đ,,NXB Trẻ,2020,20.5 x 13 x 1.2 cm,Bìa Mềm,273.0,
Dạy Con Làm Giàu 04 - Con Giàu Con Thông Minh (Tái Bản 2020),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/3/_/3_83_27.jpg,Khởi nghiệp ,"Robert T Kiyosaki, Sharon, L Lechter","
Đúng như những gì được chiêm nghiệm: “Cuộc sống bắt đầu từ nhận thức” mà trong đó sự giàu có và trí thông minh là một phần tử, tác giả đã đóng vai trò là người dẫn đường giúp ta nhìn nhận và khám phá năng lực của chính bản thân mình. Trên nấc thang đầu vươn tới sự thành công về mặt tài chính, kinh nghiệm của thế hệ trước, một trí tuệ tinh nhạy và một trái tim nhân ái là vốn rất quý mà ta phải biết cách khai thác, tận dụng. Sự thông minh là gì? Nhân lên bằng cách chia ra? Có phải cần tiền mới làm ra tiền?…16 chương sách thực sự là kim chỉ nan hữu ích cho bước đầu tạo dựng sự nghiệp của mỗi người . 
",85.000 đ,,NXB Trẻ,2020,20 x 14 x 0.5 cm,Bìa Mềm,280.0,
Cẩm Nang Mở Nhà Hàng,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_19058.jpg,Khởi nghiệp ,Roger Fields,"
Cẩm nang mở nhà hàng như một cuốn hướng dẫn khởi nghiệp cung cấp cho những chủ nhà hàng tương lai cách lên kế hoạch để mở một nhà hàng của riêng mình, từ kinh phí, địa điểm, thiết kế không gian, xây dựng thực đơn, marketing quảng bá, quản lý tài chính...  Không chỉ vậy, cuốn sách còn chia sẻ những bí quyết thành công giúp bạn chèo lái nhà hàng vượt qua năm đầu tiên đầy sóng gió và làm ăn phát đạt trong nhiều năm với một lượng khách hàng trung thành.
Mở nhà hàng không phải việc dễ dàng, nhưng những hướng dẫn của tác giả - một anh chàng kế toán, chủ nhà hàng và nhà tư vấn nhà hàng đầy mơ mộng – sẽ giúp biến giấc mơ mở nhà hàng của bạn thành hiện thực.
“Sau nhiều năm làm việc, tôi nghĩ rằng mình đã biết tất cả mọi thứ, nhưng khi làm việc với Roger, tôi nhận ra còn quá nhiều điều mình cần học hỏi. Cẩm nang mở nhà hàng chứa đựng bí quyết giúp bạn mở và điều hành một nhà hàng làm ăn phát đạt. Nếu bạn muốn thành công trong kinh doanh nhà hàng, hãy đọc nó!”
- GRÉGOIRE JACQUET, bếp trưởng kiêm chủ nhà hàng Grégoire 
",199.000 đ,,NXB Thế Giới,2020,16 x 24 cm,Bìa Mềm,420.0,
21 Nguyên Tắc Tự Do Tài Chính (Tái Bản 2018),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/2/1/21-nguy_n-t_c-t_i-ch_nh.jpg,Khởi nghiệp ,Brian Tracy,"
Triệu phú cũng là người bình thường, nhưng điểm khác biệt ở chỗ họ đã áp dụng 21 nguyên tắc tự do tài chính này trong cuộc sống và công việc của mình.
Cuốn sách nhỏ này sẽ cung cấp cho bạn phương thức để bạn có thể trở thành triệu phú, cho dù bạn là ai và có xuất phát điểm hiện tại như thế nào. Bạn sẽ học được cách xác lập mục tiêu, lên kế hoạch và tổ chức hành động để có thể đạt được nhiều mục tiêu tài chính hơn những gì bạn mong muốn. 
",49.000 đ,,NXB Công Thương,2018,13 x 20.5,Bìa Mềm,154.0,
Lập Kế Hoạch Kinh Doanh Cho Người Mới Bắt Đầu,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/l/_/l_p-k_-ho_ch-kd-cho-ng_i-m_i-b_t-_u.jpg,Khởi nghiệp ,Alex Genadinik,"
Lập Kế Hoạch Kinh Doanh Cho Người Mới Bắt Đầu
Cuốn sách đưa ra những khái niệm cơ bản nhất về các thành phần cấu thành nên một kế hoạch kinh doanh, từ đó chỉ ra cách viết một bản kế hoạch kinh doanh hoàn chỉnh dựa trên các thành phần đó. Đây là những hướng dẫn căn bản nhất dành cho những doanh nhân mới vào nghề và muốn tạo dựng chiến lược kinh doanh hiệu quả cho doanh nghiệp của mình.
Trích đoạn:
Nói về bản kế hoạch kinh doanh 3 câu cho một sản phẩm công nghệ:
“Sau đây là ví dụ về kế hoạch kinh doanh 3 câu cho một ứng dụng điện thoại.
- Sản phẩm: Ứng dụng điện thoại hỗ trợ người dùng lập kế hoạch kinh doanh
- Marketing: Sản phẩm hiện diện trong kho ứng dụng, quảng cáo, chia sẻ qua mạng xã hội
- Tài chính: Doanh thu đến từ việc đặt mua dài hạn và chào bán thêm các sản phẩm giáo dục liên quan tới kinh doanh và dịch vụ đào tạo
Ứng dụng này thành công khi với vai trò là một kỹ sư phần mềm, tôi có thể tự xây dựng và mọi đồng thu về đều là lãi. Các chiến lược marketing hiệu quả là tối ưu hóa công cụ tìm kiếm trên kho ứng dụng, quảng cáo và chia sẻ qua mạng xã hội với 98% tổng lượng lượt tải về từ ba nguồn quảng bá này.”
Nói về bản kế hoạch kinh doanh một-trang-giấy:
“Việc phát triển 3 câu thành một-trang-giấy là mô tả kỹ lưỡng hơn về 3 yếu tố cốt lõi của một kế hoạch kinh doanh, đồng thời bổ sung các yếu tố thứ cấp như đội nhóm, chi phí và vốn trước đó.
Thêm vào đó là các mục về khách hàng mục tiêu và quy mô tổng thể của cơ hội. Ngoài ra, đừng bắt đầu kinh doanh nếu thiếu hiểu biết sâu sắc về khách hàng mục tiêu và bối cảnh cạnh tranh trong lĩnh vực đó. Tôi đã bỏ qua yếu tố cạnh tranh, nhưng bạn hoàn toàn có thể đưa nó vào. Các yếu tố này đều quan trọng trong một bản kế hoạch kinh doanh một-trang-giấy hoặc hơn.”
Nói về quy mô thị trường mục tiêu:
“Đây là tổng giá trị ngành mà doanh nghiệp của bạn hoạt động trong đó. Một vài thị trường trị giá hàng tỷ đô-la, một số trị giá hàng trăm hay hàng chục triệu đô-la. Bạn phải chứng tỏ mình hiểu về thị trường và quy mô thị trường đang hoạt động.
Nếu bạn thành lập công ty bán một số sản phẩm nhỏ, quy mô thị trường của bạn có thể cũng nhỏ, nhưng nếu bạn bán máy tính hoặc ô tô, quy mô thị trường có thể lên tới hàng chục, thậm chí hàng trăm tỷ đô-la, rõ ràng là rất lớn.
Phần này khẳng định bạn đã làm việc rất siêng năng và hiểu được môi trường kinh doanh mình đang hoạt động.
ĐIỀU KHÔNG NÊN VIẾT TRONG MỤC NÀY: Không cung cấp những ước tính mơ hồ và các cụm từ kiểu “lớn, rất lớn, hàng triệu hoặc hàng tỷ”.”
Nói về cách tăng hiệu quả phễu bán hàng:
“Củng cố phễu bán hàng giúp nâng cao hiệu quả chuyển đổi khách hàng tiềm năng thành khách hàng thân thiết. Việc tối ưu hóa phễu bán hàng có thể ảnh hưởng đến sự thành bại của doanh nghiệp, bởi phễu bán hàng càng chuyển đổi khách tham quan thành người mua hàng, bạn càng tốn ít tiền cho hoạt động marketing. Tỷ lệ chuyển đổi bán hàng cao hơn giúp chi phí trung bình để thu hút một khách hàng thấp hơn, và về tổng thể sẽ tạo ra lợi nhuận cao hơn cho doanh nghiệp.
Một cách khác để tăng hiệu quả cho phễu bán hàng là thu gọn nó. Bạn có thể tạo ra một trang đơn được tối ưu hóa cho từng hành động bạn muốn mọi người thực hiện. Đó là kiểu trang đích vì một khi tạo ra nó, bạn có thể thu hút khách hàng tiềm năng đến đó. Nó thường tạo ra những kết quả tích cực vì trước khi khách hàng tiềm năng sử dụng trang web, bạn đã kiểm chứng hiệu quả trên quy mô rộng hơn và chỉ dẫn mọi người tới đó khi bạn thỏa mãn với hiệu quả của nó.” 
Đặc điểm nổi bật:
- Cuốn sách giống như một cuốn cẩm nang căn bản về lập kế hoạch kinh doanh dành cho người mới bắt đầu, trong đó tác giả giải thích một cách dễ hiểu và đơn giản nhất về tất cả các khái niệm cũng như yếu tố cấu thành nên một bản kế hoạch kinh doanh hoàn chỉnh.
- Cuốn sách đi theo phong cách tối giản, chắt lọc những điều căn bản và cốt lõi nhất của một kế hoạch kinh doanh, từ đó đưa ra những hướng dẫn cụ thể cùng ví dụ thực tế để độc giả có thể nắm bắt nhanh chóng nội dung mà tác giả muốn truyền đạt.
- Độc giả có thể sử dụng cuốn sách như một cẩm nang bỏ túi để có thể tra cứu bất cứ khi nào cần thiết, vì bố cục cuốn sách được chia thành từng phần rõ rệt, dễ theo dõi.
- Cuốn sách được cấu trúc theo chính cấu trúc của một bản kế hoạch kinh doanh hoàn chỉnh. Tác giả đưa độc giả đi theo từng đề mục cần có trong một bản kế hoạch kinh doanh, diễn giải bằng ví dụ minh họa, sau đó tổng kết lại bằng một bản kế hoạch hoàn chỉnh (về một ngành cụ thể) ở cuối sách.
- Mẫu kế hoạch kinh doanh được đưa ra trong sách chỉ là khung sườn cần có của một bản kế hoạch kinh doanh, tác giả cũng đưa ra lời khuyên và định hướng chi tiết để giúp độc giả tự tạo ra một bản kế hoạch kinh doanh theo phong cách và cá tính riêng mình để tạo sự khác biệt, thu hút các nhà đầu tư.
- Tác giả cũng đưa kèm nhiều đường dẫn và các video hỗ trợ cho việc lập kế hoạch kinh doanh để độc giả có thể tham khảo.
Tác giả:
ALEX GENADINIK là kỹ sư phầm mềm, doanh nhân kiêm nhà marketing nổi tiếng. Anh là tác giả của hơn 10 cuốn sách. Công việc của anh là giúp đỡ hàng triệu người trong lĩnh vực kinh doanh. Alex cũng là một giáo viên trực tuyến nổi tiếng và thích giúp đỡ các doanh nhân đạt được ước mơ của mình. Anh có bằng cử nhân về Khoa học Máy tính của trường Đại học tiểu bang San Jose. 
",119.000 đ,,NXB Thế Giới,2020,20 x 14.5 cm,Bìa Mềm,200.0,
Tôi Đã Làm Giàu Như Thế - Donald Trump (Tái Bản 2017),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8934974147190_1.jpg,Khởi nghiệp ,Donald J. Trump,"
Tôi Đã Làm Giàu Như Thế - Donald Trump (Tái Bản 2017)
Tài sản của tổ chức The Trump Organization đã có mặt trên khắp nước Mỹ và nhiều quốc gia trên thế giới. Chủ nhân của những toà cao ốc, biệt thự, khách sạn - sòng bạc lộng lẫy, nguy nga này là nhà tỷ phú Donald J. Trump - người đã viết cuốn The Art of the Deal (Nghệ thuật đàm phán trong kinh doanh), đó là ấn phẩm bán chạy nhất trong ngành kinh doanh sách thập niên 80 của thế kỷ XX...Phương châm của Donald là: “Nếu bạn không nói cho mọi người biết về sự thành công của bạn thì người ta sẽ không hề biết gì về nó đâu”, chính vì vậy cuốn sách Tôi đã làm giàu như thế ra đời, chỉ vì theo chính lời tác giả: “Có ít nhất năm tỉ lý do khiến bạn phải đọc quyển sách này”. Vắn tắt, nhanh gọn và trực tiếp, những câu chuyện và những lời khôn ngoan được chắt lọc trong suốt ba mươi năm của người luôn đứng đầu của sự thành công sẽ cho bạn những lời khuyên sâu sắc.Hãy nghe theo lòng mình nếu bạn muốn có một sự thay đổi kỳ diệu, kinh nghiệm của một tỉ phú sẽ rất có ích cho bạn.Có ít nhất năm tỷ lý do khiến bạn phải đọc quyển sách này.
 
 
 
  
",76.000 đ,,NXB Trẻ,03-2017,14 x 20,Bìa Mềm,280.0,
How Business Works - Hiểu Hết Về Kinh Doanh,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_19337.jpg,Khởi nghiệp ,Nhiều Tác Giả,"
Một trong những cuốn cẩm nang về Kinh doanh dễ hình dung nhất từ trước tới nay!
 Tại sao dòng tiền lại quan trọng? Sản xuất tinh gọn là gì? Marketing kỹ thuật số hoạt động ra sao? Thành viên hội đồng quản trị gồm những ai? Mua bán doanh nghiệp là gì? Cấu trúc doanh nghiệp ra sao? Khấu hao là gì? Trách nhiệm xã hội của doanh nghiệp ra sao? Làm thế nào để có thể thành công trong thị trường toàn cầu của thế kỷ 21?
 Với những hình ảnh bắt mắt, đơn giản, không sử dụng thuật ngữ, How business works
 Hiểu hết về kinh doanh giải thích mọi khái niệm liên quan đến lĩnh vực kinh doanh, biến những khái niệm khó hiểu nhất trở nên dễ hiểu. Mọi khía cạnh của hoạt động kinh doanh sẽ được xem xét, phân tích giúp độc giả hiểu rõ hơn về kinh doanh, và cách các hình thái kinh doanh định hình xã hội hiện đại.
 Dù bạn đang muốn thăng tiến trong công việc, khởi sự doanh nghiệp của riêng mình hay chỉ đơn giản là muốn hiểu rõ hơn thế giới kinh doanh và tài chính, How business works
 Hiểu hết về kinh doanh chính là cuốn cẩm nang không thể bỏ qua! 
",380.000 đ,,Nhà Xuất Bản Thế Giới,2020,19.5 x 23 cm,Bìa Mềm,351.0,
Tiền Tệ Và Chuyện Làm Giàu An Toàn,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_196895.jpg,Khởi nghiệp ,GS TS Huỳnh Ngọc Phiên,"
Hằng ngày, qua phim ảnh và tin tức truyền thông, chúng ta thấy rất nhiều chuyện đau lòng do sự túng thiếu tiền bạc gây nên: Nhiều người đã phải vay nặng lãi, rồi lâm vào tình huống buộc chấp nhận làm những việc phi pháp, làm ảnh hưởng đến phẩm giá của bản thân, thậm chí có thể bị mất mạng. Hoặc, nhiều người nghĩ rằng mình cần nhanh chóng thoát khỏi cảnh nghèo bằng mọi giá nên họ càng dễ bị lừa gạt bởi những trò bịp bợm, giăng bẫy ngày càng tinh vi.
Trước niềm tin cho rằng người ta không thể nào sống an vui khi lâm vào cảnh túng thiếu triền miên, nên tác giả cuốn sách này – GS. TS. Huỳnh Ngọc Phiên vốn là một nhà giáo có ít nhiều kinh nghiệm trong việc đầu tư kinh doanh – cảm thấy cần phải tổng hợp các ý tưởng và kinh nghiệm từ những tư liệu quý giá để biên soạn nên cuốn Tiền tệ và chuyện làm giàu an toàn, với mục đích truyền lại những phương pháp làm giàu thành công cho thế hệ sau.
Như tựa sách đã ghi rõ, cách làm giàu ở đây là an toàn và chắc chắn vì nó dựa trên những nguyên tắc đã được kiểm nghiệm qua thực tế, những nguyên tắc không nhắm vào việc lợi dụng hoặc khai thác người khác để làm lợi cho mình. Trái lại, chúng gần như những cách tu tập và thực hiện kỷ luật cho chính bản thân mỗi người. Bằng cách áp dụng những nguyên tắc đó, mỗi người chúng ta sẽ trở nên “giàu có” hơn, “tốt” hơn về nhiều mặt và hữu ích hơn cho nhiều người khác.
Cuốn sách gồm hai phần.
• Phần I – Các khái niệm căn bản: Trình bày những khái niệm căn bản liên quan đến tiền tệ, cho bạn sự hiểu biết nền tảng về cách thức hoạt động của tiền tệ, về vai trò của chính phủ và các định chế tài chính như ngân hàng trung ương.
• Phần II – Tài chính cá nhân và Làm giàu: Đây là phần quan trọng của cuốn sách với mục đích chính là truyền đạt những cách làm giàu an toàn. “Giàu” ở đây có ý nghĩa tương đối, không thể hiện bằng một con số cụ thể mà bằng mức độ của sự độc lập tài chính theo nghĩa: Một người đạt được sự độc lập tài chính khi của cải đã tích lũy được có thể sản sinh ra mức thu nhập “đủ” cho mình (và gia đình) sống đến cuối đời mà không cần phải làm việc để kiếm tiền. 
",150.000 đ,,NXB Thế Giới,2020,23.5 x 15.5 cm,Bìa Mềm,220.0,
Hướng Dẫn Căn Bản Về Cách Kiếm Tiền Từ Youtube,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/b/_/b_a-1_youtube-secrets--outline.jpg,Khởi nghiệp ,"Benji Travis, Sean Canell","
Hướng Dẫn Căn Bản Về Cách Kiếm Tiền Từ Youtube
YouTube đã thay đổi hoàn toàn thế giới hiện đại – từ cách chúng ta xem video, kết nối, cho đến cách chúng ta mở rộng thị trường với những cơ hội mới dành cho những cá nhân giàu tham vọng. Ngày nay trên thế giới, hàng nghìn người đang kiếm được những thu nhập triệu đô từ video trực tuyến, nhưng họ làm điều đó bằng cách nào?
 Với cuốn sách Youtube Secrets – Hướng dẫn cách căn bản về kiếm tiền từ Youtube hai chuyên gia về video trực tuyến Sean Cannel và Benji Travis sẽ mang tới cho các bạn những bí quyết đạt được thành công trên Youtube, đúc kết từ hàng trăm cuộc phỏng vấn với những Youtuber nổi tiếng, cũng như từ chính kinh nghiệm hơn 10 năm hoạt động trên Youtube của họ. Cho dù bạn là người mới hay là những Youtuber kỳ cựu, cuốn sách này sẽ giúp bạn xây dựng được một lực lượng người theo dõi lớn mạnh kiếm được những thu nhập triệu đô và tạo nen những tác động to lớn đến cuộc sống của mọi người. 
",149.000 đ,,NXB Lao Động,2019,13 x 20,Bìa Mềm,308.0,
Khởi Nghiệp Tinh Gọn - The Lean Startup (Tái Bản 2021),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_235119.jpg,Khởi nghiệp ,Eric Ries,"
Khởi Nghiệp Tinh Gọn
Chúng ta đang sống trong thời kì phục hưng kinh doanh toàn cầu.
Thử thách của chúng ta là phải làm được điều xứng đáng với cơ hội được cho.
“Khởi nghiệp Tinh gọn” đảm bảo rằng những ai khao khát làm được điều thực sự ý nghĩa
sẽ có được công cụ cần thiết để thay đổi thế giới.
- ERIC RIES, Tác giả sách “Khởi nghiệp Tinh gọn”
Cuốn sách ""Khởi nghiệp Tinh gọn” (The Lean Startup) trình bày một mô hình khởi nghiệp vang danh toàn cầu, giúp thay đổi toàn bộ cách thức xây dựng công ty và tung ra sản phẩm mới trên thị trường.
“Khởi nghiệp” - hai tiếng đơn giản đó có sức hút mạnh mẽ với bất kỳ ai, không chỉ đối với những người đang ấp ủ một dự án kinh doanh, mà ngay cả những ông chủ đang muốn tìm kiếm một sản phẩm hay một ý tưởng mới để “tái khởi nghiệp”, nói cách khác là tái tạo lại mô hình kinh doanh của mình. Tuy nhiên, từ ý tưởng đến thành công là điều không dễ!
Nhiều dự án khởi nghiệp thất bại không phải vì ý tưởng không tốt, chiến lược kém hay tầm nhìn sai, mà cốt lõi của mọi vấn đề nằm ở chỗ chúng ta không có được một mô hình và phương pháp để khởi nghiệp thành công. Vì khởi nghiệp không giống với thành lập và điều hành một công ty theo dạng truyền thống, nên nó cần một mô hình và phương pháp quản trị riêng.
Trong quản trị kinh doanh, việc khởi tạo một doanh nghiệp mới hay tái tạo một mô hình kinh doanh cũ luôn có những bài học mà nếu không trả giá thì không thể học được, thậm chí là phải trả giá nhiều lần, trả giá đắt, rất đắt thì mới có thể học được. Tuy nhiên, cũng có những bài học mà không cần phải trả giá vẫn có thể học được. Vậy tại sao không học để bớt phải trả giá?  Những bài học đắt giá đó nằm trong cuốn sách đặc biệt này.

“Khởi nghiệp Tinh gọn” không chỉ cung cấp những kiến thức nền tảng về phương pháp đã được áp dụng bởi rất nhiều tên tuổi lẫy lừng trong lĩnh vực khởi nghiệp sáng tạo này; mà còn trang bị những phương pháp giúp tăng khả năng thành công, đồng thời cũng giảm thiểu tối đa rủi ro trên hành trình khởi nghiệp hoặc phát triển sản phẩm mới, tái tạo doanh nghiệp của các doanh nhân.
Đặc biệt, cách tư duy và những phương pháp trong cuốn sách này không chỉ áp dụng cho những siêu tập đoàn toàn cầu, mà còn áp dụng rất phù hợp cho những doanh nghiệp nhỏ, hay siêu nhỏ. Dù ở quy mô nào hay đang ở đâu trên hành trình kinh doanh, đã đến lúc chúng ta cần phải tư duy một cách TINH GỌN! 
",165.000 đ,,NXB Tổng Hợp TPHCM,2021,23 x 15 x 1.9 cm,Bìa Cứng,332.0,
"Thói Quen Thành Công - Bí Mật Để Luyện Nghĩ Làm Giàu, Thực Hành Làm Giàu",https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/w/w/wwwwwwwwww.jpg,Khởi nghiệp ,Napoleon Hill,"
Thói Quen Thành Công - Bí Mật Để Luyện Nghĩ Làm Giàu, Thực Hành Làm Giàu
Cuốn sách nổi tiếng chưa từng công bố của tác giả có sách bán chạy nhất mọi thời đại Napoleon Hill.
Trong tác phẩm chưa từng được công bố này, ông chia sẻ những nguyên tắc thành công của mình, những thói quen chính tạo nền tảng cho thành công và thay đổi cuộc sống. Thói quen thành công giải thích các quy tác cơ bản dẫn đến một cuộc sống giàu có và thịnh vượng. Bằng việc xác định vai trò quan trọng của việc dặt mục tiêu và thói quen thành công, các nguyên tắc của Napoleon Hill đưa ra một cách suy nghĩ mới về ý định, tự giác, kỉ luật và cách chúng ta dẫn dắt cuộc sống.
"" Một công thức hấp dẫn để thành công lời khuyên này thực tế và luôn luôn có thể áp dụng được""
- PUBLISHR'S WEEKLY -
"" Bài viết của Napoleon Hill tiếp tục chứng minh những công thức vượt thời gian và lời khuyên của ông ấy vẫn là mục tiêu cho độc giả ngày nay""
- LIBRARY JOURNAL - 
",148.000 đ,,NXB Hồng Đức,2019,13 x 20.5,Bìa Mềm,322.0,
100 Câu Chuyện Hay Thế Giới - Mưu Lược Trong Chính Trị Quân Sự & Đời Sống (Tái Bản),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_225181.jpg,Khởi nghiệp ,Quách Thành,"
Xã hội không ngừng phát triển, trên mọi phương diện đều có sự cạnh tranh gay gắt, vì thế việc vận dụng mưu lược là không thể thiếu. Trong các lĩnh vực chính trị, quân sự hay kinh tế, ngoại giao, ngoài tầm nhìn xa trông rộng, tài phân tích, phán đoán nhạy bén, người lãnh đạo còn phải biết cách nhìn người và dùng người trong mọi hoàn cảnh.
MƯU LƯỢC TRONG CHÍNH TRỊ - QUÂN SỰ & ĐỜI SỐNG tập hợp nhiều kế sách cũng như thuật dùng người khôn khéo của các nhân vật nổi tiếng trong lịch sử giúp chúng ta nhìn lại quá khứ, học hỏi kinh nghiệm, từ đó vận dụng một cách sáng tạo trong cuộc sống hàng ngày. 
",125.000 đ,,NXB Hồng Đức,2021,21 x 13.5 cm,Bìa Mềm,296.0,
Dạy Con Làm Giàu 10 - Trước Khi Bạn Thôi Việc (Tái Bản 2017),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_229086.jpg,Khởi nghiệp ,Robert T. Kiyosaki – Sharon L. Lechter,"
Dạy Con Làm Giàu 10 - Trước Khi Bạn Thôi Việc
Đây là một quyển sách nói về chuyện làm chủ do chính một người làm chủ chấp bút, người từng trải bao thăng trầm, thành công cũng như thất bại trong thế giới thực. Sách cho bạn biết đã đến lúc thích hợp để bạn thôi việc và mở công ty riêng hay chưa, hay giúp bạn xác định kinh doanh có phải là con đường dành cho bạn không; thông qua những kinh nghiệm, lời khuyên hữu ích và bài học thực tế của tác giả. 
",90.000 đ,,NXB Trẻ,03-2017,13 x 20.5,Bìa Mềm,316.0,
Nhượng Quyền Khởi Nghiệp - Con Đường Ngắn Để Bước Ra Thế Giới (Tái Bản 2019),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_186119.jpg,Khởi nghiệp ,Nguyễn Phi Vân,"
Giá trị cốt lõi của cuốn sách này chính là cung cấp cho người đọc Việt Nam từ A đến Z về bức tranh nhượng quyền trên toàn thế giới, với các thông tin cập nhật mới nhất, các số liệu có cơ sở vững vàng từ chuyên gia hàng đầu về lĩnh vực nhượng quyền của thế giới, đồng thời có sự hiểu biết sâu sắc về  thị trường Việt Nam và tính cách người Việt. cuốn sách này, cửa bắt đầu mở cho những giấc mơ biến thương hiệu Việt thành thương hiệu toàn cầu. Bạn cũng học được từ cuốn sách này một cách khôn ngoan để biến ước mơ kinh doanh một thương hiệu toàn cầu ở Việt Nam thành hiện thực.
Bằng kinh nghiệm 20 năm hoạt động trong lĩnh vực nhượng quyền, tác giả Nguyễn Phi Vân đã phác thảo một bức tranh tổng quát về ngành nhượng quyền thế giới, từ lịch sử - bản đồ - khái niệm, nhưng đồng thời cũng chi tiết đến từng biểu mẫu được sử dụng trong từng lĩnh vực nhượng quyền khác nhau. “Từ hàn lâm đến đường phố”, từ tổng quát đến chi tiết, từ số liệu đến cảm xúc, từ khái niệm đến trải nghiệm, đây chính là điểm khác biệt lớn nhất mà tác giả Nguyễn Phi Vân mang đến cho bạn đọc trong cuốn sách này. Độc giả có thể tìm được những chi tiết rất thú vị từ trải nghiệm riêng của tác giả, đến những số liệu –đánh giá – được thẩm định bởi các chuyên gia hàng đầu thế giới.
  
",160.000 đ,,NXB Trẻ,2019,15.5 x 23,Bìa Mềm,436.0,
