tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,nhà phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả
Click Tiếng Việt Trình Độ A - Tập 1,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_180164_1_43_1_57_1_4_1_2_1_210_1_29_1_98_1_25_1_21_1_5_1_3_1_18_1_18_1_45_1_26_1_32_1_14_1_1568.jpg,Tiếng Việt,GS TS Đoàn Thiện Thuật,"
Tiếng Việt Trình Độ A - Tập 1 do GS.TS Đoàn Thiện Thuật làm chủ biên. Lý do chúng tôi chọn cuốn sách này làm cuốn sách đầu tiên giới thiệu tới quý độc giả là vì đây là một cuốn sách có cách bố cục khá chặt chẽ, khoa học. Cách trình bày cũng tương đối dễ hiểu, dễ xem. Và đây cũng là một trong những cuốn sách luôn nằm trong tủ sách của trung tâm 123VIETNAMESE, được rất nhiều các thầy cô giáo tại đây lựa chọn làm giáo trình giảng dạy. Sách Tiếng Việt được biên soạn theo chín chủ đề. Mỗi chủ đề có ba bài và sau sáu bài có một bài ôn tập. Mỗi bài góp phần mở rộng chủ đề, nhưng nó có chủ điểm ngữ pháp và ngữ âm riêng. Câu chìa khoá về ngữ pháp được lấy làm tên bài. Do vậy, mới nhìn  qua và căn cứ vào tên bài, người đọc dễ có cảm tưởng là bài viết không ăn nhập với chủ đề hoặc xa đề, nhưng thực ra không phải như vậy.
Với chủ trương đề cao tính thiết thực và tính hiệu quả trong giảng dạy mà trong Bài học tại lớp chúng tôi chỉ cho những bài luyện và những mẫu câu, tức những công thức ngữ pháp được cụ thể hoá cho dễ nhớ, chứ không miêu tả lý thuyết dài dòng.
Việc đơn giản hoá như thế có thể làm cho người dạy hay người học khó hiểu hoặc hiểu không đầy đủ. Chúng tôi có một phần gọi là Ghi chú để ai thấy cần thiết thì xem thêm.
Bài tập ở nhà gồm có những bài nghe ghi trên băng từ và bài làm viết trên giấy. Băng này không chỉ giúp người học rèn luyện kỹ năng nghe hiểu mà còn tập đọc cho đúng. Do vậy băng ghi cả bài nghe lẫn bài đọc.
Để tự kiểm tra kết quả bài tập ở nhà đã có phần đáp án.
Trong học tập ở bất cứ bộ môn gì, thì bao giờ ngoài giáo trình chính thức thường phải có sách công cụ để người học tham khảo. Ở đây phải là sách Ngữ Pháp và Từ điển. Hai phần ghi chú và Bảng từ đóng vai trò của những sách công cụ. Tuy nhiên chúng được viết rất đơn giản. Phần ghi chú thì Ghi chú ngữ âm trình bày rất ngắn gọn toàn cảnh cấu trúc âm vị học tiếng Việt. Còn ghi chú ngữ pháp chỉ làm rõ thêm những điều đã dạy ở phần Bài học trong sách. Bảng từ chỉ cung cấp những từ gặp trong sách và với nghĩa trong bài. Nghĩa mỗi từ không đầy đủ như trong từ điển và thậm chí còn khác nữa, đó là nghĩa của một từ trong tình huống cụ thể (hay còn gọi là nghĩa dụng học) 
",136.000 đ,,NXB Thế Giới,2018,20.7 x 29.5,Bìa Mềm,236.0,
Tiếng Việt Dành Cho Người Hàn - Sơ Cấp,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_19363.jpg,Tiếng Việt,"Park Ji Hoon, Chu Thị Phong Lan, Trần Thị Hường","
Tiếng Việt luôn được đánh giá là ngôn ngữ khó bởi hệ thống ngữ pháp đa dạng (phong ba bão táp không bằng ngữ pháp Việt Nam) cùng hệ thống thanh điệu phức tạp. Để đơn giản hóa việc học ngôn ngữ, ban biên tập mang đến cuốn sách Tiếng Việt dành cho người Hàn sơ cấp dành cho những người Hàn muốn bắt đầu học và làm quen với tiếng Việt.
Cấu trúc cuốn sách bao gồm các phần:
Giới thiệu ngữ âm tiếng Việt: Gồm hệ thống nguyên âm, phụ âm, thanh điệu được giải thích một cách chi tiết, cụ thể giúp người học có thể phát âm một cách chính xác
20 bài học với những chủ đề thông dụng, quen thuộc nhất như: giới thiệu bản thân, nghề nghiệp, gia đình, sở thích, thói quen, du lịch,… Mỗi bài học bao gồm các phần:

Hội thoại: với ngôn ngữ và các tình huống thường gặp nhất trong thực tế cuộc sống
Từ vựng: hệ thống từ mới có trong bài hội thoại
Ngữ pháp: giới thiệu những điểm ngữ pháp quan trọng kèm ví dụ chi tiết, dễ hiểu
Luyện tập: các bài tập lồng ghép từ mới và điểm ngữ pháp vừa học  
Bài đọc: các chủ đề quen thuộc, nâng cao khả năng đọc hiểu và cung cấp kiến thức về văn hóa – xã hội – con người Việt Nam
Phần nghe: giúp trau dồi khả năng nghe 

Sau mỗi 05 bài học là phần ôn tập tổng kết, bao gồm các chủ điểm ngữ pháp và từ vựng quan trọng nhất được lồng ghép trong các dạng bài luyện tập đa dạng, giúp củng cố kiến thức, tăng khả năng ghi nhớ và vận dụng cho người học.
Đặc biệt, sách đi kèm audio tiếng Việt chuẩn thông qua app MCPlatform trên điện thoại giúp người học luyện nghe một cách tiện lợi. Chỉ cần quét mã QR ngay sau bìa sách là người học có thể sở hữu trọn bộ file nghe của cuốn sách và có thể luyện nghe, ôn tập mọi lúc mọi nơi.
Đây chắc chắn sẽ là cuốn sách phù hợp nhất dành cho những người Hàn muốn học tiếng Việt ở trình độ sơ cấp, tạo tiền đề quan trọng để học lên các trình độ cao hơn. 
",180.000 đ,,NXB Hồng Đức,2020,17 x 24 cm,Bìa Mềm,340.0,
Click Tiếng Việt Trình Độ A - Tập 2,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_416.jpg,Tiếng Việt,Đoàn Thiện Thuật,"
Cuốn sách: Tiếng Việt Trình Độ A - Tập 2 do GS.TS Đoàn Thiện Thuật làm chủ biên. Lý do chúng tôi chọn cuốn sách này làm cuốn sách đầu tiên giới thiệu tới quý độc giả là vì đây là một cuốn sách có cách bố cục khá chặt chẽ, khoa học. Cách trình bày cũng tương đối dễ hiểu, dễ xem. Và đây cũng là một trong những cuốn sách luôn nằm trong tủ sách của trung tâm 123VIETNAMESE, được rất nhiều các thầy cô giáo tại đây lựa chọn làm giáo trình giảng dạy. Sách Tiếng Việt được biên soạn theo chín chủ đề. Mỗi chủ đề có ba bài và sau sáu bài có một bài ôn tập. Mỗi bài góp phần mở rộng chủ đề, nhưng nó có chủ điểm ngữ pháp và ngữ âm riêng. Câu chìa khoá về ngữ pháp được lấy làm tên bài. Do vậy, mới nhìn  qua và căn cứ vào tên bài, người đọc dễ có cảm tưởng là bài viết không ăn nhập với chủ đề hoặc xa đề, nhưng thực ra không phải như vậy.
Với chủ trương đề cao tính thiết thực và tính hiệu quả trong giảng dạy mà trong Bài học tại lớp chúng tôi chỉ cho những bài luyện và những mẫu câu, tức những công thức ngữ pháp được cụ thể hoá cho dễ nhớ, chứ không miêu tả lý thuyết dài dòng.
Việc đơn giản hoá như thế có thể làm cho người dạy hay người học khó hiểu hoặc hiểu không đầy đủ. Chúng tôi có một phần gọi là Ghi chú để ai thấy cần thiết thì xem thêm.
Bài tập ở nhà gồm có những bài nghe ghi trên băng từ và bài làm viết trên giấy. Băng này không chỉ giúp người học rèn luyện kỹ năng nghe hiểu mà còn tập đọc cho đúng. Do vậy băng ghi cả bài nghe lẫn bài đọc.
Để tự kiểm tra kết quả bài tập ở nhà đã có phần đáp án.
Trong học tập ở bất cứ bộ môn gì, thì bao giờ ngoài giáo trình chính thức thường phải có sách công cụ để người học tham khảo. Ở đây phải là sách Ngữ Pháp và Từ điển. Hai phần ghi chú và Bảng từ đóng vai trò của những sách công cụ. Tuy nhiên chúng được viết rất đơn giản. Phần ghi chú thì Ghi chú ngữ âm trình bày rất ngắn gọn toàn cảnh cấu trúc âm vị học tiếng Việt. Còn ghi chú ngữ pháp chỉ làm rõ thêm những điều đã dạy ở phần Bài học trong sách. Bảng từ chỉ cung cấp những từ gặp trong sách và với nghĩa trong bài. Nghĩa mỗi từ không đầy đủ như trong từ điển và thậm chí còn khác nữa, đó là nghĩa của một từ trong tình huống cụ thể (hay còn gọi là nghĩa dụng học) 
",136.000 đ,,NXB Đại Học Quốc Gia Hà Nội,2018,20.7 x 29.5,Bìa Mềm,236.0,
Tiếng Việt Dành Cho Khách Nước Ngoài - Vietnamese For Foreign Travellers + 2CDs,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_21374.jpg,Tiếng Việt,Phan Văn Giưỡng,"
Tiếng Việt Dành Cho Khách Nước Ngoài - Vietnamese For Foreign Travellers + 2CDs 
",50.000 đ,,Văn Hóa Văn Nghệ,2011,19x13,Bìa Mềm,81.0,
Sách Bài Tập Tiếng Việt 123 (Tiếng Việt Dành Cho Người Nước Ngoài) (Tái Bản 2019),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_188491.jpg,Tiếng Việt,Tập thể giáo viên 123Vietnamese,"
Sách Bài Tập Tiếng Việt 123 (Tiếng Việt Dành Cho Người Nước Ngoài) là sách học Tiếng Việt dành cho người nước ngoài.
Trong mỗi bài học là các bài tập vô cùng đa dạng: nhìn nhanh và luyện tập, dùng từ gợi ý trong ngoặc để trả lời câu hỏi, nhin tranh và hoàn thành câu theo mẫu, điền từ thích hợp vào chỗ trống, nghe và chọn đáp án đúng cho các câu sau, đặt câu hỏi cho các câu trả lời,...
Ngôn Ngữ Việt - Anh 
",190.000 đ,,NXB Thế Giới,2019,17 x 24,Bìa Mềm,112.0,
25 Chuyên Đề Ngữ Pháp Tiếng Anh Trọng Tâm - Tập 1,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_188186.jpg,Ngữ pháp ,Trang Anh,"
Các chuyên đề ngữ pháp trọng tâm được trình bày đơn giản, dễ hiểu cùng với hệ thống bài tập và từ vựng phong phú. Có tất cả 25 chuyên đề trong 2 tập sách, là tài liệu hữu ích cho học sinh, sinh viên, người đi làm, luyện thi cho các kỳ thi quốc gia, ôn luyện các chứng chỉ quốc tế và là tài liệu tham khảo cho giáo viên.
Huy Hoàng Bookstore hân hạnh giới thiệu! 
",110.000 đ,,NXB Đại Học Sư Phạm,2018,19 x 26.5,Bìa Mềm,298.0,
Động Từ Bất Quy Tắc & Ngữ Pháp Tiếng Anh Căn Bản,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9786048417635.jpg,Ngữ pháp ,Mai Lan Hương,"
Động Từ Bất Quy Tắc & Ngữ Pháp Tiếng Anh Căn Bản
Việc học một thứ ngôn ngữ khác không phải tiếng mẹ đẻ, bao giờ cũng đem lại cho bạn nhiều khó khăn, vì thế  để học tốt tiếng Anh hay bất kì thứ tiếng nào khác đòi hỏi bạn phải có sự kiên trì và tài liệu học tập tốt.Động Từ Bất Quy Tắc & Ngữ Pháp Tiếng Anh Căn Bản là tài liệu học Tiếng Anh căn bản dành cho người mới bắt đầu học tiếng Anh.Cuốn sách gồm hai phần:Phần I:  Động từ bất quy tắc gồm bảng động từ bất quy tắc được chia theo 4: dạng hiện tại, quá khứ, quá khứ phân từ, hiện tại phân từ có kèm nghĩa của từ.Phần II: Những kiến thức Anh văn cơ bản giới thiệu kiến thức về các thể câu. 
",15.000 đ,,NXB Đà Nẵng,2016,14 x 20,Bìa Mềm,39.0,
Little Stories – To Help You Relax,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/q/_/q_6.jpg,Ngữ pháp ,Stacey Riches,"
Little Stories – To Help You Relax
Tiếng Anh hiện nay đã là một ngôn ngữ phổ biến tại Việt Nam, được nhiều người sử dụng thường xuyên trong học tập, công việc hay sinh hoạt đời thường. Ngoài vai trò là một ngôn ngữ mang lại lợi thế to lớn trong cuộc sống, tiếng Anh còn được nhiều người tìm đến để mở mang vốn kiến thức, hay đơn giản là một thú vui, thú đọc sau một ngày căng thẳng và mệt mỏi.
Bộ sách Little Stories, với những câu chuyện hay, thú vị được sưu tầm trên khắp thế giới, sẽ là một trải nghiệm mới dành cho độc giả. Ngoài chia sẻ những câu chuyện nhẹ nhàng, những bài học ý nghĩa, bộ sách còn giúp người đọc tự trau dồi vốn tiếng Anh ngay trong lúc thư giãn. Chúng tôi hy vọng bộ sách này sẽ luôn đồng hành cùng quý độc giả, luôn đem lại cho các bạn những giây phút nhẹ nhàng và thư thái. 
",65.000 đ,,NXB Đà Nẵng,2018,11.3 x 17.6,Bìa Mềm,192.0,
Ngữ Pháp Tiếng Anh Dành Cho Học Sinh - Vở Bài Tập & Đáp Án (Tái Bản),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/7/8794069302244.jpg,Ngữ pháp ,"Mai Lan Hương, Nguyễn Thị Thanh Tâm","
Để đáp ứng nhu cầu học tiếng Anh ngày càng nâng cao của học sinh, chúng tôi phát hành cuốn NGỮ PHÁP TIẾNG ANH (dành cho học sinh), một ấn bản được biên soạn dựa trên các sách ngữ pháp mà chúng tôi đã phát hành trong những năm qua.
Trong ấn bản này, chúng tôi có bổ sung, cập nhật một số kiến thức ngữ pháp cũng như bài tập. Các chủ điểm ngữ pháp trongsách được trình bày rõ ràng, chi tiết. Sau mỗi chủ điểm là phần bàitập củng cố kiến thức đã học.
Cuốn sách bao gồm những kiến thức ngữ pháp tiếng Anh màcác em đã học ở trường phổ thông, vì vậy sẽ giúp ích các em rất nhiều trong việc ôn luyện ngữ pháp và ôn thi môn tiếng Anh.
Trong thời gian tới, các sách tiếng Anh do chúng tôi phát hànhsẽ mang thương hiệu mới là ZENBOOKS. ZENBOOKS chúng tôi sẽ cố gắng nâng cao chất lượng sách do chúng tôi xuất bản cả về nội dung lẫn hình thức để đáp ứng nhu cầu của bạn đọc. 
",90.000 đ,,NXB Đà Nẵng,2019,16 x 24 cm,Bìa Mềm,279.0,
25 Chuyên Đề Ngữ Pháp Tiếng Anh Trọng Tâm - Tập 2,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935095626649.jpg,Ngữ pháp ,Trang Anh,"
Các chuyên đề ngữ pháp trọng tâm được trình bày đơn giản, dễ hiểu cùng với hệ thống bài tập và từ vựng phong phú. Có tất cả 25 chuyên đề trong 2 tập sách, là tài liệu hữu ích cho học sinh, sinh viên, người đi làm, luyện thi cho các kỳ thi quốc gia, ôn luyện các chứng chỉ quốc tế và là tài liệu tham khảo cho giáo viên. 
",120.000 đ,,NXB Đại học sư phạm,2018,26.5 x 19 x 1 cm,Bìa Mềm,360.0,
Little Stories - To Change Your Life,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_1451.jpg,Ngữ pháp ,Claire Luong,"
Tiếng Anh hiện nay đã là một ngôn ngữ phổ biến tại Việt Nam, được nhiều người sử dụng thường xuyên trong học tập, công việc hay sinh hoạt đời thường. Ngoài vai trò là một ngôn ngữ mang lại lợi thế to lớn trong cuộc sống, tiếng Anh còn được nhiều người tìm đến để mở mang vốn kiến thức, hay đơn giản là một thú vui, thú đọc sau một ngày căng thẳng và mệt mỏi.
Bộ sách Little Stories, với những câu chuyện hay, thú vị được sưu tầm trên khắp thế giới, sẽ là một trải nghiệm mới dành cho độc giả. Ngoài chia sẻ những câu chuyện nhẹ nhàng, những bài học ý nghĩa, bộ sách còn giúp người đọc tự trau dồi vốn tiếng Anh ngay trong lúc thư giãn. Chúng tôi hy vọng bộ sách này sẽ luôn đồng hành cùng quý độc giả, luôn đem lại cho các bạn những giây phút nhẹ nhàng và thư thái. 
",65.000 đ,,NXB Đà Nẵng,2019,11.3 x 17.6,Bìa Mềm,190.0,
Little Stories - To Make You Smile,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_1450.jpg,Ngữ pháp ,Claire Luong,"
Tiếng Anh hiện nay đã là một ngôn ngữ phổ biến tại Việt Nam, được nhiều người sử dụng thường xuyên trong học tập, công việc hay sinh hoạt đời thường. Ngoài vai trò là một ngôn ngữ mang lại lợi thế to lớn trong cuộc sống, tiếng Anh còn được nhiều người tìm đến để mở mang vốn kiến thức, hay đơn giản là một thú vui, thú đọc sau một ngày căng thẳng và mệt mỏi.
Bộ sách Little Stories, với những câu chuyện hay, thú vị được sưu tầm trên khắp thế giới, sẽ là một trải nghiệm mới dành cho độc giả. Ngoài chia sẻ những câu chuyện nhẹ nhàng, những bài học ý nghĩa, bộ sách còn giúp người đọc tự trau dồi vốn tiếng Anh ngay trong lúc thư giãn. Chúng tôi hy vọng bộ sách này sẽ luôn đồng hành cùng quý độc giả, luôn đem lại cho các bạn những giây phút nhẹ nhàng và thư thái. 
",65.000 đ,,NXB Đà Nẵng,2019,11.3 x 17.6,Bìa Mềm,189.0,
Bài Tập Ngữ Pháp Tiếng Anh Cơ Bản Dành Cho Học Sinh - Quyển 1,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8936067597691.jpg,Ngữ pháp ,J.Lee,"
Bài Tập Ngữ Pháp Tiếng Anh Cơ Bản Dành Cho Học Sinh - Quyển 1
Để có thể viết và giao tiếp tiếng Anh thành thạo, học sinh cần phải có một nền tảng ngữ pháp vững chắc. Với rất nhiều bài tập thực hành đa dạng và phong phú, bộ sách Bài tập Ngữ pháp tiếng Anh cơ bản dành cho học sinh – Basic Grammar Workbook sẽ giúp các em từng bước nắm bắt được những kiến thức ngữ pháp quan trọng.þ Các bài tập được nhóm theo các chủ đề ngữ pháp.þ Đáp án ở cuối mỗi cuốn sách giúp giáo viên cùng với cha mẹ theo dõi và đánh giá sự tiến bộ của học sinh.    Hi vọng bộ sách sẽ là công cụ tuyệt vời phục vụ cho việc học ngữ pháp tiếng Anh của các em học sinh, giúp các em rèn luyện và tiếp thu kiến thức một cách hiệu quả. 
",60.000 đ,,NXB Đại Học Quốc Gia Hà Nội,08-2017,19 x 26,Bìa Mềm,144.0,
