tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,nhà phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả
Tại Sao Con Bạn Không Nghe Lời - 9 Nguyên Tắc Nuôi Dạy Con Thành Công,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935210224101.jpg,Cẩm nang làm cha mẹ,Junichi Izumikawa,"
Tại Sao Con Bạn Không Nghe Lời - 9 Nguyên Tắc Nuôi Dạy Con Thành Công
Cuốn sách kì diệu giúp cho mọi đứa trẻ nghe lời!
Nuôi dưỡng tạo niềm tin cho trẻ, giáo dục nâng cao khả năng tự khẳng định chính mình
Cân bằng 3 yếu tố trí tuệ - đạo đức - thể chất
Thay đổi chính mình, xóa bỏ tính nóng vội thông qua các hoạt đông ngoài trời
Sử dụng nguyên tắc (bình tĩnh, gần gũi, nhẹ nhàng)
Hiệu quả tức thì, kỹ năng phá vỡ kỷ lục
Nếu sử dụng thử, áp lực của bố mẹ bằng 0
Phương pháp cho trẻ thoát khỏi các trò chơi điện tử, mạng xã hội, line trên mạng internet
Quyển sách này không chỉ giới thiệu cách thực hiện ""9 nguyên tắc nuôi dậy con cái"" mà còn là sợi dậy liên kết giữa mẹ và con
Tác giả Junichi Izumikawa là một nhà giáo dục hỗ trợ trẻ em với hơn 30 năm kinh nghiệm. Ông hướng dẫn trẻ em bị chứng rối loạn tâm lý, hay phản kháng tại trường học, bênh tự kỷ, không tập trung học tập và bệnh thiếu chú ý và tăng động. Những hoạt động của ông đã giúp tình hình giáo dục con cái của các bậc cha mẹ trở nên dễ dàng hơn và ông đã nhận được sự kính trọng của các bậc cha mẹ, đồng nghiệp cũng như những người giám hộ.
Ông giải quyết nỗi băn khoăn cùng với các bậc cha mẹ, mở lớp học giáo dục trẻ hướng tới cha mẹ, với tư cách là một giáo sư NLP (lập trình ngôn ngữ tư duy) và nhà tâm lý học bậc tiểu học, ông đã nhận thấy sự cần thiết của việc nâng cao tâm lý học. Với vai trò là sợi dây kết nối hỗ trợ giáo dục đặc biệt, ông đã tiến hành thảo luận với trẻ em trong các cấp học, cha mẹ và các thầy cô giáo chủ nhiệm. Ông có 2 người con và làm nghiên cứu tại đại học giáo dục Joetsu (thành phố Niigata - Nhật Bản) 
",78.000 đ,,NXB Phụ Nữ,2018,20.5 x 13.5 x 0.5 cm,Bìa Mềm,284.0,
Cha Mẹ Thời Đại Kỹ Thuật Số,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8936056791550.jpg,Cẩm nang làm cha mẹ,Shin Yee Jin,"
Nuôi con thành kẻ thông minh sáo rỗng chỉ có kiến thức mà không có trí tuệ, không thể làm chủ cơn nóng giận và cảm giác bất an, không thể hòa đồng với bạn bè, chỉ biết tìm đến mẹ, không biết phải xoay sở ra sao khi chỉ có một mình,…hay để chúng trở thành đứa trẻ trưởng thành có trí tuệ và “trưởng thành thực sự”?
 
Tại sao ngày càng xuất hiện nhiều trẻ em “trưởng thành giả” trong thế giới kĩ thuật số?
Tại sao những thiên tài của thung lũng Silicon lại cách li máy vi tính ra khỏi cuộc sống thường ngày của con cái họ? Tại sao họ lại gửi con mình vào những ngôi trường không có máy vi tính?
 
Pháp cấm sử dụng điện thoại di động trong trường học
Đức và Phần Lan đưa ra khuyến cáo mạnh mẽ về việc hạn chế sử dụng điện thoại di động ở trẻ em…
Ngày nay, các bậc cha mẹ tại các quốc gia có nền giáo dục phát triển đều quan tâm đến “sự phản tác dụng của các thiết bị công nghệ kĩ thuật số” và đang tìm kiếm giải pháp trong cách giáo dục con cái thời đại kĩ thuật số.
 
Nếu bạn là cha mẹ sống trong một đất nước phát triển về công nghệ thông tin, nơi mà các thiết bị công nghệ kĩ thuật số đang nhận được sự hưởng ứng nhiệt liệt trong vai trò là công cụ học tập ưu việt, trợ tá nuôi dạy con đắc lực, thứ đồ chơi vạn năng, thì đây là phương pháp nuôi dạy con thông minh trong thời đại kĩ thuật số mà các bạn nhất định phải biết.
 
Có rất nhiều lí do để lí giải nguyên nhân tại sao cha mẹ lại cho trẻ tiếp xúc với các thiết bị công nghệ kĩ thuật số như: dỗ dành những cơn quấy khóc không dứt của con, giúp con học tiếng Anh nhanh hơn và tiện lợi hơn, và trên tất cả vẫn là bởi các thiết bị này có thể mang lại niềm vui cho con trẻ… Nhưng tôi hi vọng rằng trước hết các bạn có thể tạm gác tất cả các lí do đó lại và thử đọc những điều mà tôi muốn gửi gắm trong cuốn sách này. 
",109.000 đ,,Văn Học,04/2015,"13,5x20,5",Bìa Mềm,327.0,
90% Trẻ Thông Minh Nhờ Cách Trò Chuyện Đúng Đắn Của Cha Mẹ (Tái Bản 2019),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_182756.jpg,Cẩm nang làm cha mẹ,Urako Kanamori,"
Bạn có bao giờ thốt ra những câu dù biết là không nên nói như  “Còn lề mề đến bao giờ nữa hả?” hay “Chẳng được cái trò trống gì, đưa đây xem nào!”… nhưng vẫn lỡ lời không?
Trong quá trình trẻ trưởng thành, những lời lẽ kiểu “Mày chẳng được cái tích sự gì!” trẻ phải nghe ngày ngày sẽ thẩm thấu qua vô thức, rồi sau đó trở thành ý thức coi mình chỉ là loại “vô dụng”. Không biết từ lúc nào, trẻ sẽ bắt đầu thực hiện những hành vi, lối sống không tốt.
Trong cuốn sách này, chúng tôi sẽ giới thiệu tới quý vị phụ huynh những câu nói “có phép lạ” khiến các con trở thành những đứa trẻ “tự có ý thức” mà cha mẹ không cần cằn nhằn nhiều. Hơn nữa, đây hoàn toàn là những câu chúng ta có thể áp dụng ngay từ ngày hôm nay như “Mẹ luôn đứng về phía con!”, “Mẹ con mình cùng làm nhé!”…
Về bản chất, mỗi đứa trẻ đều mang trong mình một “sức mạnh” tuyệt vời. Nhưng trước hết, chúng ta phải tin tưởng vào sức mạnh ấy đã! Khi được tin cậy, “sức mạnh” bên trong trẻ sẽ được nuôi dưỡng một cách tự nhiên.
Cuốn sách này sẽ giới thiệu cách trò chuyện giúp khai phá sức mạnh ấy từ nhiều góc độ. Chắc chắn không chỉ các con mà ngay cả chính các bậc phụ huynh cũng sẽ thay đổi. Cuộc sống sẽ lại một lần nữa trở nên thật tuyệt vời.
Cuốn sách này sẽ giúp mở rộng tiềm năng của trẻ tới vô hạn! 
",39.000 đ,,NXB Kim Đồng,2019,13 x 19,Bìa Mềm,176.0,
Hiểu Con Để Dạy Con Tích Cực,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/h/i/hi_u-con-_-d_y-con-t_ch-c_c---b_a-1.jpg,Cẩm nang làm cha mẹ,Tú Anh Nguyễn,"
Hiểu Con Để Dạy Con Tích Cực
Trong quá trình làm cha mẹ, thỉnh thoảng bạn sẽ cảm thấy mệt mỏi và chán nản hay cảm thán rằng: “Làm cha mẹ hết vui rồi nha!!”. Vậy “làm sao để vẫn vui hoài được đây?”. Trong cuốn sách Hiểu con để dạy con tích cực giai đoạn 0-3 tuổi sẽ giúp ba mẹ tìm ra câu trả lời của riêng mình.Đâylà cuốn cẩm nang dành cho BẠN – những người cha mẹ tuyệt vời.
Bố mẹ nào cũng muốn dành cho con những điều tốt nhất trong khả năng của mình. Cuốn sách này sẽ là lời giải đáp cho các nỗi lo và câu hỏi của các phụ huynh có con trong độ tuổi 1-2-3, để giúp bố mẹ yên tâm rằng: “Mình có khả năng trở thành cha mẹ tự tin để dạy con đúng cách và tích cực, giúp con trở thành một em bé hạnh phúc.”
Tác giả Tú Anh Nguyễn, là một Parent Coach (Chuyên gia tư vấn phụ huynh) với chứng chỉ từ Academy for Coaching Parents International. Chị còn là Chuyên gia Đào tạo về Dạy con – Kỷ luật tích cực, đồng thời cũng là người sáng lập dự án Happy Parenting, cung cấp thông tin về kiến thức nuôi dạy con khoa học cho phụ huynh Việt Nam hiện đại. 
",129.000 đ,,NXB Lao Động,2020,19 x 13 cm,Bìa Mềm,320.0,
"Vô Cùng Tàn Nhẫn, Vô Cùng Yêu Thương - Tập 1 (Tái Bản 2021)",https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_234132.jpg,Cẩm nang làm cha mẹ,Sara Imas,"
Vô Cùng Tàn Nhẫn Vô Cùng Yêu Thương là cuốn sách nuôi dạy con của một bà mẹ Do Thái sinh ra và lớn lên ở Trung Quốc, đã giáo dục con của mình trở thành triệu phú.
""Vô Cùng Tàn Nhẫn Vô Cùng Yêu Thương"" là sự kết hợp phương pháp giáo dục con của Trung Quốc và Do Thái, dân tộc ẩn chứa nguồn sức mạnh tiềm ẩn khổng lồ. Sara Imas, tác giả cuốn sách, cho rằng: “Người nào nuông chiều con cái, ắt có ngày người đó phải băng bó vết thương cho con. Mềm mỏng là hại, tàn nhẫn là yêu!”. Bà mẹ Do Thái cũng ví von: “Cha mẹ Trung Quốc yêu thương con giống hình tử cung, còn các bậc cha mẹ Do Thái yêu thương con cái như hình đống lửa.”
""Vô Cùng Tàn Nhẫn Vô Cùng Yêu Thương"" là tác phẩm giáo dục xuất sắc, đã làm mưa làm gió tại thị trường Trung Đông và Châu Á, đặc biệt là Trung Quốc. Cha mẹ Do Thái giáo dục con kỹ năng để sinh tồn, kiếm tiền và quản lý tài sản từ nhỏ. Điều này không nhằm biến trẻ thành cái máy kiếm tiền hay ""thần giữ của"". Ngược lại, cha mẹ Do Thái coi ""giáo dục quản lý tài sản"" cũng là một cách ""giáo dục đạo đức"" hay ""giáo dục nhân cách"".
Vô Cùng Tàn Nhẫn Vô Cùng Yêu Thương là phương pháp dạy con biết mưu sinh, biết theo đuổi mục tiêu của mình, biết hưởng thụ cảm giác hạnh phúc và thỏa mãn sau khi đạt được mục tiêu thì cha mẹ cũng như con cái mới có thể trở thành người hạnh phúc và thành công trong cuộc sống. ""Vô Cùng Tàn Nhẫn Vô Cùng Yêu Thương"" là bí kíp giúp cha mẹ dạy trẻ hiểu được luân lý lao động, biết đầu tư và quản lý tài sản, chứ không đơn thuần là truyền bá tri thức và rèn luyện kỹ năng sinh tồn. Và ý nghĩa sâu xa của nó còn giúp trẻ con trang bị những hiểu biết cần thiết và giá trị đúng đắn của cuộc đời.
Bộ Vô Cùng Tàn Nhẫn, Vô Cùng Yêu Thương gồm 2 cuốn:
Vô Cùng Tàn Nhẫn, Vô Cùng Yêu Thương
Vô Cùng Tàn Nhẫn, Vô Cùng Yêu Thương 2 
",189.000 đ,,NXB Dân Trí,2021,20.5 x 13 cm,Bìa Mềm,516.0,
Bách Khoa Toàn Thư Giáo Dục Và Phát Triển - Tâm Lý Tính Cách Trẻ 0-6 Tuổi,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_19833.jpg,Cẩm nang làm cha mẹ,Tiền Nguyên Vĩ,"
Giai đoạn răng sữa là chương đầu tiên trong cuộc đời một đứa trẻ. Đôi mắt trẻ thơ khi ấy như một tấm gương sáng trong, phản chiếu thế giới đầy màu sắc mà nó nhìn thấy; tâm hồn trẻ thơ là một tờ giấy trắng, mà thứ trẻ thơ nhìn thấy, cảm nhận thấy có thể sẽ trở thành nét bút đầu tiên trên tờ giấy trắng ấy. Bởi vậy mỗi bậc cha mẹ, mỗi người làm công tác giáo dục trẻ em cho đến mỗi người trưởng thành trong xã hội đều phải có trách nhiệm bảo vệ chúng thật chu đáo, kiên nhẫn chăm sóc nuôi dưỡng những mầm non bé bỏng nhưng đầy sức sống này.
Các bậc phụ huynh sẽ tìm thấy trong cuốn sách này cái nhìn đa chiều về thế giới tâm lí và quỹ đạo phát triển tâm lí của trẻ nhỏ trong độ tuổi răng sữa, từ đó rút ra phương pháp giáo dục, nuôi dưỡng phù hợp để trẻ vừa có thể thoải mái tận hưởng tuổi thơ tươi đẹp vừa có thể phát triển một cách toàn diện 
",160.000 đ,,NXB Phụ Nữ Việt Nam,2020,16 x 23 cm,Bìa Mềm,580.0,
Cách Khen Cách Mắng Cách Phạt Con (Tái Bản 2021),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_234135.jpg,Cẩm nang làm cha mẹ,"Masami Sasaki, Wakamatsu Aki","
Muốn con ngủ sớm thì nó lại chẳng chịu đi ngủ, muốn nó dừng bú mà nó cũng không chịu, lớn lên một chút thì nói cũng không nghe, vì nhút nhát mà bị thiệt thòi…Có rất nhiều vấn như vậy khiến chúng ta nhức đầu trong quá trình nuôi dạy con. Bất cứ người phụ nữ nào đã từng nuôi con đều hiểu rằng trên thế gian này rất nhiều việc không như mình muốn. Trong quyển sách này, tôi muốn giới thiệu một số quan điểm cơ bản và phương pháp nuôi dạy con dựa trên “cách khen”, “cách mắng”, “cách dạy dỗ” trẻ.
Ngay từ đầu, chúng ta phải làm sao để hiểu được con mình là đứa trẻ như thế nào? Phải nuôi dạy bằng cách nào? Việc hiểu được bản chất của sự phát triển của trẻ rất cần thiết đối với những bà mẹ đang gặp khó khăn trong quá trình nuôi dạy con.Chúng tôi đã nhận được nhiều bài viết chia sẻ về quan điểm nuôi dạy con cái dựa trên sự trưởng thành của trẻ từ Masami Sasaki, bác sĩ chuyên khoa tâm lý trẻ em, người đã tiếp xúc với rất nhiều với các bậc cha mẹ và con cái. Đối với con cái, điều quan trọng nhất là việc truyền đạt một cách dễ hiểu. Do đó, việc hiểu được “bản chất” của con cái là quan trọng. Với tư cách là một người mẹ, tôi nghĩ là có thể sử dụng “bí quyết” đó trong việc nuôi dạy con hằng ngày.
Lúc đó, tôi đã tới Salon Hidamari ở thành phố Akita của cô Wakamatsu Aki – nguyên là cựu giáo viên mẫu giáo. Salon Hidamari là nơi tổ chức các khóa huấn luyện dành cho các bà mẹ đang nuôi dạy con.Tại đây, thông qua truyện tranh và khoá học dành cho những người chăm sóc trẻ, tôi đã học được những bí quyết thành công của cô ấy để áp dụng vào việc nuôi dạy con.
Trong cuốn sách này, ngoài những cuộc trò chuyện trao đổi kinh nghiệm về cách nuôi dạy từ bác sĩ Masami Sasaki và cô Wakamatsu Aki, chúng tôi cũng thêm vào một vài đoạn giới thiệu khi còn nhỏ họ đã được cha mẹ giáo dục con như thế nào.
Chúng tôi cảm thấy rất vui nếu quý vị độc giả tìm thấy được trong quyển sách này những lời khuyên hữu ích và có thể áp dụng thành công trong quá trình nuôi dạy trẻ.
Mục lục:
Mở đầu
Mọi người nuôi dạy con như thế nào?
Khi trăn trở về việc nuôi dạy con:
Nuôi dạy con có khó không?
Cha mẹ lẫn con đều cảm thấy thoải mái
CHƯƠNG I: KHEN – Nuôi dưỡng năng lực biết chia sẻ niềm vui
Có phải càng khen con càng tốt?
“Khen quá nhiều” hay“mắng quá nhiều” cũng như nhau
Những kì vọng quá lớn của cha mẹ đặt lên con cái
“Khen ngợi” là cách cha mẹ tự thỏa mãn sự yêu bản thân
*Những đứa trẻ nếu không được khen sẽ không làm
Khen ở mức độ vừa phải là được
*Khen làm sao để nuôi dưỡng tính tự lập trong con
Hãy vui mừng cùng trẻ hơn là khen ngợi trẻ
Trở thành bậc cha mẹ như đứa trẻ hằng mong ước
Người mẹ đã dùng bằng khen làm mồi lửa đun nước nhà tắm
*Đừng nghĩ đó là chuyện đương nhiên
Khóa học dành cho những người chăm sóc trẻ 1:
Khi bạn nhìn thấy sự “thay đổi”, hãy truyền đạt điều đó
Hãy nói về điểm tốt của trẻ trước mặt người khác
CHƯƠNG II: LA MẮNG – NUÔI DƯỠNG NĂNG LỰC TỰ ĐỨNG LÊN SAU MỖI LẦN VẤP NGÃ
La mắng những chuyện đã làm. Đừng trách tính cách
Đừng lamắng con một cùng lúc. Lần lượt thôi là ổn
Ăn cơm ở ngoài sau khi bị mẹ mắng
“Con không làm gì sai đâu”
*Tạo ra môi trường giúp bạn không la mắng trẻ
Không chỉ mắng mà còn cùng con nói lời xin lỗi
Không nên đào sâu khi la mắng
“Vấp ngã” và cùng nhau đứng dậy
Khen xong cần phải cổ vũ toàn lực
Cha mẹ không được kích động
Làm sao để điều chỉnh cảm xúc
Nói “Cảm ơn”, “xin lỗi” thay cho những lời khen, mắng
Nói với con tại sao bố mẹ muốn con như thế
Không được so sánh trẻ với người khác khi khen và mắng
Đầu tiên hãy giúp trẻ có được lòng tự tin trước đã
Giúp trẻ trở nên vững vàng hơn khi hài lòng với việc chúng làm
Khóa học dành cho những người chăm sóc trẻ 2:
Từ “la mắng”, “giận dữ” tới “truyền đạt”, “chia sẻ”
Hãy dạy trẻ lúc tinh thần thư thái
CHƯƠNG III: KỶ LUẬT- GIÁO DỤC NHÂN CÁCH NỀN TẢNG
Có nên tin tưởng trẻ không?
Hãy yên tâm với những đứa trẻ ngang bướng với cha mẹ
*Cách giáo dục ở gia đình và cách giáo dục ở nhà trẻ
Nguyên nhân nào dẫn đến sự bất mãn ở trẻ
Khi trẻ lớn tiếng, hãy đáp lại “Ối ối, sợ quá, sợ quá”
Từ “sự dịu dàng của mẹ” tới “sự nghiêm khắc của cha”
Phương pháp dạy dỗ giành cho những đứa trẻ khó bảo
Không quá vội vàng trong việc hoàn thiện trẻ
Phải kiên nhẫn đối với những đứa trẻ cai sữa và bỏ tã muộn
Người cha vẫn bú sữa mặc dù đã là học sinh tiểu học
*Kĩ năng bỏ tã cho trẻ
Nuôi dưỡng khả năng chia sẻ cảm xúc
Cùng con trải nghiệm niềm vui
Trẻ lúc nào cũng quan sát những gì bạn làm
Trở nên độc lập không dựa dẫm vào ai
Hãy sống và nhờ vả lẫn nhau
Cùng bạn bè làm bài tập xong, mọi người sẽ vui chơi sau giờ học
Khóa học dành cho người chăm sóc trẻ 3:
6 phương pháp tạo ra DNA
Chú cảnh sát đang đến kìa
CHƯƠNG IV: HÃY ĐỂ BÉ PHÁT TRIỂN TỰ NHIÊN
Nuôi dưỡng mối quan hệ giữa người và người thêm phong phú
Đáp ứng mong muốn của trẻ
*Không nói những điều không thể thay đổi
Làm hết sức mình và chờ đợi kết quả
Lùi một bước tiến ba bước
Hãy để cho bé được truyền đạt cảm xúc của mình
Mẹ tôi đã xin lỗi những đứa bé hàng xóm
Nuôi dưỡng trẻ chậm phát triển
Môi trường để bé yên tâm phát triển tự nhiên
Phát huy năng lực của trẻ chậm phát triển
*Từ việc “tìm những điểm xấu” đến việc “tìm những điểm tốt”
Nuôi dạy trẻ giỏi, quan hệ cũng giỏi
Hội những bà mẹ có con nhỏ
Cả trẻ và mẹ hãy cùng là chính mình
Khóa học dành cho người chăm sóc trẻ 4:
“Sự cảm thông”
Khóa học dành cho người chăm sóc trẻ 5:
“Trở thành bậc cha mẹ biết lắng nghe con nói chuyện”
Con cái không hiểu lòng cha mẹ thì thật đáng tiếc
Đứa con không còn ỷ lại vào sự giúp đỡ
Lời kết 
",69.000 đ,,NXB Lao Động,2021,19 x 13 cm,Bìa Mềm,180.0,
Mẹ Ơi! Con Cũng Muốn Được Lắng Nghe,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/m/e/meoiconcung.jpg,Cẩm nang làm cha mẹ,Janet Lansbury,"
Mẹ Ơi! Con Cũng Muốn Được Lắng Nghe
“Trước khi dạy trẻ biết đọc biết viết, hãy trao cho trẻ yêu thương. Trước khi dạy cho trẻ những điều cao siêu, hãy trao cho trẻ sự tôn trọng”
được viết bởi chính trải nghiệm và sự học hỏi, trưởng thành của tác giả Janet Lansbury từ  phương pháp nuôi dạy con RIE ( Phương pháp làm cha mẹ tôn trọng). Đây là phương pháp được xây dựng bởi Tiến sĩ Magda Gerber- một chuyên gia về trẻ nhỏ đồng thời là người tiên phong trong lĩnh vực chăm sóc trẻ và bác sĩ nhi khoa Emmi Pikler khi xây dựng nên tổ chức RIE – Tổ chức nhằm nâng cao chất lượng chăm sóc và giáo dục trẻ.
Cuốn sách cho độc giả một cách nhìn mới, một hướng tiếp cận đầy tôn trọng đối với những em bé sơ sinh. Thông qua phương pháp làm cha mẹ tôn trọng, tác giả khuyến khích các bậc phụ huynh ngừng coi trẻ là “những cục bông đáng yêu”. Thay vào đó hãy nhìn nhận trẻ là những cá thể riêng biệt, có cảm xúc và suy nghĩ của riêng mình. Mỗi khoảnh khắc ở bên trẻ, hãy dành cho trẻ sự chú ý trọn vẹn, lắng nghe trẻ với sự tôn trọng cao nhất.
Theo tác giả, trong nuôi dạy con trẻ, luôn có lời tiên tri tự ứng nghiệm: Nếu ta tin rằng trẻ là những sinh vật vô dụng, hành vi của trẻ sẽ củng cố những niềm tin đó. Nhưng nếu ta coi trẻ là những người có năng lực, thông minh nhạy bén.. thì ta sẽ nhận thấy trẻ có đầy đủ những phẩm chất tốt đẹp đó. “Trẻ em cần được sống đúng với tuổi thơ của mình nhưng trẻ hoàn toàn xứng đáng được nhận sự tôn trọng, tương đương với sự tôn trọng mà ta dành cho những người trưởng thành”
Triết lý nuôi day con được thể hiện trong “Mẹ ơi!Con cũng muốn được lắng nghe tạo nền tảng cho những mối quan hệ gần gũi hơn giữa cha mẹ và con cái, đồng thời giúp mọi đứa trẻ lớn lên khỏe mạnh, tự tin và được là chính mình.
Cuốn sách đã thức tỉnh đam mê làm cha mẹ của hàng triệu phụ huynh trên toàn thế giới và giúp họ nhận ra rằng: Làm cha mẹ chưa bao giờ dễ dàng đến thế.
GIỚI THIỆU TÁC GIẢ
Tác giả Janet Lansbury (1959) là giáo viên dạy Làm cha mẹ theo phương pháp RIE, nhà tư vấn nuôi dạy con, diễn giả và một blogger tích cực. Trang web Janetlansbury.com chia sẻ những kiến thức mà tác giả gặt hái được qua các lớp học làm cha mẹ, cùng kinh nghiệm cá nhân trong quá trình nuôi dạy con của bà, nhận được sự hưởng ứng của hàng triệu độc giả trên toàn thế giới. 
",99.000 đ,,NXB Phụ Nữ Việt Nam,2020,19 x 13 x 2 cm,Bìa Mềm,254.0,
Thấu Hiểu Tâm Lí Trẻ Để Yêu Con Đúng Cách (2017),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8936067597493.jpg,Cẩm nang làm cha mẹ,Trương Binh,"
Thấu Hiểu Tâm Lí Trẻ Để Yêu Con Đúng Cách (2017)
  Môi trường nước như thế nào thì cá sẽ lớn lên như vậy. Những đứa trẻ muốn phát triển tốt cần có môi trường tốt, người mẹ tốt cùng với tâm thái tốt và phương pháp tâm lí học tốt.    Người mẹ tốt là người thầy tốt nhất, là bác sĩ tâm lí tốt nhất của con. Đừng nghĩ rằng tâm lí trẻ con đơn giản. Cha mẹ cần đi vào thế giới nội tâm của con, phải hiểu con trước khi yêu con, phải biết cách loại bỏ trở ngại tâm lí trong quá trình trưởng thành của con, gieo hạt giống thành công trong con.
    Cuốn sách này giới thiệu một số kiến thức tâm lí mà những người làm cha mẹ cần biết, giới thiệu nguyên tắc và phương pháp tâm lí khi dạy con, đồng thời đưa ra rất nhiều phương án ứng phó tâm lí, dùng “làn nước” dịu dàng nuôi dưỡng những chú “cá” vui vẻ.
    Từ khi đứa con bé bỏng chào đời, là mẹ, bạn vui vẻ và hạnh phúc theo sát từng bước con trưởng thành. Nhưng rồi một ngày bạn kinh ngạc phát hiện ra đứa con bé bỏng ngày nào đang dần xa cách mình hơn.    Dường như bạn không thể lại gần, không thể hiểu nổi con nữa.    Từ khi nào mà con bạn từ trường học về nhà là trốn trong phòng một mình chơi xếp hình, xem phim hoạt hình... Đứa con ngày nào cứ thấy bạn là líu la líu lo đâu mất rồi? Bạn nghĩ rằng, lớn lên con sẽ khác thôi, nhưng rồi đến lúc con đã mười mấy tuổi, bạn lại càng thấy con trầm lặng hơn.    Từ khi nào thiên thần bé nhỏ của bạn lại trở nên khó hiểu đến vậy? Con bắt đầu chỉ huy mọi người, thậm chí còn bắt ông nội già cả như vậy làm ngựa cho con cưỡi. Khi ông mệt, mồ hôi đầm đìa, con còn càu nhàu “Sao mà ông chậm thế!     Chán quá đi à!”. Đó có phải là đứa con bé bỏng ngây thơ trong sáng trước kia của bạn không?    Từ bao giờ mà con bạn trở nên khó đối phó đến vậy? Bên cạnh có đầy đồ chơi và đồ ăn mà con vẫn cứ kêu chán, rằng không có gì chơi, rằng đồ ăn không ngon, cứ đòi bố mẹ đưa đi mua. Chỉ cần thấy thứ mìnhthích là đòi bằng được, khi chưa đạt được mục đích thì không chịu thôi. Mặc dù những thứ đó mua về chỉ một, hai ngày là con lại chán và ném vào một góc.    Từ khi nào mà đứa trẻ thông minh chăm học lại bắt đầu trốn học? Nếu không phải cô giáo tìm đến nhà thì chắc hai, ba tháng sau bạn cũng không biết! Tại sao con không chịu hiểu rằng để tìm được một gia sư tốt,cha mẹ đã phải mất bao nhiêu công sức, tiền bạc? Hàng ngày, cha mẹ phải tất bật làm thêm là vì ai?
 
    Đừng để khi tâm hồn con bạn xuất hiện vết sẹo rồi thì mới nghĩ cách sửa chữa, sẽ không có cách nào khiến tâm hồn chúng trở lại như xưa được nữa đâu! Tại sao không dạy dỗ, chỉ dẫn trẻ khi tâm hồn chúng còn hoàn hảo không tì vết?    Với những trẻ tuổi mẫu giáo, mỗi ngày qua đi trẻ đều có sự thay đổi rất lớn. Sự phát triển tâm trí của trẻ vượt xa sự tưởng tượng của cha mẹ, hơn nữa ở những giai đoạn khác nhau, tâm lí thay đổi cũng rất khác nhau.    Bạn có biết thời kì trẻ tin và không tin người khác là độ tuổi nào không?    Bạn có biết khi định hình tâm trí trẻ cần phải chú ý tới những điều gì không?    Bạn có biết tại sao vào một giai đoạn nào đó trẻ luôn phản kháng lại bạn không?    Trên đây là một phần những điều mà mọi bà mẹ đều cần phải hiểu về con. Đương nhiên, muốn hiểu nhiều hơn, hãy lật giở những trang tiếp theo!    Chỉ khi hiểu được tâm lí trẻ thì mới dạy dỗ chúng theo đúng phương pháp thích hợp. Hơn nữa chỉ khi không ngừng học tập rèn luyện bản thân thì mới mài giũa ra được những “viên đá quý của tâm hồn”! 


 
",79.000 đ,,NXB Phụ Nữ,2017,16 x 23,Bìa Mềm,256.0,
Cẩm Nang Cho Cha Mẹ Bận Rộn - 100 Cách Giúp Con Hạnh Phúc,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9786048422943.jpg,Cẩm nang làm cha mẹ,Dr Timothy Sharp,"
Cẩm Nang Cho Cha Mẹ Bận Rộn - 100 Cách Giúp Con Hạnh Phúc
Quyển sách này dành cho các bậc cha mẹ bận rộn - chính là tất cả chúng ta. Quyển sách trước của tôi 100 cách sống hạnh phúc nhận được nhiều phản hồi tích cực về định dạng - một trăm chương ngắn về thực tiễn, có thể được
tiếp thu một cách dễ dàng trong vài phút mà không cần phải đọc quá nhiều lý thuyết về tâm lý, và độc giả cũng không phải tổn thời gian ""làm bài tập về nhà"".
Quyển sách này được viết theo phong cách đó. Nó mời gọi bạn đọc hoặc nghĩ khi thời gian cho phép, mặc dù, dĩ nhiên là bạn có thể đọc liên tục hết phần này sang phần khác.
Những bài tập đơn giản và thực hành giữa cha mẹ và con cái, giúp trẻ hình thành hàng loạt các kinh nghiệm tích cực, là cái sẽ giúp chúng tránh xa những suy nghĩ hạn hẹp hay tiêu cực

",89.000 đ,,NXB Đà Nẵng,2017,20.5 x 13 cm,Bìa Mềm,277.0,
