tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,nhà phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả
Những Nhạc Khúc Hay & Dễ Soạn Cho Piano,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_190186.jpg,Âm nhạc,Song Minh,"
Cuốn sách gồm những bài nhạc hay và dễ được biên soạn từ các giai điệu quen thuộc và nổi tiếng: Em đi giữa biển vàng, Em là hoa hồng nhỏ, Gặp mẹ trong mơ, Gia đình nhỏ hạnh phúc to, Nhật ký của mẹ, Thằng Cuội… Các tiểu phẩm piano nổi tiếng; các trích đoạn được lược soạn dựa trên chủ đề các bản nhạc kịch, giao hưởng, thính phòng kinh điển của thế giới như: Cây sáo thần, Carmen, Hồ Thiên Nga, Sóng sông Đa-nuýp…
Đặc biệt file Audio tất cả các tiểu phẩm trong sách đính kèm trên website sẽ là phương tiện hiệu quả hỗ trợ học tập cho học viên. Bên cạnh đó, với chất lượng in ấn cao, thiết kế thoáng đẹp và gáy xoắn, cuốn sách rất tiện dụng khi đặt trên giá nhạc để thị tấu. 
",110.000 đ,,NXB Dân Trí,2018,20.5 x 29.5,Bìa Mềm,116.0,
Nhạc Cổ Điển: Những Mảnh Ghép Sắc Màu,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_32595.jpg,Âm nhạc,"Nhóm tác giả NA9, Lê Ngọc Anh","
Với mong muốn đem lại những gợi ý để độc giả bước vào thế giới nhạc cổ điển, Nhà xuất bản Kim Đồng và nhóm tác giả NA9 đã cùng nhau thực hiện cuốn sách “NHẠC CỔ ĐIỂN: NHỮNG MẢNH GHÉP SẮC MÀU”
Với nhiều người, “nhạc cổ điển” có thể là một từ xa lạ, nhưng thực ra, những giai điệu nhạc cổ điển gắn bó với cuộc sống thường ngày hơn mức bạn tưởng tượng!
Những chủ đề mà các nhà soạn nhạc thời xưa quan tâm cũng là những điều ngày nay chúng ta vẫn thích thú (một chuyến phiêu lưu li kì; một giấc mơ đẹp đẽ; một cổ tích lấp lánh), và thậm chí thiết tha, đau đáu (niềm vui khi về với thiên nhiên trong trẻo; nỗi buồn khi xa rời quê hương xứ sở; khát vọng tìm thấy ý nghĩa đích thực của cuộc sống; ước mơ vươn tới những gì cao đẹp nhất…)
Những tác phẩm cổ điển, đến nay, vẫn là thử thách để nhiều nghệ sĩ tài năng tiếp tục chinh phục, những tác phẩm hàng trăm năm tuổi ấy vẫn xuất hiện đầy tinh tế trong nhiều bộ phim, vở kịch, các chương trình nghệ thuật hiện đại, mang đến điểm nhấn thú vị và đôi khi gửi gắm những thông điệp vượt thời gian!
Cuốn sách gồm 9 phần tuyển chọn 36 bài viết giới thiệu 36 tác phẩm âm nhạc cổ điển tiêu biểu, cũng là 36 miếng ghép đầu tiên gửi đến bạn đọc về nhạc cổ điển.
Vừa chọn lọc và giới thiệu tới độc giả những bản nhạc bất hủ, cuốn sách còn mang ý nghĩa nhập môn khi đưa ra những chú thích tỉ mỉ về thể loại tác phẩm, tốc độ chơi, các loại giọng hát…
Để đảm bảo sự nhất quán, ngoài một số nhạc cụ đã có tên Việt hóa phổ biến, còn lại, nhóm tác giả sử dụng tên tiếng Anh (ví dụ: piano, violin, kèn horn, kèn bassoon…) Trong mỗi bài viết đều có phần Từ khóa tìm kiếm: Bạn hãy  gõ  từ  khóa  này  vào  địa  chỉ  YouTube.com  để  tìm nghe tác phẩm do nhiều dàn nhạc, nghệ sĩ khác nhau thể hiện.
Từ tác phẩm này, bạn đọc có thể tự tin xây dựng những hiểu biết ban đầu nhưng cực kì quan trọng, làm nền tảng cho những khám phá tiếp sau về thế giới nhạc cổ điển!
Gần 200 trang sách được kể với ngôn ngữ bay bổng, đan cài nhiều thông tin thú vị trong thế giới nghệ thuật của âm nhạc, hội họa, văn học, điện ảnh… bạn đọc như bước vào một hành trình khám phá thú vị.
Các kết nối hiện lên đầy mời gọi, từ chỗ đọc từng bài viết, tìm nghe bản nhạc, kết hợp suy tư và cảm thụ của bản thân để thấu hiểu âm nhạc đòi hỏi bạn đọc rất nhiều kiên nhẫn. Và sau cùng là cảm nhận thế giới diệu kì lan tỏa, như nhạc trưởng bậc thầy Leonard Bernstein nói về Giao hưởng số 9 của Beethoven, thì: “Sự diệu kì ấy, không lời lẽ nào có thể diễn tả.”
Về Nhóm tác giả NA9
Nhóm tác giả NA9 gồm ba người trong đó dịch giả Lê Ngọc Anh là người chủ biên.
Cô là tác giả biên soạn và biên dịch nhiều cuốn sách về nhạc cổ điển như: Những khúc dạo đầu – thơ và nhạc thính phòng giao hưởng; Cùng các Bé nghe nhạc cổ điển, Cuộc đời Beethoven.
Tác giả Nguyễn Như Dũng học biểu diễn guitar tại Trường Âm nhạc K.G. Stetsenko, từng có thời gian là giảng viên âm nhạc guitar tại Nhạc viện Hà Nội. Anh có hai đêm độc diễn rất thành công tại Hội Nhạc sĩ Việt Nam với nhạc mục từ Baroque đến Hiện đại (năm 1987).
Tác giả Trịnh Minh Cường là giảng viên âm nhạc guitar tại Học viện Âm nhạc quốc gia Việt Nam; từng theo học kí xướng âm với nhạc sĩ Đoàn Chuẩn, học guitar với nhạc sĩ Hứa Đông Hải và nhiều người thầy nghệ sĩ khác. 
",118.000 đ,,NXB Kim Đồng,2020,16 x 22 cm,Bìa Mềm,180.0,
Guitar Thực Hành - Tập 2,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_53339.jpg,Âm nhạc,Nguyễn Hạnh,"
Phần 1: Kỹ thuật luyện tập tay trái
1. Bài tập chạy ngón tay trên các cung nhằm giúp người học có ngón đàn điêu luyện trong khi chơi ngẫu hứng khúc nhạc mở đầu (Introduction) và dạo khúc (Prelude) giữa cá câu nhạc.
Phần 2: Kỹ thuật luyện tập tay phải
1. Những bài tập đệm và khảy đàn (Stroke) bằng các ngón (cái:p, trỏ: i, giữa : m, áp út: a) phù hợp với nhịp của bài nhạc...
2. Những bài tập đệm tiết điệu của bài nhạc với điệu Slow, Rumba và Valse làm căn bản để chuyển đến các tiết điệu khác như:
- Slow dìu dặt và êm ái chuyển hóa thành: Blues chậm buồn, Slow Rock khoan thai và nhẹ nhàng, March rắn rỏi và hùng tráng, Fox Trot nhanh và linh hoạt, one Step linh hoạt và rắn rỏi, Two Step khoan thai nhưng rắn rỏi, Swing Fox nhún nhảy rất nhịp nhàng, Swing nhún nhảy và linh hoạt, Boogie Woogie sôi động và quyến rũ.
- Rumba chuyển hóa thành: Bolero, Cha cha cha.
- Valse du dương và tươi trẻ chuyển hóa thành: Valse Lente hay Boston với nét nhạc chậm rãi và buồn sầu, Serenade du dương và nhẹ nhàng. 
",95.000 đ,,NXB Thời Đại,2015,28 x 20 cm,Bìa Mềm,208.0,
Tuyển Tập Tiểu Phẩm Piano Măng Non - Phần 2,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935095623921.jpg,Âm nhạc,Song Minh,"
Tuyển Tập Tiểu Phẩm Piano Măng Non - Phần 2
Bộ sách (2 phần) gồm những bài tập dành cho những lứa tuổi mầm non, tiểu học nói riêng và những người học mới piano nói chung. Các bài hát trong sách chủ yếu dựa vào các giai điệu, các bài hát thiếu nhi trong và ngoài nước, những tiểu phẩm piano nổi tiếng hoặc soạn từ các bản nhạc giao hưởng - thính phòng kinh điển của thế giới.
Trong tuyển tập này, các tiểu phẩm được biên soạn và sắp xếp theo trình độ từ dễ đến khó tăng lên từ từ để các bé có thể thẩm thấu tốt nhất những kiến thức đã học.
Đặc biệt, CD đàn mẫu tất cả các tiểu phẩm trong sách là phương tiện hỗ trợ học tập hiệu quả.
Với thiết kế gáy xoáy, khổ ngang, nốt nhạc to không phải mất thao tác lật trang khi đang chơi nhạc,...  cuốn sách này rất tiện dụng khi đặt trên giá nhạc để thị tấu

",98.000 đ,,NXB Dân Trí,2017,29.5 x 20.5,Bìa Mềm,64.0,
Phương Pháp Hồng - Năm Thứ 1 Với Đàn Piano (Tái Bản 2019),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/h/h/hh-phuong-phap-hong-nam-thu-nhat.jpg,Âm nhạc,Ernest Van De Velde,"
Méthode Rose đã được biên soạn ra tiếng Anh, tây Ban Nha, Bồ Đào Nha, Nhật và nhiều ngôn ngữ khác. Ngoài ra, Méthode Rose cũng đã được in thành sách chữ nổi Braille dành cho người khiếm thị.
Với thiết kế gáy xoắn, khổ ngang cùng nốt nhạc lớn, cuốn sách rất thuận tiện khi đặt trên giá nhạc để thị tấu. 
",110.000 đ,,NXB Dân Trí,2019,20.5 x 29.5,Bìa Mềm,124.0,
Phương Pháp Học Đàn Organ Dành Cho Thiếu Nhi,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_14915.jpg,Âm nhạc,Nguyễn Hạnh,"
		    Phương Pháp Học Đàn Organ Dành Cho Thiếu Nhi		    
",45.000 đ,,NXB Thanh Niên,2019,19 x 27 cm,Bìa Mềm,72.0,
Tuyển Tập Tác Phẩm Piano Cổ Điển - Lãng Mạn Được Yêu Thích - Tập 1,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_188461.jpg,Âm nhạc,"Đặng Thái Sơn, Cù Minh Nhật","
Bộ sách giới thiệu các tác phẩm piano được nhiều người yêu thích của những nhạc sĩ thiên tài thuộc hai thời kỳ âm nhạc cổ điển và lãng mạn, hoàn toàn không trùng lặp với các ấn phẩm đã phát hành như: “Piano cho thiếu nhi – Tuyển tập 220 tiểu phẩm nổi tiếng” (2011), “Tuyển tập tiểu phẩm piano măng non” (2017) và “Những nhạc khúc hay và dễ soạn cho đàn piano” (2018).
Đặc biệt, để hỗ trợ thiết thực cho học viên, tất cả các tác phẩm trong bộ sách đều được minh họa qua file Audio âm thanh sinh động. Ngoài ra, chất lượng in cao cấp, thiết kế thoáng đẹp với gáy xoắn, thuận tiện khi đặt trên giá nhạc để thị tấu cũng là những ưu điểm của bộ sách này. 
",120.000 đ,,NXB Dân Trí,2019,20.5 x 29.5,Bìa Mềm,148.0,
Học Đệm Piano Cơ Bản - Phần 2 (Tái Bản 2020),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/q/q/qqqqqqqqqqqqqqq_1.jpg,Âm nhạc,Song Minh,"
Học Đệm Piano Cơ Bản - Phần 2 (Tái Bản 2020)
Hoc đệm Piano cơ bản là bộ sách có phương pháp trình bày khá cụ thể và dễ học, với lượng kiến thức cơ bản có thể giải quyết được những đòi hỏi cấp thiết của người học đệm Piano. Học viên có thể luyện tập từ bất cứ phần nào vì các bài tập trong mỗi cuốn sách đều khởi đầu từ trình độ cơ bản và được sắp xếp từ dễ đến khó. 
",145.000 đ,,NXB Dân Trí,2020,29.5 x 20.5,Bìa Mềm,143.0,
Phương Pháp Chơi Đàn Guitar Lead,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935074121240.jpg,Âm nhạc,Gary Turner,"
Bạn muốn tự học guitar lead nhưng gặp khó khăn?
Bạn đang tìm kiếm một phương pháp hiệu quả để học các kỹ thuật guitar?
Bạn muốn chơi solo một cách tự tin và làm cho khán giả phải trầm trồ thán phục?
Phương pháp chơi đàn guitar lead chính là điều mà bạn cần! Với cách trình bày sinh động, dễ hiểu, kết hợp chặt chẽ giữa lý thuyết và thực hành, sách sẽ giúp bạn thuần thục các kỹ thuật phức tạp như biến tấu hội tụ nốt, đánh nhịp đảo phách, ứng tác, luyến ngắt, luyến nốt, gảy vê...
Sau một thời gian luyện tập theo sách, bạn nhất định sẽ ngạc nhiên vì khả năng chơi đàn của mình. 
",55.000 đ,,NXB Thanh Hóa,2020,19 x 27 cm,Bìa Mềm,80.0,
Nhạc Lý Vui,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_230605.jpg,Âm nhạc,Nguyễn Bách,"
NHẠC LÝ VUI
Đúng như tên sách, cuốn sách giúp cho người học nhạc cảm thấy nhẹ nhàng, thư giãn… chứ không căng thẳng như một số bạn trẻ mỗi khi nhắc đến việc học nhạc lý. Đã học nhạc thì vui mới học, mà học nhạc cũng là để cho vui.
Không ít người rất thích học guitar, thổi harmonica, chơi chút piano. Nhưng họ lại rất sợ… nhạc lý. Môn nhạc lý không đến nỗi đáng sợ như thế, nhưng lại mang một “nỗi oan Thị Kính”. Người ta sợ nhạc lý, khiến bỏ ngang giấc mộng ôm cây đàn nghêu ngao những tình khúc. Từ đó, biết đâu một tài năng của nhân loại đã bị vùi dập ngay cửa ngõ đầu tiên bước vào ngôi nhà nghệ thuật.
Từ những câu chuyện, kinh nghiệm trong thực tế, Tiến sĩ Âm nhạc học Nguyễn Bách đã bỏ công biên soạn cuốn sách NHẠC LÝ VUI để phổ biến nhạc lý – lý thuyết âm nhạc cho mọi đối tượng thuộc mọi lứa tuổi. Nội dung cuốn sách không đặt trong cấu trúc chương, bài, mục như thường thấy ở những cuốn sách giáo trình. Tác giả đã giới thiệu theo những đề mục độc lập. Cách làm này giúp người sử dụng tìm ngay đến cái mình cần. Tiến sĩ Nguyễn Bách không trình bày các vấn đề lý thuyết âm nhạc quá cặn kẽ trong cùng một hay nhiều mục liền nhau, theo kiểu “đã nói thì phải nói cho hết”. 
Thay vào đó, có những vấn đề được tách rời để giới thiệu trước – sau, ở những phần khác nhau của sách nhằm tránh sự phức tạp cho người mới tiếp xúc với âm nhạc và đem lại sự tiếp thu thoải mái nhất, hiệu quả nhất cho người học. Cách trình bày này có thể còn xa lạ với độc giả Việt Nam nhưng đã được nhiều trường nhạc danh tiếng trên thế giới áp dụng.
Trong NHẠC LÝ VUI, những vấn đề nhạc lý phức tạp được trình bày theo cách đơn giản nhất, “vui” nhất, đáp ứng tối đa nhu cầu học nhạc của độc giả chứ không nhất thiết phải theo trình độ từ thấp đến cao. 
Sách do Công ty Truyền thông Đồng Hành và Nhà xuất bản Văn hoá – Văn nghệ TPHCM ấn hành. 
",89.000 đ,,NXB Văn hóa Văn nghệ,2019,28 x 20.5 x 0.8 cm,Bìa Mềm,98.0,
Lắng Nghe Giai Điệu Bolero,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_576.jpg,Âm nhạc,Vũ Đức Sao Biển,"
Dòng nhạc Boléro đang chứng nghiệm một sự khởi sắc mạnh mẽ trong những năm gần đây ở cả hai miền Nam và Bắc. Tuy nhiên sự hiểu biết về dòng nhạc này, những người khai phá và phát triển nó, lịch sử của nó, cái chất và cái hồn của nó… vẫn còn khá mỏng, thậm chí đôi khi dẫn đến những  ngộ nhận về Boléro, xem nó là dòng “nhạc sến” (không sang), hay ngược lại, xem nó là một thứ khuôn sáo mang tính thủ cựu. Tác giả Vũ Đức Sao Biển là một trong những người hiếm hoi nghiên cứu về Boléro với đầy đủ tư cách, kiến thức, kỹ năng, bề dày sáng tác, nhưng ông đã viết cuốn sách này trên hết với tất cả sự đam mê và tình yêu dành cho Boléro mà chúng ta (người đọc) có thể dễ dàng nhận thấy.
Không chỉ dựng lại hành trình phát triển của Boléro (du nhập từ nước ngoài rồi khoác vào tâm hồn Việt nhờ cảnh quan miền Nam thông qua các nhạc sĩ đầu tiên từ miền Bắc đi vào), tác giả còn chỉ ra nguyên do sự thành công của Boléro, vạch ra cả những điểm yếu kém cố hữu của nó, giải thích luôn vì sao đôi khi sự yếu kém lại chính là thành công. Vũ Đức Sao Biển kêu gọi việc hiểu Boléro theo đúng bản chất của nó, gạt bỏ những gán ghép. Ông cũng kêu gọi sự tươi mới trong Boléro để hướng đến tương lai: Hãy nghĩ và viết những bài Boléro mới, nội dung mới, giai điệu mới. Người ca sĩ cũng vậy, cũng nên đi tìm cho tiếng hát của mình những ca khúc mới. Chỉ có làm cho Boléro mới lên thì mới có thể góp phần duy trì dòng nhạc này và hấp dẫn quần chúng yêu nhạc… 
",75.000 đ,,NXB Trẻ,2019,13 x 20,Bìa Mềm,234.0,
