,tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,công ty phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả,path,phiên bản,thương hiệu,xuất xứ,xuất xứ thương hiệu
29,Như Ngàn Thang Thuốc Bổ (Tái Bản),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_57783.jpg,Kiến thức y học tổng hợp,BS Đỗ Hồng Ngọc,"
		    Như Ngàn Thang Thuốc Bổ
Tóm tắt nội dung
Ông bà ta từng nói: “Một nụ cười bằng mười thang thuốc bổ”, còn cười được có nghĩa là bệnh tật gì cũng có thể chữa khỏi, khó khăn gì cũng có thể vượt qua.
Tuyển tập những mẩu chuyện cười ngắn gọn mà thâm thúy đầy ý nhị trong Như ngàn thang thuốc bổ của bác sĩ Đỗ Hồng Ngọc hi vọng sẽ mang đến cho bạn chút thư giãn tủm tỉm, hoặc cười khà khà, ngả nghiêng ngả ngửa, để cho vui, cho quên đi phiền muộn sau những giờ làm việc căng thẳng, mệt nhọc, nạp năng lượng và bắt đầu mọi thứ theo một cách nhìn mới lạc quan hơn.
Thông tin tác giả
Bác sĩ Đỗ Hồng Ngọc là một người khá đa tài khi đồng thời nổi tiếng trên cả hai lĩnh vực là y khoa và văn chương. Với rất nhiều tác phẩm viết về đủ thể loại từ y học thường thức, tâm sinh lý lứa tuổi, thiền học và cả lý luận phê bình, ông được đông đảo bạn đọc mọi giới yêu thích và hâm mộ.
Với bút hiệu Đỗ Nghê, bác sĩ Đỗ Hồng Ngọc đã đến với làng văn nghệ miền Nam từ trước 1975. Học giả Nguyễn Hiến Lê khi đề tựa tập Những tật bệnh thông thường trong lứa tuổi học trò của Đỗ Hồng Ngọc (năm 1972) đã viết: Một bác sĩ mà lại là một thi sĩ thì luôn luôn làm cho chúng ta ngạc nhiên một cách thú vị.		    
",35.000 đ,,NXB Tổng hợp TP.HCM,07-2011,17 x 18,Bìa Mềm,142,,https://www.fahasa.com/nhu-ngan-thang-thuoc-bo-tai-ban.html,,,,
30,Cơ Thể Tự Chữa Lành: Thực Phẩm Thay Đổi Cuộc Sống,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_39595.jpg,Kiến thức y học tổng hợp,Anthony William,"
Cơ thể tự chữa lành: Thực phẩm thay đổi cuộc sống - Thần dược đến từ trái cây và rau củ giúp chúng ta tăng nhận thức và có cái nhìn mới về những loại trái cây và rau củ -  những tinh túy mà thiên nhiên đã ban tặng cho chúng ta. Đối với mỗi loại thực phẩm được liệt kê trong cuốn sách, tác giả sẽ kèm theo một danh sách các căn bệnh và triệu chứng mà thứ trái cây hoặc rau củ đó sẽ giúp giảm nhẹ tình trạng bệnh, đồng thời chỉ ra rất nhiều lợi ích của chúng trong việc hỗ trợ về mặt tinh thần và cảm xúc. Ngoài ra, còn có những công thức các món ăn ngon lành và dễ làm xuyên suốt cuốn sách.
Khi bạn làm theo hướng dẫn trong cuốn sách, việc mua sắm và nấu ăn mang ý nghĩa mới, bởi vì linh hồn của trái cây hoặc rau củ sẽ bắt đầu trò chuyện với bạn, tác động đến cơ thể lẫn cuộc sống của bạn. Bạn sẽ bắt đầu cảm thấy thực sự được thiên nhiên hỗ trợ, và phần ban sơ sâu thẳm nào đó trong bạn sẽ bắt đầu tỉnh giấc. 
Đọc cuốn sách này, khai thác sức mạnh tinh thần và cảm xúc của trái cây và rau củ chính là liều thuốc hiệu nghiệm giúp ta hòa hợp với người luôn hỗ trợ tất cả chúng ta - chính là Mẹ trái đất. Niềm hy vọng và sức sống sẽ bắt đầu trở lại với chúng ta và lan tỏa. Cảm giác đó tựa như trở về mái ấm thiên đường trên mặt đất vậy. 
",185.000 đ,,NXB Thanh Niên,2020,23 x 18 cm,Bìa Mềm,464,,https://www.fahasa.com/co-the-tu-chua-lanh-thuc-pham-thay-doi-cuoc-song.html,,,,
31,Cơ Thể Tự Chữa Lành: Phục Hồi Tuyến Giáp,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_224058.jpg,Kiến thức y học tổng hợp,Anthony William,"
“Theo ý kiến chuyên môn của tôi, có lẽ, cứ 10 người Mỹ thì có 7 người mắc bệnh tuyến giáp. Bằng cách đọc cuốn sách quý giá này, bạn sẽ có thêm nhiều hiểu biết sâu sắc về những chẩn đoán của mình và thu được thông tin cần thiết để bệnh tật không trầm trọng hơn. Sau khi đọc cuốn Cơ thể tự chữa lành – Phục hồi tuyến giáp của Anthony, tôi rõ ràng đã có thêm nhiều thông tin và giải pháp để áp dụng cho những ca bệnh phức tạp. Thật vậy, Anthony đã vô cùng chính xác khi viết rằng, không phải mọi bệnh nhân đều phản ứng với  nội tiết tố tuyến giáp theo cách chúng ta dự đoán hay hy vọng.”
— Bác sĩ Prudence Hall, nhà sáng lập và giám đốc y khoa tại The Hall Center
“Tất cả chúng tôi đều rất cảm động và được hưởng nhiều lợi ích từ những khám phá của Anthony và Linh Hồn của Lòng Trắc ẩn, cả hai đã tiếp cận, truyền dạy các kiến thức y khoa cho chúng tôi thông qua tài năng và năng lực chữa lành của Anthony. Cuốn sách của ông thực sự là ‘trí tuệ của tương lai’, nên giờ đây, chúng tôi có được lời giải thích tường tận và chính xác về nhiều chứng bệnh bí ẩn mà các sách y học Phật giáo xưa kia từng dự đoán sẽ gây hại cho chúng ta trong thời đại con người can thiệp quá sâu vào môi trường để kiếm lợi nhuận.”
— Giáo sư Robert Thurman, khoa Phật giáo Ấn Độ-Tây Tạng, Đại học Columbia, chủ tịch Tibet House US; tác giả các cuốn sách bán chạy Man of Peace, Love Your Enemies và Inner Revolution; người dẫn chương trình phát thanh Bob Thurman Podcast
“Tài năng của Anthony đã biến ông trở thành người lan tỏa những kiến thức đi trước khoa học hiện nay nhiều năm ánh sáng.”
— Bác sĩ Christiane Northrup, tác giả các cuốn sách bán chạy theo New York Times bình chọn với Making Life Easy, Goddesses Never Age và Women’s Bodies, Women’s Wisdom 
",180.000 đ,,NXB Thanh Niên,2021,23 x 18 cm,Bìa Mềm,408,,https://www.fahasa.com/co-the-tu-chua-lanh-phuc-hoi-tuyen-giap.html,,,,
32,Ruột Ơi Là Ruột,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_186229.jpg,Kiến thức y học tổng hợp,Giulia Enders,"
Ruột ơi là ruột mời gọi chúng ta khám phá một trong những cơ quan phức tạp nhất, quan trọng nhất và có thể nói là diệu kỳ nhất trong cơ thể, nơi cư trú của cả một thế giới sống động – với số lượng đông đảo gấp nhiều lần loài người cư ngụ trên Trái đất gồm các chiến binh tí hon của hệ miễn dịch và vô vàn quần thể vi sinh vật có lợi đang tích cực làm việc để nuôi sống và bảo vệ chúng ta: đường ruột. Qua cuộc hành trình của miếng bánh đi từ miệng, thực quản, dạ dày xuống ruột non, ruột già rồi dừng chân ở một luống rau nào đó, cùng những hình ảnh minh họa ngộ nghĩnh và ví dụ gần gũi, cuốn sách cung cấp những thông tin hữu ích về quá trình hấp thụ chất dinh dưỡng, tầm quan trọng của vi khuẩn tốt với trẻ sơ sinh, mối liên hệ của hệ vi khuẩn đường ruột với các chứng bệnh, từ chứng bất dung nạp, chứng dị ứng, cho đến các chứng bệnh kỳ lạ mà ta tưởng chừng chẳng hề có liên quan như chứng căng thẳng, bệnh Alzheimer và cả hiện tượng tự sát...
Cuốn sách chắc làm thay đổi thói quen ăn uống và sinh hoạt của chúng ta, để có một đường ruột khỏe mạnh, bởi “đường ruột khỏe, cơ thể mạnh”.
“Một hiện tượng xuất bản... được viết ra để loại bỏ mọi điều cấm kỵ khỏi câu chuyện đại tiện.”
– The Times 
",100.000 đ,,NXB Thế Giới,2017,14 x 20.5,Bìa Mềm,352,,https://www.fahasa.com/ruot-oi-la-ruot.html,,,,
33,Cơ Thể Tự Chữa Lành: Nước Ép Cần Tây,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_217697.jpg,Kiến thức y học tổng hợp,Anthony William,"
Cuốn sách tập trung bàn về bản chất, công dụng của nước ép cần tây trong việc điều trị bệnh và phục hồi sức khỏe. Đây là phương pháp đã được vô số người áp dụng và mang lại những hiệu quả vô cùng sâu sắc. 
",148.000 đ,,NXB Thanh Niên,2020,23 x 18 cm,Bìa Mềm,312,,https://www.fahasa.com/co-the-tu-chua-lanh-nuoc-ep-can-tay.html,,,,
34,​Nhân Tố Enzyme 2 - Thực Hành (Tái Bản 2018),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8936037711744.jpg,Kiến thức y học tổng hợp,Hiromi Shinya,"
Nhân Tố Enzyme - Thực Hành
Ngày nay, nền y học hiện đại đang không ngừng phát triển, thế nhưng tại sao số người phải chống chọi với bệnh tật vẫn không hề giảm bớt?
Sau hàng chục năm nghiên cứu, bác sĩ Hiromi Shinya nhận ra rằng việc một người hấp thu loại thực phẩm gì, với số lượng bao nhiêu, cũng như có thói quen sinh hoạt như thế nào đều quan hệ mật thiết tới vị tướng, tràng tướng. Hơn nữa, việc này còn liên quan tới cả tình trạng sức khỏe của chính người đó.
Tại các cơ sở y tế, các bác sĩ cũng hướng dẫn ăn uống đối với một số căn bệnh cần phải hạn chế ăn uống như bệnh tiểu đường. Tuy nhiên, những hướng dẫn đó chỉ giúp bệnh tình không trở nặng hơn. Không quá lời khi nói rằng cho đến nay, những hướng dẫn trong cách ăn uống, sinh hoạt để bệnh nhân không bị bệnh, hay có thể sống thọ một cách khỏe mạnh vẫn còn là điểm mù của nền y học hiện đại.
Vốn dĩ cơ thể con người có rất nhiều hệ thống phòng vệ và cơ chế miễn dịch bảo vệ khỏi bệnh tật. Do đó, nếu không phải là các vấn đề bẩm sinh, chỉ cần không làm những việc quá bất thường thì dù đôi khi vi phạm một hai điều, bạn vẫn sẽ không bị mắc bệnh.
Nguyên nhân lớn nhất khiến cơ thể vốn có cơ chế tự bảo vệ bị mắc bệnh chính là do “thói quen ăn uống và sinh hoạt sai lầm” được tích lũy trong thời gian dài.
Do phần lớn mọi người không biết thực phẩm nào là tốt, thực phẩm nào là không tốt đối với cơ thể con người nên mới bị mắc bệnh. Với tâm nguyện giới thiệu về thói quen ăn uống và sinh hoạt đúng đắn để giúp mọi người có thể duy trì sức khỏe của bản thân, tác giả đã cho ra đời cuốn sách Nhân tố enzyme – Phương thứcsống lành mạnh giới thiệu với mọi người về “bữa ăn lý tưởng” và thói quen sinh hoạt lý tưởng”. Đã nhận được rất nhiều phản hồi từ bạn đọc trên thế giới.
Nhưng nếu như Nhân tố enzyme – Phương thức sống lành mạnh chỉ là những đề xuất “lý tưởng”, thì cuốn sách này của tác giả chính là “cuốn thực hành” để bạn có thể vừa tận hưởng cuộc sống, vừa biết cách ăn uống, sinh hoạt tốt cho cơ thể của mình. Trong cuốn sách này, tác giả đã trình bày nhiều phương pháp để bạn có thể biết được giới hạn cho phép của bản thân và có thể thực hiện những thói quen sinh hoạt tốt cho cơ thể mà không quá hà khắc.
Hy vọng rằng bạn có thể tìm thấy phương pháp phù hợp với lối sống riêng của mình để có thể vừa tận hưởng cuộc sống, vừa có thể sống khỏe mạnh mỗi ngày. 
",99.000 đ,,NXB Thế Giới,2018,20.5 x 14.5 x 0.5 cm,Bìa Mềm,291,,https://www.fahasa.com/nhan-to-enzyme-2-thuc-hanh-tai-ban-2018.html,,,,
35,Day Ấn Xoa Bóp Trị Liệu 20 Bệnh Thường Gặp (Tái Bản),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_225180.jpg,Kiến thức y học tổng hợp,Lý Nam Sinh,"
Day ấn xoa bóp trị liệu 20 bệnh thường gặp  là liệu pháp y học cổ truyền có lịch sử có lịch sử lâu đời, có công dụng bảo vệ sức khỏe, ngăn ngừa và điều trị bệnh.Nhờ tác động trực tiếp lên các huyệt vị, không để lại tác dụng phụ, có hiệu quả lâu dài và dễ thực hiện, các liệu pháp này được sử dụng rộng rãi trong các bệnh viện Đông y, viện điều dưỡng và dân gian.
Sách Day ấn xoa bóp trị liệu 20 bệnh thường gặp giới thiệu kiến thức cần biết về liệu pháp này, bao gồm: các thủ pháp day ấn xoa bóp, vị trí các huyệt vị, những điều cần lưu ý và cách day ấn xoa bóp để tăng cường sức khỏe, giữ gìn vóc dáng và chữa trị các căn bệnh thường gặp.Tác giả Lý Nam Sinh là một bác sĩ Đông y có uy tín, hội viên Hội Dược học Đông y, chủ nhiệm Trung tâm phục hồi của Học viện Thể dục Quảng Châu,… Ngoài dạy học và chữa bệnh, ông tham gia biên soạn rất nhiều sách Đông y. 
",76.000 đ,,NXB Thanh Hóa,2021,21 x 13.5 cm,Bìa Mềm,192,,https://www.fahasa.com/day-an-xoa-bop-tri-lieu-20-benh-thuong-gap-tai-ban.html,,,,
36,"Ung Thư - Sự Thật, Hư Cấu Và Gian Lận - Những Phương Pháp Chữa Bệnh Không Độc Hại (Tái Bản 2021)",https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/u/n/ung-th_---s_-th_t_-h_-c_u_-gian-l_n-_-b_a-1.jpg,Kiến thức y học tổng hợp,Ty Bollinger,"
Ung Thư - Sự Thật, Hư Cấu Và Gian Lận - Những Phương Pháp Chữa Bệnh Không Độc Hại
 Những gì bạn biết về ung thư đã được tạo dựng cẩn thận và chế tác dưới tay các nghệ sĩ tuyên truyền trong ngành công nghiệp dược phẩm, tất cả nhằm mục đích không cho bạn biết về tính ưu việt to lớn của Mẹ Tự nhiên trong điều trị ung thư.
Tin tốt lành là cuốn sách này, “Ung thư – Sự thật, hư cấu, gian lận và những phương pháp chữa lành không độc hại”, sẽ đem lại sự thật. Nó sẽ cho bạn biết về các liệu pháp điều trị ung thư thay thế thực sự hiệu quả. Hãy xem các số liệu thống kê thực tế:
- Tỷ lệ chữa khỏi bệnh 90% hoặc cao hơn có thể dễ dàng đạt được với các bệnh nhân ung thư không theo y học chính thống mà theo y học thay thế ngay từ đầu và tuân thủ nghiêm ngặt.
- Tỷ lệ chữa khỏi bệnh của y học chính thống là 3% hoặc ít hơn.
- Trước khi tìm đến liệu pháp điều trị ung thư thay thế, 95% bệnh nhân đã điều trị đầy đủ theo phương pháp chính thống và được trả về nhà chờ chết. Có nghĩa là y học thay thế phải tiếp nhận một số lượng lớn các bệnh nhân ung thư đã ở trong tình trạng nguy kịch.
- Đối với những người cho đến khi được trả về nhà chờ chết mới làm theo liệu pháp điều trị ung thư thay thế, chỉ có một số ít trong hơn 300 liệu pháp điều trị ung thư thay thế là đủ mạnh để cho họ cơ hội sống sót.
- Nhưng ngay cả đối với số ít những người tìm thấy một liệu pháp điều trị hiệu nghiệm, cao nhất họ cũng chỉ có tỷ lệ sống sót khoảng 50%.
Nói cách khác, nếu bạn tìm đến y học thay thế trước và tuân thủ nghiêm ngặt thì tỷ lệ sống sót là 90% hoặc cao hơn. Nếu theo y học chính thống trước sau đó mới theo y học thay thế, bạn sẽ mất hàng năm trời chịu đựng và nếu may mắn bạn sẽ có 50% tỷ lệ sống sót.
Bạn thấy đó, những cuốn sách như “Ung thư – Sự thật, hư cấu, gian lận và những phương pháp chữa lành không độc hại” là rất quan trọng. Cuốn sách này tiết kiệm cho bạn hàng tháng trời nghiên cứu tìm hiểu và chỉ cho bạn hướng chính xác cần phải đi.
Dịch giả của cuốn sách chia sẻ: “Cuốn Thoát khỏi ung thư (Cancer-Free) đã nhận được sự quan tâm của nhiều bệnh nhân ung thư và cả những người không mắc bệnh ung thư. Cuốn sách được tái bản bốn lần trong vòng hai năm. Nhiều bạn đọc cho rằng đấy là cuốn sách bổ ích, cho họ hy vọng, khích lệ họ rằng ung thư không phải là một bản án tử hình. Chính điều này đã tạo động lực để tôi tiếp tục chuyển ngữ cuốn sách bạn đang cầm trên tay: Ung thư – Sự thật, hư cấu, gian lận và những phương pháp chữa lành không độc hại (Cancer – Step Outside The Box). 
Cuốn sách có nhiều thông tin quan trọng được sắp xếp theo cách rất dễ đọc, bạn không thể tìm thấy lượng thông tin phong phú như thế ở bất cứ nơi nào khác. Theo tôi, cho đến thời điểm này, đây là cuốn sách đánh giá đầy đủ và thích đáng nhất các liệu pháp điều trị ung thư thay thế. Cuốn sách đã được tái bản sáu lần ở Mỹ, nhận được sự hưởng ứng của đông đảo độc giả tại Mỹ và các nước khác trên thế giới. Vì khối kiến thức to lớn trong nội dung cuốn sách có thể mang những điều bổ ích đến cho bệnh nhân trong điều trị ung thư và cho tất cả những người khỏe mạnh trong phòng ngừa bệnh ung thư, bạn nên đọc cuốn sách này.
Dĩ nhiên, những quan điểm hay nhận xét của tác giả hoàn toàn mang tính cá nhân, dựa trên hiểu biết của mình về thực tế điều trị ung thư tại Mỹ hay một vài nơi khác, nên chúng ta không thể coi đây là một cẩm nang bách khoa duy nhất và thẩm quyền nhất về điều trị ung thư, mà chỉ nên coi là tài liệu tham khảo, bổ sung kiến thức cho chúng ta. 
",169.000 đ,,NXB Thế Giới,2021,24 x 16 cm,Bìa Mềm,523,,https://www.fahasa.com/ung-thu-su-that-hu-cau-va-gian-lan-nhung-phuong-phap-chua-benh-khong-doc-hai-tai-ban-2021.html,,,,
37,Ăn Gì Cho Không Độc Hại (Tái Bản 2020),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_55880.jpg,Kiến thức y học tổng hợp,Pha Lê,"
""Dinh dưỡng là một đề tài rối rắm . Không chỉ là chuyện ăn, nó còn gắn liền với khoa học, văn hóa, truyền thống, sức khỏe, cảm giác được chăm sóc, sự no ấm, sự hạnh phúc… Chính vì phức tạp nên nó dễ bị hiểu sai, và thông tin về nó dễ bị lợi dụng.
Trong tình cảnh đó, cuốn sách này ra đời với hy vọng giúp những ai đang băn khoăn trước mớ thông tin về dinh dưỡng đang chất đống như mặt hàng trên kệ siêu thị được yên tâm. Yên tâm để biết mình nên lựa thông tin nào đem về nhà. Yên tâm để điềm tĩnh trước những thông tin, nghiên cứu mới về chất nọ vitamin kia cứ ồ ạt sinh sôi mỗi ngày - những thứ khiến mình nghi ngờ rằng cả nhà mình lẫn tổ tiên mình trước đây đều ăn uống sai bét.
Tôi không có ý định thay đổi gì ai. Quá nhiều người đang muốn làm chuyện này rồi. Cuốn sách chỉ đưa ra hướng dẫn, giúp người muốn tìm hiểu về sức khỏe và môi trường có một cái nhìn khác. Tức tôi có thể đưa ra hướng cho người đọc yên tâm đi, nhưng đầu tiên họ phải muốn đi cái đã."" (Pha Lê)
Cuốn sách là câu chuyện thú vị và bổ ích về thực dưỡng, ăn chay, thực phẩm hữu cơ... nhìn từ góc độ khoa học và thực tiễn đời sống, môi trường, được thể hiện bằng giọng văn hài hước và sắc sảo. Tác giả Pha Lê có bằng thượng cấp Grand Diploma của trường ẩm thực Le Cordon Bleu danh giá. Cô hiện đang là cây viết ẩm thực - văn hóa chủ lực của trang soi.today và báo Tuổi Trẻ cuối tuần. 
",100.000 đ,,NXB Trẻ,2020,23 x 15.5 cm,Bìa Mềm,492,,https://www.fahasa.com/an-gi-cho-khong-doc-hai-tai-ban-2020.html,,,,
38,Thiền Khí Tâm,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9786045638392.jpg,Kiến thức y học tổng hợp,Master Sridevi Tố Hải,"
Thiền Khí Tâm
Thiền Khí Tâm do Master Master Sridevi Tố Hải viết dựa trên 15 năm kinh nghiệm học tập, thực hành và giảng dạy Yoga, Thiền định. Thiền Khí Tâm mong muốn đem đến cho bạn nền tảng Thiền giúp thanh lọc và cân bằng Thân - Tâm - Trí theo hướng khoa học.
Theo tác giả Master Sridevi Tố Hải thì trong tất cả các bài thực hành Yoga và Thiền, Sinh Khí hay Hơi thở là quan trọng nhất. Chúng ta đến với cuộc đời này bằng khí, sống bằng khí, tương tác bằng khí và ra đi cũng bằng khí. Chính vì vậy mà trong Yoga và Thiền học đều quan trọng khí. Nếu Khí quan trọng trong thực hành thì Tâm lại quan trọng trong ứng dụng vào đời sống. Tất cả triết lí của các Đạo giáo hay Yoga, Thiền học đều khẳng định với chúng ta là “Hạnh phúc đến từ tâm”. Làm sao để ta chuyển hóa tâm từ tiêu cực sang tích cực, từ ác sang thiện, từ đau khổ sang hạnh phúc? Chúng ta cần phải học cách rèn tâm và hành tâm vào cuộc sống một cách đúng đắn.
Khí - hay còn gọi là sinh khí, năng lượng của thể vi tế, nằm ở thể thứ hai trong ba thể của con người. Nó liên quan đến những nhu cầu sống của con người. Một khi nguồn sống này yếu đi cũng sẽ làm cho sức sống của con người cũng bị ảnh hưởng. Nhưng nếu nguồn sinh khí này dồi dào, biểu hiện ra ngoài của cơ thể cũng trở nên sinh động, con người cũng có sức sống hơn, khỏe mạnh hơn và hạnh phúc hơn. Sinh khí hay năng lượng được đưa vào cơ thể qua 5 con đường: 1. Năng lượng mẹ truyền sang con; 2. Năng lượng từ ăn uống; 3. Năng lượng từ hơi thở; 4. Năng lượng từ Yêu thương; 5. Năng lượng từ Vũ trụ
Tâm - chữ Tâm có rất nhiều ý nghĩa và hình thức, cho nên Tâm nên là một động từ, và trong thiền đó là động từ tích cực, nó được thể hiện qua các hành động yêu thương nhất, hạnh phúc nhất thì người hành thiền mới dễ dàng đạt đến trạng thái cao trong thiền. Tâm trong Thiền Khí Tâm là tâm hành trong đời sống.
Thiền Khí Tâm có thể tiếp cận được với mọi đối tượng, dựa trên nền tảng thiền và khoa học bộ não, thể chất, năng lượng; không mang màu sắc của tôn giáo… Đây là phương pháp thiền ứng dụng để người thực hành có được một sức khỏe tốt, một tinh thần bình an và trí tuệ sáng suốt hơn. Bản thân trong triết lý khoa học cổ xưa của Yoga và Thiền thì mỗi cá nhân là một tiểu vũ trụ, độc lập, tự do nội tâm. Vì vậy, thông qua phương pháp Thiền Khí Tâm, chúng ta trở thành nhà lãnh đạo của chính mình. Từ đó chúng ta phát triển được ý thức trực giác, khả năng phán đoán nhạy cảm, tăng chỉ số cảm xúc và cân bằng trong mọiđiều kiện và tình huống. Đây cũng chính là cách mà Thiền Khí Tâm thấm vào người tập.
Cuốn sách gồm hai nội dung lớn về Thiền Khí Tâm và Thiền Cơ Bản. Thiền Khí Tâm, được giới thiệu với phần lí thuyết và kĩ thuật thực hành dựa trên 4 cấp độ: Đả Thông, Thanh Tẩy, Chuyển Hóa, Hợp Nhất. Những bài tập Thiền Khí Tâm bao gồm cả Thiền tĩnh và Thiền động nên dễ dàng tiếp cận cho người mới bắt đầu. Thiền Cơ Bản, hệ thống lại những triết lí và kĩ thuật thiền cơ bản từ nhiều ngàn năm trước của những Bậc Giác ngộ và những vị Thiền sư nổi tiếng.
“Thiền Khí Tâm đến như món quà của Vũ trụ. Đó là lúc tôi phát hiện ra: Khi ý chí mình mạnh mẽ thì mình có thể điều khiển được tất cả mọi thứ, cho nên kĩ thuật Thiền Khí Tâm là kĩ thuật huấn luyện Ý TÓM KHÍ. Tức là sẽ luyện cho người tập có một ý chí mạnh mẽ, dẫn được khí của bản thân và dẫn dắt khí của người khác, làm cho luồng khí của mọi người hội tụ về chúng ta, và bạn chính là người vận hành dòng khí cuộc đời mình. Thiền Khí Tâm ra đời như một món quà tôi muốn dành cho cộng đồng và muốn lan tỏa phương pháp thanh lọc, cân bằng Thân-Tâm-Trí này cho mọi người”. 
- Master Sridevi Tố Hải - 
",80.000 đ,,NXB Phụ Nữ,2016,19 x 21,Bìa Mềm,100,,https://www.fahasa.com/thien-khi-tam.html,,,,
