,tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,công ty phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả,path,phiên bản,thương hiệu,xuất xứ,xuất xứ thương hiệu,tên dách
509,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_184459.jpg,Phóng sự - Ký sự,NXB Trẻ,"
Gần như là một bút ký chuyện đời và chuyện nghề của một nhà văn vốn kiêm rất nhiều việc quan trọng: công chức ngoại giao, lãnh sự, và từng là chủ tịch Hội nhà văn Hà Nội Hồ Anh Thái. Cũng chỉ là những mẩu nho nhỏ, qua đó bày tỏ thái độ, quan niệm cũng như nguyên tắc cá nhân về rất nhiều điều tưởng chừng nhỏ nhặt nhưng thực ra là đại diện cho văn hóa sống, văn hóa công sở… Có thể có động chạm, vì đôi khi thói xấu do thói quen hay sự lười biếng mà thành, vì thế cuốn sách có thể mang lại nhiều ý kiến đánh giá trái ngược.
Hấp dẫn và hữu ích nhất là phần II - Lang thang trong chữ - gồm những câu chuyện về ngôn ngữ, bếp núc sáng tạo. 
",90.000 đ,,,,,,,,,,,,,Lang Thang Trong Chữ (Tái Bản 2019)
510,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8934974143246.jpg,Phóng sự - Ký sự,NXB Trẻ,"
Đi du ngoạn kiến trúc với Tạ Mỹ Dương, là sống với công trình ở khía cạnh nhân văn của chúng, chứ không chỉ là sự ngưỡng mộ thán phục về độ kỳ vĩ hay cái lạ lùng. Sự lãng mạn, sự mộng mơ, và những ký ức của kiến trúc.
“Những kỷ niệm chỉ chực chờ cơ hội để ùa về, phả kín trang giấy. Những âm vang quá khứ luôn gõ nhịp trên lối đi chữ nghĩa của Tạ Mỹ Dương dễ gây bồi hồi, đồng cảm.”
--Nguyễn Trọng Chức, nhà báo 
",205.000 đ,,,,,,,,,,,,,Đá Hát (Du Ký Kiến Trúc)
511,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_228469.jpg,Phóng sự - Ký sự,NXB Hội Nhà Văn,"
Điện ảnh Việt Nam đã có tuổi đời gần một thế kỷ với hơn một ngàn bộ phim lớn nhỏ từng ra mắt công chúng. Trong đó, điện ảnh miền Bắc đã trở thành mảnh đất màu mỡ cho những phân tích, nghiên cứu và mổ xẻ tương đối sâu rộng trên hầu khắp các diễn đàn. Thế nhưng, vẫn còn tồn tại một miền hoang lạnh ẩn trong sương mù mà nhiều người sinh ra và lớn lên ở miền Bắc, cũng như thế hệ sinh sau 75 chưa được đặt chân tới - đó là điện ảnh miền Nam trước năm 1975.
Lội dòng lịch sử, đào bới tro tàn để tìm lại những hòn than một thời bỏng cháy, cây bút phê bình kỳ cựu Lê Hồng Lâm với tư tưởng tự do và dấn thân đã thực hiện một cuộc điều nghiên gian khó, đầy tham vọng về điện ảnh Sài Gòn giai đoạn 1954-1975. Người Tình Không Chân Dung - Khảo cứu điện ảnh Sài Gòn 1954-1975 của Lê Hồng Lâm là một tập sách vô cùng đặc biệt và quý báu, không chỉ dành những người yêu môn Nghệ thuật thứ bảy, mà còn cho cả người khát khao tìm tòi về một giai đoạn trong lịch sử bị lãng quên. 
",250.000 đ,,,,,,,,,,,,,Người Tình Không Chân Dung
512,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_187604.jpg,Phóng sự - Ký sự,NXB Hội Nhà Văn,"
Huỳnh Như Phương là nhà nghiên cứu lý luận, phê bình gần như suốt đời dùng ngòi bút để đề cao, cổ vũ và dự phóng những giá trị của văn nghệ dân tộc. Tác phẩm Giấc mơ, Cảnh tượng và Cái nhìn một lần nữa cho thấy ông mải mê và quyết tâm đi theo con đường đó. Ông lặng lẽ đổ một cái bóng lớn đậm trong một hành trình dài không ngưng nghỉ.
Đông đảo bạn đọc báo chí quen nhìn thấy Huỳnh Như Phương như một nhà phê bình bám sát đời sống văn học, nhất là văn học ở Sài Gòn. Nhưng giữa dòng chảy đầy áp lực của báo chí, ông vẫn điềm tĩnh giữ được vị thế riêng của mình.
Tác phẩm Giấc mơ, Cảnh tượng và Cái nhìn cho thấy một phong cách khác, một diện mạo khác của Huỳnh Như Phương. Ông chọn đứng từ một khoảng cách xa hơn các đối tượng nghiên cứu, phê bình để vừa có thể nhận định, phê bình sâu sắc từ tác giả, dịch giả, tác phẩm, hoạt động xuất bản, báo chí, đến sự tiếp nhận ảnh hưởng từ nước ngoài, những hiện tượng, trào lưu văn học chính yếu, tác động của chính trị - xã hội, hoạt động phê bình, nghiên cứu, lý luận, giảng dạy…
Cuốn sách được chia làm ba phần, như là ba thao tác, ba tâm thức ít nhiều khác biệt, nhưng đều có điểm chung là sự bao dung và tinh thần nhân văn chủ nghĩa. Bao dung để có một bức tranh lớn. Tinh thần nhân văn để biến mình thành một kẻ nhạy cảm đón lấy những cái đẹp và giá trị thuộc về cõi người ta.
Không phiêu lưu tiêu biến vào những chân trời vô tăm tích, ông ở lại đây với chúng ta, thỉnh thoảng lại cất lên một mẻ lưới để chia sẻ với mọi người, như một món quà của người bạn đường văn chương.
Thật khó để tát cạn tinh thần của cuốn sách phong phú này. Có thể dễ dàng thấy cái đẹp của văn phong khúc chiết, luận điểm mạch lạc trong từng bài viết; khó hơn một chút là nhìn ra tri thức sâu rộng và chủ nghĩa nhân văn như sợi dây xuyên suốt nối các bài viết. Thiết nghĩ, bạn đọc quan tâm và cả giới chuyên môn trong lĩnh vực nghiên cứu – lý luận – phê bình sẽ gặt hái được không ít từ tác phẩm này. 
",95.000 đ,,,,,,,,,,,,,"Giấc Mơ, Cảnh Tượng Và Cái Nhìn"
513,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_214460.jpg,Phóng sự - Ký sự,NXB Công An Nhân Dân,"
Cuốn sách là những câu chuyện cùng diễn biến có thật trong Chiến dịch Trị Thiên - Xuân Hè 1972 và 81 ngày đêm chiến đấu ở mặt trận Thị xã - Thành cổ Quảng Trị. Với những điều mắt thấy tai nghe, những câu chuyện đồng đội kể lại và tham khảo nhiều tư liệu, bài viết từ hai phía, người viết muốn tổng hợp lại một bức tranh khái quát về chiến trường Quảng Trị để cho người đọc hiểu rõ hơn về chiến dịch Quảng Trị và diễn trình chiến đấu 81 ngày đêm, nơi được gọi là “Mùa hè đỏ lửa”, là “Chảo lửa nóng bỏng” hay “Cối xay thịt” với những mất mát đau thương của cả hai phía trên mảnh đất miền Trung cát trắng, gió Lào. 
",168.000 đ,,,,,,,,,,,,,Bão Táp Và Sông Thiêng
514,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_190892.jpg,Phóng sự - Ký sự,NXB Tri Thức,"
Thái Phỉ là nhân vật hoạt động sôi nổi và sống trong giai đoạn lịch sử đầy bão táp. Trong giai đoạn lịch sử dân tộc đi vào khúc cua hiểm trở, bằng sự nhạy bén đặc biệt, ông đã qua tâm sâu sắc đến giáo dục. Ông viết về giáo dục trên báo và viết cả sách. Tác phẩm Một Nền Giáo Dục Việt Nam Mới đã ra đời trong hoàn cảnh đó. 
Đây là tác phẩm như chính ông tâm sự, sẽ là ""một kế hoạch cải cách nền giáo dục Việt Nam"", một bản kế hoạch được viết ra ""dựa vào những điều nhận xét cùng kinh nghiệm có được trong hai chục năm giời, vừa nhờ nghề dạy học, vừa nhờ nghề làm báo, vừa nhờ những cuộc du hành ở hầu khắp các nơi thành thị và thôn quê, suốt từ Bắc vô Nam"". 
",60.000 đ,,,,,,,,,,,,,Một Nền Giáo Dục Việt Nam Mới
515,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_34229.jpg,Phóng sự - Ký sự,NXB Phụ Nữ,"
Ngòi bút của Phan Khôi đề cập hầu hết các khía cạnh căn bản của Phụ nữ, từ đòi hỏi xem xét người nữ trong tư cách làm người nói chung chứ không chỉ trong tư cách làm vợ làm mẹ, nhân đó nêu các vấn đề phụ nữ với "" quốc sự"" (chính trị), vấn đề nữ lưu giáo dục, vấn đề ""nữ công"", và nhất là các vấn đề về nhân phẩm, về hôn nhân gia đình,.v.v... 
",195.000 đ,,,,,,,,,,,,,Phan Bội Châu - Vấn Đề Phụ Nữ Ở Nước Ta (Tái Bản 2020)
516,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_231236.jpg,Phóng sự - Ký sự,NXB Tổng Hợp TPHCM,"
Trong các thể loại bài viết của báo chí, phóng sự luôn là một thách thức đáng gờm, không chỉ các cây bút mới vào nghề, mà ngay cả những phóng viên ""cứng"" cũng hơn một lần băn khoăn liệu bài phóng sự của mình đã đủ hay, đủ nóng để hấp dẫn người đọc chưa.
Nhưng ""Đường vào phóng sự báo chí"" của nhà báo Ngọc Trân dường như lại khiến vấn đề gai góc trên trở nên đơn giản.
Cuốn sách nhỏ xinh, dày cho đến 200 trang được Nhà xuất bản Tổng hợp TPHCM tái bản sẽ cung cấp những kiến thức cơ bản nhất về phóng sự, cùng những cách viết bài sao cho hấp dẫn, mạch lạc.
Trong sách, nhà báo Ngọc Trân cũng khéo léo lồng ghép các đoạn trích hoặc nguyên bài từ các báo uy tín trong và ngoài nước để người đọc có thể thẩm thấu phần lý thuyết một cách dễ dàng. Đặc biệt, tác giả còn dành một chương để hệ thống hóa lại kiến thức ngữ pháp. Theo ông, trước khi viết hay, phải viết chuẩn xác cái đã.
Với mong muốn giúp sinh viên báo chí lẫn người mê viết lách tiếp cận thủ thuật và kỹ năng nghề báo, ông đã liên tiếp cho ra mắt những cuốn cẩm nang báo chí ngắn gọn và sinh động.
Cùng với ""Thuật viết lách từ A đến Z"", ""Khám phá nghề biên tập""... ""Đường vào phóng sự báo chí, dễ đi thôi mà"" có thể sẽ mở ra một lối đi cho những bạn ước mơ trở thành nhà báo, và cả những bạn muốn hành nghề trong một số lĩnh vực truyền thông khác. 
",79.000 đ,,,,,,,,,,,,,Đường Vào Phóng Sự Báo Chí - Dễ Đi Thôi Mà!
517,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_230087.jpg,Phóng sự - Ký sự,NXB Hội Nhà Văn,"
Ngày nay, khi nói đến thơ Nhật Bản, người ta thường nghĩ đến thơ Haiku. Điều đó không phải là không đúng vì phạm vi phổ biến của thể thơ này quá rộng lớn. Tuy nhiên, thơ ca Nhật còn có cả Ca dao cổ đại (Kayō), Hòa ca (Waka), Hán thi (Kanshi) và thơ mới (Shintaishi) nữa. Trong đó, Hòa ca đóng vai trò quan trọng nhất vì thừa hưởng dư ba của ca dao, tiếp nhận ảnh hưởng của cổ thi Trung Quốc, phản ánh từ rất sớm mọi khía cạnh của tâm hồn người Nhật thông qua một vốn liếng kỹ thuật tu từ phong phú. Cũng cần phải nói là nhờ Hòa ca (Waka) xưa kia, ta mới có Đoản ca (Tanka), Bài cú (Haiku) ngày nay. Do đó, để hiểu văn hóa Nhật Bản thì việc giới thiệu thơ Hòa Ca, tinh hoa của văn chương cung đình thời trung cổ là điều cần thiết.
Không thể nào hiểu một cách thấm thía Murasaki Shikibu, Bashō, kịch Nō, kịch Kabuki, Tanizaki, Kawabata,... thể loại ca nhạc mới như Enka... mà thiếu kiến thức về Waka. Tập sách này không những chỉ đóng vai trò giải thích nghĩa và dịch sang một số thể thơ của Việt Nam mà còn giải thích về tác giả, xuất xứ, hoàn cảnh sáng tác và đánh giá nội dung cũng như hình thức của từng bài thơ với mong muốn giúp cho người yêu thơ và sinh viên có cơ hội tiếp cận được tường tận một mảng văn hóa thế giới quí báu. Nội dung của tập sách này được biên soạn từ nhiều tài liệu khác nhau, mà cơ sở là sách giáo khoa sử dụng trong các trường trung học, sau mới tới những tác phẩm phê bình và thưởng ngoạn của các văn nhân, thi sĩ Nhật Bản. 
",250.000 đ,,,,,,,,,,,,,Bách Nhân Nhất Thủ - Thiên Nhiên Và Luyến Ái Trong Cổ Thi Nhật Bản
518,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_216416.jpg,Phóng sự - Ký sự,NXB Văn Hoá - Văn Nghệ,"
""Thạc sĩ Lư Nhất Vũ và tôi là đồng hương, cùng là hai người con của quê hương đất Thủ.
Thuở còn đi học, anh cùng học chung trường Nguyễn Trãi với chị tôi, nhưng lớn hơn chị tôi ba tuổi. Anh thuộc thế hệ đàn anh của tôi, cho dù tuổi tác có chênh lệch nhưng giữa tôi và anh lại có những đồng cảm thú vị.
Năm 1955, khi nhạc sĩ Lư Nhất Vũ từ giã mái trường, từ giã bạn bè, từ giã tuổi học trò để lên đường vượt tuyến ra miền Bắc đi theo kháng chiến thì tôi còn là một cậu bé tóc để chỏm. Sau bao nhiêu năm lao động, chiến đấu và học tập ở miền Bắc xã hội chủ nghĩa, anh tốt nghiệp Khoa Sáng tác trường âm nhạc Việt Nam (1962) và chính thức trở thành nhạc sĩ. Ngày ấy, dù đang còn công tác ở Hà Nội, nhưng cuộc tổng tiến công và nổi dậy vào Tết Mậu Thân của lực lượng ta đánh thẳng vào hang ổ của kẻ thù, khiến cho miền Bắc, hậu phương lớn tràn ngập niềm vui, thôi thúc nhạc sĩ viết nên ca khúc Cô gái Sài Gòn đi tải đạn, một ca khúc đi cùng năm tháng, ghi dấu ấn sâu đậm trong thời kỳ kháng chiến chống Mỹ, làm nên tên tuổi nhạc sĩ Lư Nhất Vũ....."" 
",120.000 đ,,,,,,,,,,,,,Vi Vu Tình Đời
519,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_145387.jpg,Phóng sự - Ký sự,NXB Văn Học,"

Cơm Thầy Cơm Cô Và Cạm Bẫy Người
Nhà văn VŨ TRỌNG PHỤNG (1912-1939) đã viết nhiều phóng sự nổi tiếng. Cơm thầy cơm cô và Cạm bẫy người cũng là những phóng sự nổi tiếng của nhà văn. Ngòi bút của ông không chỉ ghi được sự thực mà còn ghi được cả cái thực trạng của sự thực. Những tác phẩm của ông có ảnh hưởng sâu rộng, xứng đáng là một nhà văn hiện thực xuất sắc của nền văn học Việt Nam.
Nếu phải giới thiệu thiên Cạm bẫy người về phương diện phóng sự, thì tài nghệ của tác giả trong những tác phẩm trên cũng đủ làm đảm bảo chắc chắn rồi. Nhưng đây không chỉ là một thiên phóng sự. Nó thuộc hàng những tác phẩm có ảnh hưởng sâu rộng, có thể vạch phương hướng cho văn nghệ, giúp được tài liệu cho thế hệ sau khảo xét về giai đoạn hiện thời.
Phóng sự Cạm bẫy người (1933) viết về nạn cờ bạc bịp ở Hà Nội. Để thấy cái tệ nạn cờ bạc rộng lớn và tai hại đến đâu, Vũ Trọng Phụng đã điều tra cái làng bịp, vạch ra tổ chức của nó, phác họa chân dung, mô tả chân tướng của dân làng bịp, tường thuật cách hành nghề của họ rõ ràng, sinh động... Viết Cạm bẫy người là tố cáo một tệ nạn xã hội và nêu lên những bi kịch do những tay săn mòng gây ra cho những gia đình của bọn tín đồ “tôn giáo đỏ đen”.
Với thiên phóng sự Cơm thầy cơm cô gồm mươi chương, đoạn trích chương ba và chương bốn là hai chương tiêu biểu của phóng sự nổi tiếng này. Qua đoạn trích chúng ta sẽ thấu hiểu được cảnh cơ cực, cùng quẫn của những người lâm vào cuộc sống cơ hàn trong xã hội cũ. Nhà văn trong vai nhân vật ""tôi"" đi xin việc, đã tái hiện lại một xã hội đầy bất công mà ông gọi là ""chó đểu"".
Nhân vật ""tôi"" đóng vai người điều tra phỏng vấn đã được mắt thấy tai nghe ở cái ""ngã tư đường"", nơi tụ họp của những người thất nghiệp, ở đó có sự bất công đến lạ lùng, mụ ""đưa người"" thì thừa cơ dùng những thủ đoạn, những món nghề ra mà tác oai trước mặt bao kẻ cùng quân, tội nghiệp. Hiện lên trước mặt chúng ta là đám người ""ngồi dơ mặt cho ruồi bâu” và số phận của họ trên con đường kiếm kế sinh nhai. Phải cho rằng tình cảnh của những người lao động thất nghiệp ấy đã rơi vào tình thế bi đát nhất. Cứ xem cảnh sinh hoạt của họ, ta sẽ phải chua xót thay cho những thân phận cơ hàn ấy. Người ta nói chuyện rầm rì huyên thuyên lên, cái đó đã cố nhiên. Người ta lại chửi nhau, ""vui vẻ bắt chấy cho nhau, cắn cho đỡ đói"". Quả là một bi kịch thảm khốc của người lao động thất nghiệp. Dường như ở họ, cái lối thoát chật chội chỉ còn biết dựa vào sự may rủi của cách xin việc khốn khó đó. Ấy thế mà giá cả thuê mướn lại còn bị kẻ môi giới ăn bớt, ăn xén. Những sự việc đó đều được nhân vật ""tôi"" chứng kiến qua quá trình điều tra phỏng vấn của mình.
Trong văn học nói chung và thể phóng sự nói riêng để tạo ra cho tác phẩm một sức sống lâu bền với thời gian, nhà văn không chỉ xây dựng cốt truyện với những chi tiết, tình huống truyện độc đáo giàu giá trị nội dung mà qua đó còn quan tâm đến tính nghệ thuật của tác phẩm. Thật vậy, trong hai phóng sự Cơm thầy cơm cô và Cạm bẫy người, tác giả Vũ Trọng Phụng đã thành công trong việc thể hiện tài năng nghệ thuật của mình. Với lối văn sắc sảo, cay độc mang tính chất châm biếm, đoạn trích ở hai chương phóng sự này giàu tính giá trị nghệ thuật đặc sắc tạo cho người đọc cuốn vào những diễn biến của tác phẩm.
Trí Việt Book phát hành hai thiên phóng sự Cơm thầy cơm cô và Cạm bẫy người nổi tiếng này của nhà văn Vũ Trọng Phụng, với nội dung được làm cẩn thận, bìa được vẽ mới lạ thể hiện rõ không khí của một thời.

 

",43.000 đ,,,,,,,,,,,,,Cơm Thầy Cơm Cô Và Cạm Bẫy Người
520,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_219426.jpg,Phóng sự - Ký sự,NXB Tổng Hợp TPHCM,"
Cuốn sách này tập hợp một số bài báo và tham luận đã đăng trên các tạp chí khoa học chuyên ngành hoặc các kỷ yếu hội thảo khoa học, được người viết thực hiện trong 10 năm gần đây. Điểm chung của các bài viết là đều hướng tới mục đích tìm hiểu, khảo sát một số hiện tượng văn học nhằm chứng minh mức độ tương thích, hiệu quả cũng như khả năng tới hạn của các lý thuyết nghiên cứu phê bình văn học phương Tây khi được vận dụng vào nghiên cứu văn học cổ Việt Nam và Trung Hoa.
Sách được chia thành 3 phần:
- Phần 1: tập trung vào định hướng tiếp cận tư duy và hình tượng nghệ thuật trong văn học cổ Việt Nam và Trung Hoa.
- Phần 2: tập trung vào định hướng tiếp cận thể loại và ngôn từ nghệ thuật trong văn học cổ Việt Nam và Trung Hoa với các bài viết tìm hiểu về phép đối ngẫu và điển cố, những thủ pháp sử dụng ngôn từ đặc trưng của một nền văn học đậm chất cao nhã, quy phạm...
- Phần 3: tập trung vào định hướng tiếp cận đặc điểm của văn học cổ Việt Nam và Trung Hoa ở lĩnh vực phê bình văn học, gồm các bài viết khảo sát vai trò, đặc điểm của các văn bản tựa, bạt, lời dẫn, đề từ,...
Những con đường, cách thức, phương tiện hay những góc độ tiếp cận khác nhau chẳng qua cũng chỉ nhằm phục vụ cho mục đích hướng tâm, đó là tiếp tục khám phá, khẳng định giá trị của tinh hoa văn học dân tộc trong bối cảnh giao lưu, tiếp biến giữa văn học Việt Nam với các nền văn học trong khu vực và trên thế giới. 
",99.000 đ,,,,,,,,,,,,,Văn Học Cổ Việt Nam Và Trung Hoa - Những Hướng Tiếp Cận
521,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9786042093569.jpg,Phóng sự - Ký sự,NXB Kim Đồng,"
Họa Sĩ - Nhà Giáo Tạ Thúc Bình: Dung Dị Một Hồn Quê Kinh Bắc
Thông tin tác giả
Những cô bé, cậu bé được sinh vào thập kỷ 60-70 của thế kỷ XX chắc vẫn còn nhớ mãi những cuốn truyện tranh “Thạch Sanh”, “Bánh chưng, bánh dày” hay “Cóc kiện Giời” do Nhà xuất bản Kim Đồng phát hành. Đó là những cuốn sách được in khổ to, màu sắc đẹp, lời chuyện kể được viết tay.
Với độc giả thiếu nhi thời đó, những cuốn sách trên là món quà vô cùng quý giá với tuổi thơ thiếu thốn khi ấy. Làm ra một cuốn sách cần tới rất nhiều người, nhưng với truyện tranh thì người họa sĩ là người quyết định sự cuốn hút của cuốn sách. Những cuốn truyện tranh nói trên có những hình vẽ thực chân thật và gần gũi với tuổi thơ và người sáng tạo ra chúng chính là họa sĩ Tạ Thúc Bình.
Họa sĩ Tạ Thúc Bình tốt nghiệp trường Mỹ thuật Đông Dương khóa 15 (1940 - 1945). Tuy tiếp thu Nghệ thuật từ phương Tây, nhưng trong sâu thẳm ông là người thấm đậm những tinh hoa văn hóa dân tộc của vùng đất Kinh Bắc. Ông thích tranh Đông Hồ, mê hát Chèo, say đắm Quan họ, có lẽ vậy mà nét bút của ông nhuần nhuyễn hồn Việt.
Những gì ông để lại trên các trang sách nhỏ đã cuốn hút nhiều thế hệ trẻ Việt Nam, bằng những nét vẽ chân chất, thuần Việt. Những trang sách của ông đã hướng họ từ yêu những bức tranh nhỏ vẽ phong cách quen thuộc nơi quê nhà, tới tình yêu lớn hơn - tình yêu quê hương Việt Nam tươi đẹp.
 

",98.000 đ,,,,,,,,,,,,,Họa Sĩ - Nhà Giáo Tạ Thúc Bình: Dung Dị Một Hồn Quê Kinh Bắc
522,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195144.jpg,Phóng sự - Ký sự,NXB Văn Học,"
“Toàn Việt thi lục” trong sự nghiệp trước thuật của Lê Quý Đôn
Lê Quý Đôn là một nhà bác học Việt Nam thế kỉ XVIII, trị thức rộng lớn bao quát nhiều lĩnh vực trong quá khứ và tư tưởng học thuật của ông gần như bao trùm mọi phương diện của lịch sử trung đại Việt Nam. Xét riêng ở hoạt động ngữ văn học như sau tầm, chỉnh lí, biên chép, khảo chứng, phân tích tư liệu văn học, Lê Quý Đôn đã có những cống hiến lớn lao với các bộ sách như: Kiến Văn Tiểu Lục 見文小錄, Hoàng Việt Văn Hải 皇越文海, Trí Sĩ trướng văn tập, Toàn Việt thi lục  .. Trong khi nhiều bộ sách thuộc các mảng trước tác khác của Lê Quý Đôn đã lần lượt được giới thiệu, dịch thuật và xuất bản thì mảng sách văn học của ông còn chưa được chú ý nghiên cứu, khai thác đúng mức. Tìm hiểu về Toàn Việt thi lục ở các phương diện, trước hết về mặt văn bản, để dần dịch thuật và công bố, dẫu chỉ là từng phần của văn bản, sẽ giúp chúng ta có một cái nhìn toàn diện hơn về những thành tựu và cống hiến của Lê Quý Đôn cho nền văn hóa dân tộc. Nhìn tổng thể các hoạt động ngữ văn học quá khứ, có thể coi Lê Quý Đôn và tác phẩm của ông, trong đó có Toàn Việt thi lục, xét về mảng văn học, là một thành tựu có ý nghĩa “bản lề”. Do thế, thông qua việc nghiên cứu Toàn Việt thi lục ta có thể tổng kết, đánh giá tư tưởng và học thuật của Lê Quý Đôn một cách toàn diện và có căn cứ khoa học xác thực hơn.
Chế độ văn quan phương Đông cổ truyền là cơ sở sản sinh ra tầng lớp trí thức Nho học. Trí thức Nho học (nhà Nho) hoạt động trong nhiều lĩnh vực trọng yếu của thể chế chính trị, văn hóa và xã hội, họ trực tiếp tạo ra thành tựu văn hiến đương thời và những thành tựu ấy trở thành di sản văn hiến của dân tộc. Nghiên cứu, thẩm định, | luận thuật, bảo tồn, khai thác di sản văn hiến quá khứ và đương thời trong lịch sử đã hình thành một ý thức học thuật độc đáo, tạo ra một kiểu loại nhà Nho làm khoa học đặc biệt, mà thành tựu cống hiến của họ sẽ có khả năng trùm lên nhiều thời đại. Lê Quý Đôn là một trong số không nhiều trí thức Nho học tự đặt lên vai mình gánh nặng chuyên chở những giá trị văn hiến này của dân tộc trong thời trung đại. 
",150.000 đ,,,,,,,,,,,,,Toàn Việt Thi Lục (Tập 1)
