tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,nhà phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả
Tiếng Việt Dành Cho Người Hàn - Sơ Cấp,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_19363.jpg,Tiếng Việt,NXB Hồng Đức,"
Tiếng Việt luôn được đánh giá là ngôn ngữ khó bởi hệ thống ngữ pháp đa dạng (phong ba bão táp không bằng ngữ pháp Việt Nam) cùng hệ thống thanh điệu phức tạp. Để đơn giản hóa việc học ngôn ngữ, ban biên tập mang đến cuốn sách Tiếng Việt dành cho người Hàn sơ cấp dành cho những người Hàn muốn bắt đầu học và làm quen với tiếng Việt.
Cấu trúc cuốn sách bao gồm các phần:
Giới thiệu ngữ âm tiếng Việt: Gồm hệ thống nguyên âm, phụ âm, thanh điệu được giải thích một cách chi tiết, cụ thể giúp người học có thể phát âm một cách chính xác
20 bài học với những chủ đề thông dụng, quen thuộc nhất như: giới thiệu bản thân, nghề nghiệp, gia đình, sở thích, thói quen, du lịch,… Mỗi bài học bao gồm các phần:

Hội thoại: với ngôn ngữ và các tình huống thường gặp nhất trong thực tế cuộc sống
Từ vựng: hệ thống từ mới có trong bài hội thoại
Ngữ pháp: giới thiệu những điểm ngữ pháp quan trọng kèm ví dụ chi tiết, dễ hiểu
Luyện tập: các bài tập lồng ghép từ mới và điểm ngữ pháp vừa học  
Bài đọc: các chủ đề quen thuộc, nâng cao khả năng đọc hiểu và cung cấp kiến thức về văn hóa – xã hội – con người Việt Nam
Phần nghe: giúp trau dồi khả năng nghe 

Sau mỗi 05 bài học là phần ôn tập tổng kết, bao gồm các chủ điểm ngữ pháp và từ vựng quan trọng nhất được lồng ghép trong các dạng bài luyện tập đa dạng, giúp củng cố kiến thức, tăng khả năng ghi nhớ và vận dụng cho người học.
Đặc biệt, sách đi kèm audio tiếng Việt chuẩn thông qua app MCPlatform trên điện thoại giúp người học luyện nghe một cách tiện lợi. Chỉ cần quét mã QR ngay sau bìa sách là người học có thể sở hữu trọn bộ file nghe của cuốn sách và có thể luyện nghe, ôn tập mọi lúc mọi nơi.
Đây chắc chắn sẽ là cuốn sách phù hợp nhất dành cho những người Hàn muốn học tiếng Việt ở trình độ sơ cấp, tạo tiền đề quan trọng để học lên các trình độ cao hơn. 
",180.000 đ,,,,,,,
Tiếng Việt 123 (Tiếng Việt Dành Cho Người Nhật) - Tái Bản 2019,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/c/5/c586181c586cbf32e67d.jpg,Tiếng Việt,NXB Thế Giới,"
		    Tiếng Việt 123 (Tiếng Việt Dành Cho Người Nhật) - Tái Bản 2019		    
",273.000 đ,,,,,,,
Tiếng Việt Dành Cho Người Nhật Tập 2(Tái bản) + CD,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_23431.jpg,Tiếng Việt,Văn hóa - Văn nghệ,"
Tiếng Việt Dành Cho Người Nhật Tập 2(Tái bản) + CD 
",55.000 đ,,,,,,,
Click Tiếng Việt Trình Độ A - Tập 2,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_416.jpg,Tiếng Việt,NXB Đại Học Quốc Gia Hà Nội,"
Cuốn sách: Tiếng Việt Trình Độ A - Tập 2 do GS.TS Đoàn Thiện Thuật làm chủ biên. Lý do chúng tôi chọn cuốn sách này làm cuốn sách đầu tiên giới thiệu tới quý độc giả là vì đây là một cuốn sách có cách bố cục khá chặt chẽ, khoa học. Cách trình bày cũng tương đối dễ hiểu, dễ xem. Và đây cũng là một trong những cuốn sách luôn nằm trong tủ sách của trung tâm 123VIETNAMESE, được rất nhiều các thầy cô giáo tại đây lựa chọn làm giáo trình giảng dạy. Sách Tiếng Việt được biên soạn theo chín chủ đề. Mỗi chủ đề có ba bài và sau sáu bài có một bài ôn tập. Mỗi bài góp phần mở rộng chủ đề, nhưng nó có chủ điểm ngữ pháp và ngữ âm riêng. Câu chìa khoá về ngữ pháp được lấy làm tên bài. Do vậy, mới nhìn  qua và căn cứ vào tên bài, người đọc dễ có cảm tưởng là bài viết không ăn nhập với chủ đề hoặc xa đề, nhưng thực ra không phải như vậy.
Với chủ trương đề cao tính thiết thực và tính hiệu quả trong giảng dạy mà trong Bài học tại lớp chúng tôi chỉ cho những bài luyện và những mẫu câu, tức những công thức ngữ pháp được cụ thể hoá cho dễ nhớ, chứ không miêu tả lý thuyết dài dòng.
Việc đơn giản hoá như thế có thể làm cho người dạy hay người học khó hiểu hoặc hiểu không đầy đủ. Chúng tôi có một phần gọi là Ghi chú để ai thấy cần thiết thì xem thêm.
Bài tập ở nhà gồm có những bài nghe ghi trên băng từ và bài làm viết trên giấy. Băng này không chỉ giúp người học rèn luyện kỹ năng nghe hiểu mà còn tập đọc cho đúng. Do vậy băng ghi cả bài nghe lẫn bài đọc.
Để tự kiểm tra kết quả bài tập ở nhà đã có phần đáp án.
Trong học tập ở bất cứ bộ môn gì, thì bao giờ ngoài giáo trình chính thức thường phải có sách công cụ để người học tham khảo. Ở đây phải là sách Ngữ Pháp và Từ điển. Hai phần ghi chú và Bảng từ đóng vai trò của những sách công cụ. Tuy nhiên chúng được viết rất đơn giản. Phần ghi chú thì Ghi chú ngữ âm trình bày rất ngắn gọn toàn cảnh cấu trúc âm vị học tiếng Việt. Còn ghi chú ngữ pháp chỉ làm rõ thêm những điều đã dạy ở phần Bài học trong sách. Bảng từ chỉ cung cấp những từ gặp trong sách và với nghĩa trong bài. Nghĩa mỗi từ không đầy đủ như trong từ điển và thậm chí còn khác nữa, đó là nghĩa của một từ trong tình huống cụ thể (hay còn gọi là nghĩa dụng học) 
",136.000 đ,,,,,,,
Tiếng Việt Cho Người Hoa T1 + CD,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8936042001670_1.jpg,Tiếng Việt,NXB Văn Hóa - Văn Nghệ,"
Ngay từ khi bắt đầu bạn phải xác định cho mình những bước chuẩn bị chính xác và cẩn thận nhất. Chỉ có như vậy học tiếng Trung mới trở nên dễ dàng và hiệu quả. Nếu như bạn còn đang hoang mang khi không biết bắt đầu từ đâu? phương hướng đi như thế nào, vậy thì cuốn sách này có thể giúp bạn học tốt tiếng Trung nhất. 
",55.000 đ,,,,,,,
Tiếng Viết Dành Cho Người Hàn Quốc T1 + 2CD,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8936042000093_1.jpg,Tiếng Việt,Trẻ,"
Tiếng Viết Dành Cho Người Hàn Quốc T1 + 2CD
Điểm mạnh của giáo trình này là song ngữ, rất dễ học, dễ hiểu. Nội dung đầy đủ các câu hội thoại từ đơn giản đến phức tạp giúp người học áp dụng và giao tiếp dễ dàng hơn trong thực tế 
",55.000 đ,,,,,,,
Tiếng Việt Dành Cho Người Pháp - Le Vietnamien Pour Les Français + CD,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_21373.jpg,Tiếng Việt,NXB Văn Hóa - Văn Nghệ,"
Cuốn sách cung cấp đầy đủ các từ vựng, ngữ cảnh, cách sử dụng từ - câu Tiếng Việt sao cho hợp lí và dễ hiểu nhất. Nếu có niềm yêu thích và sự kiên trì thì bạn sẽ nhanh chóng học được loại ngôn ngữ này. Hy vọng cuốn sách là người bạn đồng hành, là hành trang vững bước trên con đường chinh phục ngoại ngữ của người nước ngoài. 
",60.000 đ,,,,,,,
Tiếng Việt Thực Dụng Dành Cho Người Hàn Quốc + 2CD,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/img6340.u4972.d20170421.t165732.770727.jpg,Tiếng Việt,NXB Văn Hoá Sài Gòn,"
Tiếng Việt Thực Dụng Dành Cho Người Hàn Quốc + 2CD
Bạn yêu mến đất nước Hàn Quốc? Bạn muốn một ngày nào đó sẽ được đến thăm xứ sở kim chi xinh đẹp này? Vậy thì hãy trang bị cho mình những câu tiếng Hàn giao tiếp thông dụng sau đây nhé!
Trong giao tiếp tiếng Hàn, luyện tập nhiều sẽ đem lại cho bạn tự tin và nhạy bén, chính vì vậy mà điều bạn cần chính là thực hành thường xuyên. Điểm bắt đầu không đâu khác chính là những câu tiếng hàn giao tiếp thông dụng hàng ngày, điều này giúp chúng ta có hứng thú hơn rất nhiều đối với những bước khởi đầu học tiếng. Rất dễ dàng bắt gặp các câu giao tiếp cơ bản sau đây ở các bộ phim Hàn Quốc mà bạn thường hay xem. 
",55.000 đ,,,,,,,
Tiếng Việt Cho Người Nước Ngoài - Sơ Cấp (Kèm CD),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9786047750603_1.jpg,Tiếng Việt,NXB Thế Giới,"
Việt Nam là một đất nước tiềm năng có rừng vàng biển bạc, nền băn hóa độc đáo, chính trị ổn định và có nền kinh tế đang phát triển không ngừng, Chính là điểm đến quý báu của các bạn bè, các đối tác trên thế giới. Chính vì thế để hòa nhập và kết nối được với Việt Nam, nhu cầu học tiếng Việt và am hiểu sâu về văn hóa và con người việt nam của cộng đồng thế giới càng cao.
Tác giả và đồng tác giả cùng các cơ quan ban ngành phối hợp xây dựng và biên soạn bộ giáo trình “Tiếng Việt cho người nước ngoài” bộ sách gồm 4 cấp độ từ cơ bản đến nâng cao đi trực tiếp vào các chủ đề thiết thực.
Cuốn giáo trình “Tiếng Việt cho người nước ngoài” cấp cơ bản này bao gồm 20 bài từ bài 1 đến bài 4 giới thiệu bảng chữ cái và phát âm. Từ bài số 5 đến bài 20 sẽ giới thiệu và hướng dẫn ngữ pháp, từ vựng và thực hành hội thoại nghe, nói, đọc, viết theo chủ đề (bao gồm ba bài ôn tập) nhằm cung cấp cho người học những ngữ liệu thiết yếu cơ bản để hòa nhập với cộng đồng người Việt.
Khi nghiên cứu sâu các văn hóa và các tài liệu tiếng Việt khác kèm theo trải qua nhiều kinh nghiệm giảng dạy cho người nước ngoài đã chắt lọc và kết tinh được những khó khăn và trở ngại của học viên trong việc tiếp thu tiếng Việt nhằm biên soạn ra bộ giáo trình này giúp học viên lĩnh hội được ngôn ngữ bằng phương pháp linh hoạt, kết hợp tiếp thu và áp dụng được ngôn ngữ một cách nhanh nhất.
Tác giả,
Lê Thị Hiệp 
",492.000 đ,,,,,,,
Tiếng Việt Hiện Đại - Modern Vietamese Stage 2 + 2CDs,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_21376.jpg,Tiếng Việt,NXB Văn Hoá Sài Gòn,"
Tiếng Việt Hiện Đại - Modern Vietamese Stage 2 + 2CDs 
",100.000 đ,,,,,,,
Tiếng Việt Dành Cho Khách Nước Ngoài - Vietnamese For Foreign Travellers + 2CDs,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_21374.jpg,Tiếng Việt,Văn Hóa Văn Nghệ,"
Tiếng Việt Dành Cho Khách Nước Ngoài - Vietnamese For Foreign Travellers + 2CDs 
",50.000 đ,,,,,,,
Tiếng Việt - The 바른 베트남어 -  Step 1,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/v/v/vvvvvvvvvv_3.jpg,Tiếng Việt,NXB Hồng Đức,"
Tiếng Việt - The 바른 베트남어 Step 1
Chúng ta vẫn thường nhắc đến tên những tập đoàn, những tòa nhà lớn của Hàn Quốc tại Việt Nam. Đây chính là những minh chứng cho sự phát triển trong quan hệ hợp tác giữa Việt Nam và Hàn Quốc ngày càng được đẩy mạnh.
Để thuận tiện cho giao tiếp hàng ngày và làm việc, nhiều người Hàn Quốc tại Việt Nam có nhu cầu học tiếng Việt. Theo thống kê năm 2013, số lượng sử dụng tiếng Việt tăng dần và đã đạt đến con số hơn 97 triệu người, việc học tiếng Việt đã càng ngày càng trở nên phổ biến không chỉ ở Việt Nam mà còn ở Hàn Quốc và nhiều quốc gia khác.
Tuy nhiên việc này thường mất nhiều thời gian và không hiệu quả bởi cả người dạy và người học không có một lộ trình học tập bài bản hay bất kỳ tài liệu nào để tham khảo.
Cuốn sách “TIẾNG VIỆT - THE 바른베트남어 - STEP 1” là cuốn cẩm nang phục vụ cho việc học tập và ứng dụng tiếng Việt trong đời sống cho người Hàn Quốc. Với cấu trúc bài học tập trung đều vào các biểu hiện, ngữ pháp, luyện tập và mở rộng các ứng dụng thực tế trong đời sống của người Việt Nam, quyển sách được viết dựa trên ngôn ngữ chuẩn được sử dụng rộng rãi tại thủ đô Hà Nội và khu vực miền Bắc.
Ngoài ra, một số sự khác biệt và chú ý với ngôn ngữ ở khu vực miền Nam cũng được đề cập để người học phân biệt. Mặc dù có sự phân biệt giữa các vùng miền như ở trên, nhưng nhìn chung tiếng Việt là một ngôn ngữ khả thống nhất về mặt ngữ pháp và từ vựng.
Do đó, một khi người học đã nắm vững những biểu hiện trong quyển sách này thì sẽ không gặp khó khăn trong việc giao tiếp và sinh hoạt ở khu vực miền Bắc và cả các tỉnh thành khác của Việt Nam.
Giáo trình được chia làm 16 bài, ngoại trừ bài 8 và bài 16 là luyện tập, các bài còn lại đều đi theo từng chủ đề quen thuộc trong đời sống với nội dung gần gũi và không quá phức tạp để người học dễ nắm bắt và vận dụng “The 바른 베트남어 Step1” là cuốn sách đầu tiên trong Bộ giáo trình học tiếng Việt với trình độ từ sơ cấp đến cao cấp.
Thay vào việc đi nặng về học thuật, thông qua những kinh nghiệm thực tế về sự giao lưu và tương đồng giữa hai đất nước và những kinh nghiệm giảng dạy người Hàn Quốc trong đa dạng các môi trường như học sinh, sinh viên, nhân viên công ty, người kinh doanh, … cuốn sách đem lại các kiến thức mang tính cập nhật và thực tế cao để người học có thể vận dụng trong cuộc sống hàng ngày và công việc một cách hiệu quả nhất. 
",305.000 đ,,,,,,,
Sách Bài Tập Tiếng Việt 123 (Tiếng Việt Dành Cho Người Nước Ngoài) (Tái Bản 2019),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_188491.jpg,Tiếng Việt,NXB Thế Giới,"
Sách Bài Tập Tiếng Việt 123 (Tiếng Việt Dành Cho Người Nước Ngoài) là sách học Tiếng Việt dành cho người nước ngoài.
Trong mỗi bài học là các bài tập vô cùng đa dạng: nhìn nhanh và luyện tập, dùng từ gợi ý trong ngoặc để trả lời câu hỏi, nhin tranh và hoàn thành câu theo mẫu, điền từ thích hợp vào chỗ trống, nghe và chọn đáp án đúng cho các câu sau, đặt câu hỏi cho các câu trả lời,...
Ngôn Ngữ Việt - Anh 
",126.000 đ,,,,,,,
Tiếng Viết Dành Cho Người Hàn Quốc T2 + 2CD,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8936042000109_2.jpg,Tiếng Việt,NXB Trẻ,"
Tiếng Viết Dành Cho Người Hàn Quốc T2 + 2CD 
",55.000 đ,,,,,,,
