tên sách,ảnh bìa,thể loại,nội dung tóm tắt,giá bìa,kích thước,ngày xuất bản,nhà phát hành,nhà xuất bản,số trang,tác giả,loại bìa,dịch giả
Giáo Trình Học Nhanh SQL Server 2008 - Tập 1,https://www.vinabook.com/images/thumbnails/product/240x/26716_33185.jpg,Cơ sở dữ liệu,"  Thông tin tác giả    Trịnh Thế Tiến     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả        Bộ sách “Giáo trình học nhanh SQL Server 2008” được biên soạn dành cho các nhà phát triển và các nhà quản trị cơ sở dữ liệu, những người đang công tác trong lĩnh vực quản lý dữ liệu doanh nghiệp và cho tất cả những ai quan tâm đến SQL Server 2008. Với cách thiết kế và bố cục rõ ràng theo từng chủ điểm cụ thể, bộ sách tập trung trình bày những tính năng chính của SQL Server 2008 nhằm mục đích giúp bạn đọc tăng cường kiến thức đồng thời nâng cao kỹ năng sử dụng sản phẩm mới rất tuyệt vời này. Bộ sách được chia thành 2 tập với bốn phần chính sau đây: Phần 1:Tổng quan về SQL Server 2008 Phần 2: Nền dữ liệu Enterprise Phần 3: Sự phát triển trong SQL Server 2008 Phần 4: Trí tuệ kinh doanh trong SQL Server Hy vọng với nội dung trình bày ngắn gọn trong từng phần nêu trên cùng những hình ảnh minh hoạ, bạn đọc sẽ nhận thấy bộ sách này thật sự là một tài liệu không thể thiếu để tìm hiểu về SQL Server, đặc biệt là những giá trị và tính năng chính góp phần làm cho SQL Server 2008 trở thành một nền dữ liệu doanh nghiệp thực thụ. Mục lục: Phần 1: Tổng quan về SQL Server 2008 Chương 1: Tổng quan về SQL Server 2008 Chương 2: Cài đặt và cấu hình SQL Server Phần 2: Nền dữ liệu doanh nghiệp Chương 3: Quản lý Policy Chương 4: Tính có sẵn cao Chương 5: Hiệu suất Chương 6: Sự bảo mật Chương 7: Mã hoá SQL Server Chương 8: Tự động hoá và giám sát Chương 9: Service Broker Chương 10: Tính năng tìm kiếm text tích hợp Chương 11: Các kiểu dữ liệu mới trong SQL Server 2008. Mời bạn đón đọc. ",69.0, 16 x 24 cm , 02/2009 , Nhân Văn , NXB Hồng Đức ,388.0, Trịnh Thế Tiến , Bìa mềm ,
Lý Thuyết Cơ Sở Dữ Liệu - Tập 2,https://www.vinabook.com/images/thumbnails/product/240x/20174_p26593.jpg,Cơ sở dữ liệu,"  Thông tin tác giả    Nguyễn Thị Ngọc Mai 
                                                                                                                                            Nguyễn Thị Ngọc Mai
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     ""Lý Thuyết Cơ Sở Dữ Liệu"" được chia làm 2 tập nhằm giúp các bạn sinh viên, lập trình viên cũng như những ai quan tâm đến CSDL có thể dùng nó để thiết kế một hệ CSDL hoàn chỉnh và phù hợp.Lý Thuyết Cơ Sở Dữ Liệu - Tập 2Chương 9: Ánh xạ ER và EER vào quan hệ các ngôn ngữ khác.Chương 10: Những ví dụ về các hệ quản trị CSDL quan hệ: Oracle và Microsoft Access.Bài đọc thêm 5: Tìm hiểu câu truy vấn lồng trong khi nó trả về tập các dòng.Bài đọc thêm 4: Tìm hiểu cách sử dụng câu truy vấn lồng nhau khi xử lý nhiều bảng cùng lúc.Chương 11: Các khái niệm về CSDL hướng đối tượng.Bài đọc thêm 6: Tìm hiểu những hạn chế trên câu truy vấn con được dùng làm Predicate cho toán tử so sánh 133.Chương 12: Các tiêu chuẩn, ngôn ngữ và thiết kế của CSDL đối tượng.Bài đọc thêm 7: Sử dụng bảng tạm để loại bỏ dữ liệu trùng lặpChương 13: Các hệ CSDL quan hệ đối tượng và quan hệ mở rộng.Mời bạn đón đọc. ",52.0, 16x24 cm , 12/2007 , Minh khai , Nxb Lao động - Xã hội ,240.0, Nguyễn Thị Ngọc Mai ,,
Giáo Trình Phân Tích Hệ Thống Hướng Đối Tượng Với UML,https://www.vinabook.com/images/thumbnails/product/240x/24989_31447.jpg,Cơ sở dữ liệu,"  Thông tin tác giả    Dương Kiều Hoa 
                                                                                                                                            Dương Kiều Hoa
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Tôn Thất Hòa An     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Giáo trình này là một trong các giáo trình chính yếu của chuyên ngành Công nghệ thông tin. Giáo trình được xây dựng theo phương châm vừa đáp ứng yêu cầu chuẩn mực của sách giáo khoa, vừa có giá trị thực tiễn, đồng thời tăng cường khả năng tự học, tự nghiên cứu của sinh viên. Trên cơ sở đó, tác giả đã tham khảo nhiều tài liệu có giá trị của các tác giả trong và ngoài nước và đã sử dụng nhiều ví dụ lấy từ các ứng dụng thực tiễn Nội dung bao gồm: Lời nói đầu Chương 1: Tổng quan về phân tích thiết kế hệ thống Dẫn nhập Mô tả chu trình phát triển phần mềm Phương pháp hướng chức năng và phương pháp hướng đối tượng Ưu điểm của mô hình hướng đối tượng Chương 2: Ngôn ngữ mô hình hoá thống nhất là gì? Giới thiệu UML UML trong phân tích thiết kế hệ thống UML và các giai đoạn phát triển hệ thống Chương 3: Khái quát về UML UML và các giai đoạn của chu trình phát triển phần mềm Các thành phần của ngôn ngữ UML Hướng nhìn (view) Biêu đồ Phân tử mô hình Cơ chế chung Mở rộng UML Mô hình hoá với UML Công cụ  Tóm tắt về UML Chương 4: Mô hình hoá Use Case Giới thiệu Use Case Một số ví dụ Use Case Sự cần thiết phải có Use Case   Mô hình hoá Use Case Biểu đồ Use Case Các biến thế trong một Use Case Quan hệ giữa các Use Case … Chương 5: Mô hình đối tượng Lớp, đối tượng và quan hệ - thành phần cơ bản của mô hình Tìm lớp Lớp và đối tượng trong UML Quan hệ giữa các lớp Liên hệ Quan hệ kết tập Khái quát hoá và chuyên biết hoá Nâng cấp mô hình qua các vòng lặp kế tiếp Chất lượng mô hình Tóm tắt về mô hình đối tượng Chương 6: Mô hình hoá động Sự cần thiết các mô hình động Các thành phần của mô hình động Ưu điểm của mô hình động Sự kiện và thông điệp Biểu đồ tuần tự Biểu đồ cộng tác Biểu đồ trạng thái Biểu đồ hoạt động Vòng đời đối tượng Xem xét lại mô hình động Phối hợp mô hình đối tượng và mô hình động Tóm tắt về mô hình động Phụ lục Mời bạn đón đọc. ",22.0, 14.5x20.5 cm , 11/2006 , Võ Xuân Trường , Nxb Đại học Quốc gia TPHCM ,216.0," Dương Kiều Hoa , Tôn Thất Hòa An ", Bìa mềm ,
Tập Làm Quen Quản Lý Cơ Sở Dữ Liệu Hiệu Quả Nhất - Giáo Trình Cầm Tay Chỉ Việc,https://www.vinabook.com/images/thumbnails/product/240x/25966_32428.jpg,Cơ sở dữ liệu,"  Thông tin tác giả    Trương Thanh Hải 
                                                                                                                                            Trương Thanh Hải
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Nguyễn Tấn Minh 
                                                                                                                                            Nguyễn Tấn Minh
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Bộ giáo trình cầm tay chỉ việc được biên soạn với mục tiêu hướng dẫn bạn đọc về những kỹ năng sử dụng các ứng dụng máy tính một cách thành thạo và dễ dàng, với các dự án thực hiện đơn giản và dễ hiểu dành cho các bạn học sinh - sinh viên đang theo học các khoá học căn bản về tin học. Các giáo viên cũng có thể dùng giáo trình này tham khảo và chỉ dẫn cho các học viên của mình thực hành các thao tác máy tính. Bộ giáo trình này gồm 5 quyển sau đây: ª Khái niệm máy vi tính - Tạo, chỉnh sửa, đổi tên và sắp xếp cây thư nục - Internet  Explorer ª Tập đánh máy và trang trí văn bản, tạo thiệp chúc mừng ấn tượng ª Tập làm phép toán cộng (+), trừ (-), nhân (*) và chia (/) trên máy tính cá nhân ª Tập làm quen quản lý cơ sở dữ liệu hiệu quả nhất ª Tự tay làm các bài thuyết trình trên máy vi tính ấn tượng và hiệu quả Với tiêu chí đọc đâu hiểu đó, thực hành ngay kèm theo những bài tập và những câu hỏi giúp củng cố kiến thức vững vàng, chắc chắn bộ giáo trình này sẽ rất hữu ích cho bạn đọc trong việc học các kỹ năng sử dụng các ứng dụng máy tính và nâng cao trình độ hiểu biết về lĩnh vực tin học. Mục lục: Bài học 1: Khởi đầu với các cơ sở dữ liệu và bảng Access. Bài học 2: Phân loại, lọc và truy vấn một cơ sở dữ liệu Bài học 3: Form và ReportMời bạn đón đọc.  ",56.0, 16x24 cm , 10/2008 , Nhân Văn , NXB Hồng Đức ,280.0," Trương Thanh Hải , Nguyễn Tấn Minh ", Bìa mềm ,
Lý Thuyết Cơ Sở Dữ Liệu - Tập 1,https://www.vinabook.com/images/thumbnails/product/240x/20173_p26592.jpg,Cơ sở dữ liệu,"  Thông tin tác giả    Nguyễn Thị Ngọc Mai 
                                                                                                                                            Nguyễn Thị Ngọc Mai
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     ""Lý Thuyết Cơ Sở Dữ Liệu"" được chia làm 2 tập nhằm giúp các bạn sinh viên, lập trình viên cũng như những ai quan tâm đến CSDL có thể dùng nó để thiết kế một hệ CSDL hoàn chỉnh và phù hợp.Lý Thuyết Cơ Sở Dữ Liệu - Tập 1: Chương 1: Cơ sở dữ liệu và người dùng CSDL. Chương 2: Kiến trúc và các khái niệm hệ CSDL. Chương 3: Sử dụng mô hình thực thể quan hệ để lập mô hình dữ liệu. Chương 4: Thực thể - Mối quan hệ nâng cao và lập mô hình đối tượng. Chương 5: Lưu trữ mẩu tin và tổ chức tập tin chính. Chương 6: Cấu trúc chỉ mục cho tập tin. Chương 7: Mô hình dữ liệu quan hệ, ràng buộc quan hệ và đại số quan hệ. Chương 8: SQL - Tiêu chuẩn CSDL quan hệ. Bài đọc thêm 1: Tìm hiểu định nghĩa CSDLBài đọc thêm 2: Tìm hiểu định nghĩa CSDL quan hệ theo 12 quy tắc của Codd. Bài đọc thêm 3: Sử dụng VIEW trong câu truy vấn con để cho phép Self-Join trên bảng.Mời bạn đón đọc. ",79.0, 16 x 24 cm , 12/2007 , Minh khai , Nxb Lao động - Xã hội ,368.0, Nguyễn Thị Ngọc Mai , Bìa mềm ,
Tự Học Kế Toán Hàng Tồn Kho C#2005,https://www.vinabook.com/images/thumbnails/product/240x/19362_p25779.jpg,Cơ sở dữ liệu,"  Thông tin tác giả    Phan Hoàng     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Tự Học Kế Toán Hàng Tồn Kho C#2005:C# là ngôn ngữ lập trình mạnh về kiểu dữ liệu, một ngôn ngữ mạnh về kiểu dữ liệu là phải khai báo kiểu của mỗi đối tượng khi tạo (kiểu số nguyên, số thực, kiểu chuỗi, kiểu điều khiển",32.0," 14,5x20,5 cm ", 09/2007 , Minh Lâm , Nxb Văn hóa Thông tin ,264.0, Phan Hoàng , Bìa mềm ,
Làm Quen với SQL Server 2000,https://www.vinabook.com/images/thumbnails/product/240x/17781_p24190.jpg,Cơ sở dữ liệu,"  Thông tin tác giả    Đào Thị Minh Nguyệt 
                                                                                                                                            Đào Thị Minh Nguyệt
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Làm Quen với SQL Server 2000 giúp bạn làm quen, tiếp cận những kiến thức cơ bản về hệ quản trị cơ sở dữ liệu SQL, hướng dẫn các bạn từng bước cách tạo và sử dụng các câu lệnh truy vấn trong SQL.Mục Lục:Chương 1: Làm quen với SQL Server 2000       1. Giới thiệu CSDL, cấu trúc CSDL       2. Giới thiệu SQL Server       3. Lưu trữ CSDL của SQL Server       4. Hướng dẫn cài đặt SQL Server Chương 2: Ngôn ngữ truy vấn trong SQL Server 2000       1. Các kiểu dữ liệu trong SQL Server       2. Truy vấn đơn giản       3. Truy vấn nâng cao       4. Giới thiệu về cửa sổ SQL Query AnalyzerChương 3: Làm việc với cơ sở dữ liệu trong SQL Server        1. Định nghĩa khóa chính và khóa ngoại        2. Làm việc với cơ sở dữ liệu trong SQL Server\Chương 4: Hàm và thủ tục trong SQL ServerChương 5: Sử dụng Trigger và ViewChương 6: Sao lưu và phục hồi dữ liệu trong SQL Server        1. Mục đích của sao lưu và phục hồi dữ liệu        2. Sao lưu và phục hồi dữ liệu đơn giản        3. Sao lưu và phục hồi bằng công cụ Backup/ Restore.Mời bạn đón đọc. ",7.5, 19x27 cm , 2006 , Đất Việt , Nxb Giao thông vận tải ,28.0, Đào Thị Minh Nguyệt ,,
Lập Trình Cơ Sở Dữ Liệu Với Visual Basic 2005 Và ADO.Net 2.0 (Có CD Kèm Theo Sách),https://www.vinabook.com/images/thumbnails/product/240x/17579_p23987.jpg,Cơ sở dữ liệu,"  Thông tin tác giả    Nguyễn Thiên Băng 
                                                                                                                                            Nguyễn Thiên Băng
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Lập Trình CSDL Với Visual Basic 2005 Và ADO.Net 2.0 (Có CD Kèm Theo Sách):Nội dung sách gồm:Chương 1: Căn bản về cơ sở dữ liệu. Chương 2: Các bộ kết nối và tương tác dữ liệu. Chương 3: Bộ chứa dữ liệu DataSet. Chương 4: Bộ điều hợp dữ liệu DataAdapter. Chương 5: Sử dụng các điều khiển ràng buộc dữ liệu. Chương 6: Tạo báo cáo với Crystal Report. Chương 7: ADO.NET và XML.Mời bạn đón đọc. ",42.0, 16x24 cm , 2007 , Minh khai , Nxb Lao động - Xã hội ,156.0, Nguyễn Thiên Băng ,,
ISA Server 2004 - Tường Lửa Siêu Cấp,https://www.vinabook.com/images/thumbnails/product/240x/17255_p23662.jpg,Cơ sở dữ liệu,"  Thông tin tác giả    Nguyễn Tấn Phát 
                                                                                                                                            Nguyễn Tấn Phát
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     ISA Server 2004 - Tường Lửa Siêu CấpMục Lục:Chương I: Giới thiệu sơ luợc ISA Server 2004I. Chức năng chính của ISA Server 2004.II. Cấu hình tối thiểu dành cho ISA.Chương II: Các bước cài đặt và cấu hình ISA Server 2004I. các bước cài đặt ISA Server 2004.II. Kết nối ISA Server với Internet và cấu hình các ISA Clients.Chương III: Các chức năng chính của  ISA Server 2004I. Đơn giản hóa cấu hình mạng với các Network Templates.II. Tiết kiệm băng thông với tính năng Cache và Content Download Job.III. Giám sát và lập báo cáo ISA Server 2004IV. cho phép sử dụng, giới hạn dịch vụ, lọc nội dung trang webV. Kết hợp ISA 2004 Firewall với Exchange Server 2003VI. Cấu hình và quản lý VPN trên ISA Server 2004Mời bạn đón đọc. ",13.0, 19x27 cm , 09/2006 , Đất Việt , Nxb Giao thông vận tải ,57.0, Nguyễn Tấn Phát ,,
Quản Lý Đĩa Cứng Và Dữ Liệu (Dùng Kèm Đĩa),https://www.vinabook.com/images/thumbnails/product/240x/17036_p23439.jpg,Cơ sở dữ liệu,"  Thông tin tác giả    Đinh Phan Chí Tâm 
                                                                                                                                            Đinh Phan Chí Tâm
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Quản Lý Đĩa Cứng Và Dữ Liệu nhằm giúp bạn quản lý đĩa cứng và dữ liệu một cách hiệu quả. Sách sẽ hướng dẫn bạn sử dụng dễ dàng một số chương trình ứng dụng cho phép phân chia đĩa cứng thành các phân vùng khác nhau để lưu trữ dữ liệu, sao lưu dữ liệu trên đĩa cứng để đề phòng các trường hợp rủi ro, tổ chức đĩa cứng để lưu trữ dữ liệu một cách tối ưu, tránh lãng phí.Ngoài ra, sách này có thể giúp bạn hiểu thêm một số quy tắc cài đặt và hoạt động của các hệ điều hành đối với các phân vùng của đĩa cứng.(Sách kèm theo đĩa)Mục Lục:Chương 1: Phân vùng đĩa cứng bằng FDisk và Format.Chương 2: Phân vùng đĩa cứng bằng Partitionmagic.Chương 3: Quản lý Boot bằng Bootmagic.Chương 4: Sao lưu và phục hồi hệ thống bằng Symantec Ghost.Chương 5: Cứu dữ liệu.Mời bạn đón đọc. ",54.0, 19x27 cm , , Đất Việt , Nxb Giao thông vận tải ,208.0, Đinh Phan Chí Tâm ,,
Hướng Dẫn Học Windows XP Căn Bản,https://www.vinabook.com/images/thumbnails/product/240x/23862_30319.jpg,Hệ điều hành,"  Thông tin tác giả    Hoàng Phương 
                                                                                                                                            Hoàng Phương
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Như bạn biết, Windows XP là một trong những phiên bản mà Microsoft sản xuất ví dụ Windows 98, Windows Me,… lần này chúng ta sẽ học Windows XP, một phiên bả được xem là thông dụng hiện nay. Qua việc đáp ứng nhu cầu đó, xin giới thiệu đến quý bạn đọc quyển “Hướng dẫn học Windows XP căn bản”. Sách được chia làm 8 bài trình bày những vấn đề chính từ căn bản đến nâng cao như: Làm việc với các tài liệu Sao chép Dán Cắt Xoá In Quản lý các file Sử dụng các tiện ích Window Tuỳ biến máy tính Sử dụng Web Sử dụng E-mail Gởi một thông điệp e-mail Kiểm tra mail mới Trả lời e-mail… Mục lục: Bài 1: Khởi động Khởi động các chương trình Đóng các chương trình Sử dụng các biểu tượng Desktop Tắt máy tính Thực hành: Khởi động Bài 2: Xử lý các cửa sổ Di chuyển các cửa sổ Thực hành Giảm tối đa các cửa sổ Phục hồi các cửa sổ Thực hành Định lại kích cỡ các cửa sổ Mở lớn tối đa các cửa sổ Thực hành Chuyển đổi giữa các chương trình Thực hành Thực hành: Xử lý các cửa sổ Bài 3: Làm việc với các tài liệu Tạo các tài liệu Mở các tài liệu Sao chép Dán  Cắt Xoá In Thực hành: Làm việc với các tài liệu Bài 4: Quản lý các file Sử dụng Windows Explorer Chọn một file Thực hành Tạo một folder Tìm các file và các folder Bài 5: Sử dụng các tiện ích Windows Khử phân đoạn đĩa cứng Sử dụng Help và Support Center Sử dụng program help Bài 6: Tuỳ biến máy tính Thay đổi Desktop Thay đổi screensaver Thay đổi kích cở font Thay đổi các xác lập Taskbar Thêm và xoá các người dùng Bài 7: Sử dụng Web Xem một Web site Tìm kiếm Web site Lưu một trang Web riêng Xác lập trang chủ riêng Tham quan một trang Web riêng Thay đổi kích cở text trình duyệt Bài 8: Sử dụng E-mail Cấu hình một accout e-mail Gởi một thông điệp e-mail Kiểm tra mail mới Trả lời một thông điệp Gởi một nối kết Xoá các thông điệp Từ vựng Mời bạn đón đọc.  ",36.0, 14.5x20.5 cm , 12/2008 , Huy Hoàng , Nxb Từ điển Bách khoa ,260.0, Hoàng Phương , Bìa mềm ,
Chuyển Sang Windows Vista,https://www.vinabook.com/images/thumbnails/product/240x/296604_p80625m29646.jpg,Hệ điều hành,"  Thông tin tác giả    VN-Guide 
                                                                                                                                            VN-Guide
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Chuyển Sang Windows Vista  Máy tính của bạn đang cài Windows thế hệ cũ và bạn muốn nâng cấp lên Windows Vista? Bạn ngần ngại không biết làm thế là nên hay không, nếu nên thì phải làm sao? Chuyển Sang Windows Vista sẽ giúp bạn giải toả mối băn khoăn này! Rõ ràng, sinh động, dễ hiểu, dễ thực hành, bạn khám phá tất cả các tính năng thú vị của hệ điều hành tiên tiến bậc nhất này của Microsoft, biến nó thành công cụ hỗ trợ đắc lực cho công việc của bạn! Chuyển Sang Windows Vista – bí kíp của hiệu quả và thành công! Mục Lục: Giới thiệu Chuẩn bị nâng cấp Cài đặt Windows Vista Di chuyển tập tin và xác lập từ PC khác Khám phá Windows Vista Cá nhân hoá màn hình nền Quản lý menu Star Sắp xếp thanh tác vụ Định hướng và di chuyển trong cửa sổ thư mục Sắp xếp, ghép nhóm, và lọc tập tin Bảo vệ an toàn máy tính. Mời bạn đón đọc. ",30.0, 13.5x21 cm , 09/2008 , Văn Lang , Nxb Thống kê ,192.0, VN-Guide , Bìa mềm ,
Khám Phá Windows XP - Dành Cho Người Mới Bắt Đầu,https://www.vinabook.com/images/thumbnails/product/240x/15560_p21956.jpg,Hệ điều hành,"  Thông tin tác giả    Việt Văn Books 
                                                                                                                                            Việt Văn Books
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Khám Phá Windows XP - Dành Cho Người Mới Bắt Đầu:Cuốn sách gồm 13 chương và kèm hình minh hoạ rõ ràng như:- Những điểm cơ bản về windows XP- Nền Desktop và Start Menu- Các cửa sổ, Folder và Taskbar- Tổ chức thông tin- Các chương trình và tài liệu- Các hình ảnh, nhạc và phim- Nối kế với web- Gửi thư trong Outlook Express 6- Máy in và phần cứng- Control Panel- Trợ giúp, bảo trì và sao lưu- Các tài khoản người dùng- Mạng gia đình.Mục Lục:Phần 1: Nền Desktop Windows XPChương 1: Những điểm cơ bản về windows XPChương 2: Nền Desktop và Start MenuChương 3: Các cửa số, Folder và TaskbarChương 4: Tổ chức thông tin.Phần 2: Các thành phần của windows XPChương 5: Các chương trình và tài liệuChương 6: Các hình ảnh, nhạc và phim.Phần 3: Windows o­nlineChương 7: Nôi1 kết với webChương 8: Outlook Express 6.Phần 4: Vượt ra khỏi những đặc điểm cơ bảnChương 9: Máy in và phần cứngChương 10: Control PanelChương 11: Trợ giúp, bảo trì và sao lưu.Phần 5: Cuộc sống trên mạng Chương 12: Các tài khoản người dùngChương 13: Mạng gia đình.Mời bạn đón đọc. ",42.0, 16x24 cm , 11/2008 , Huy Hoàng , NXB Hồng Đức ,274.0, Việt Văn Books , Bìa mềm ,
Hướng Dẫn Thực Hành Microsoft Windows 8 Đơn Giản Và Dễ Hiểu,https://www.vinabook.com/images/thumbnails/product/240x/152256_p58852mhuongdanthuchanhmicrosoftwin8f.jpg,Hệ điều hành,  Thông tin tác giả    VL - Comp     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Nội dung chính:- Làm việc với các xác lập Windows cơ bản- Tùy biến diện mạo Windows- Làm việc với các người dùng và bảo mật- Quản lý File- Chia sẻ các xác lập và File- Sử dụng Mail và gởi tin nhắn- Chơi nhạc- Làm việc với các thiết bị và mạng- Bảo trì và xử lý sự cố máy tínhMời bạn đón đọc. ,68.0, 16 x 24 cm , 2014 , Văn Lang , Nxb Từ điển Bách khoa ,240.0, VL - Comp , Bìa mềm ,
Hướng Dẫn Thực Hành Khắc Phục Sự Cố Và Tối Ưu Hóa Microsoft Windows 8,https://www.vinabook.com/images/thumbnails/product/240x/152254_p58851mhuongdanthuchanhkhacphucsucovatoiuuhoawin8.jpg,Hệ điều hành,  Thông tin tác giả    VL - Comp     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Nội dung chính:- Ngăn ngừa các sự cố - Áp dụng những kỹ thuật sửa chữa dễ dàng - Sử dụng những cách sửa chữa kỹ thuật nâng cao - Phục hồi sau thảm họa - Sử dụng các tiện ích nâng caoMời bạn đón đọc. ,70.0, 16 x 24 cm , 2014 , Văn Lang , Nxb Từ điển Bách khoa ,248.0, VL - Comp , Bìa mềm ,
Khám Phá Windows XP - Dành Cho Người Mới Bắt Đầu,https://www.vinabook.com/images/thumbnails/product/240x/293375_p80116mp21956.jpg,Hệ điều hành,"  Thông tin tác giả    Việt Văn Books 
                                                                                                                                            Việt Văn Books
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Khám Phá Windows XP - Dành Cho Người Mới Bắt Đầu:Cuốn sách gồm 13 chương và kèm hình minh hoạ rõ ràng như:- Những điểm cơ bản về windows XP- Nền Desktop và Start Menu- Các cửa sổ, Folder và Taskbar- Tổ chức thông tin- Các chương trình và tài liệu- Các hình ảnh, nhạc và phim- Nối kế với web- Gửi thư trong Outlook Express 6- Máy in và phần cứng- Control Panel- Trợ giúp, bảo trì và sao lưu- Các tài khoản người dùng- Mạng gia đình.Mục Lục:Phần 1: Nền Desktop Windows XPChương 1: Những điểm cơ bản về windows XPChương 2: Nền Desktop và Start MenuChương 3: Các cửa số, Folder và TaskbarChương 4: Tổ chức thông tin.Phần 2: Các thành phần của windows XPChương 5: Các chương trình và tài liệuChương 6: Các hình ảnh, nhạc và phim.Phần 3: Windows o­nlineChương 7: Nôi1 kết với webChương 8: Outlook Express 6.Phần 4: Vượt ra khỏi những đặc điểm cơ bảnChương 9: Máy in và phần cứngChương 10: Control PanelChương 11: Trợ giúp, bảo trì và sao lưu.Phần 5: Cuộc sống trên mạng Chương 12: Các tài khoản người dùngChương 13: Mạng gia đình.Mời bạn đón đọc. ",42.0, 16x24 cm , 11/2008 , Huy Hoàng , NXB Hồng Đức ,274.0, Việt Văn Books , Bìa mềm ,
Hướng Dẫn Sử Dụng Microsoft Windows 7 Professional  - Toàn Tập,https://www.vinabook.com/images/thumbnails/product/240x/44551_51094.jpg,Hệ điều hành,"  Thông tin tác giả    Hoàng Nguyên - Minh Tuấn     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Hướng Dẫn Sử Dụng Microsoft Windows 7 Professional  - Toàn Tập- Các tính năng mới hấp dẫn người dùng- Các tiện ích trong Windows 7 Pro hoàn thiện nhất từ trước đến nay- Với những hình ảnh minh họa sẽ chỉ dẫn người dùng dễ dàng sử dụng""Hướng Dẫn Sử Dụng Microsoft Windows 7 Professional  - Toàn Tập"" là một cuốn sách trình bày những kỹ năng Windows từ cơ bản đến nâng cao với phiên bản mới nhất hiện naySách gồm 10 chương, được biên soạn và thiết kế theo phương pháp dễ học, dễ hiểu nhằm hướng dẫn nhanh cách sử dụng và làm việc hiệu quả với chương trình Microsoft Windows 7 Professional.Mục lục:Chương mở đầu: Hướng dẫn cài đặt Windows 7Chương 1. Khởi đầu với Windows 7Chương 2. Làm việc với các chương trình Windows 7Chương 3. Quản lý các file và folderChương 4. Tùy biến Windows sử dụng Control PanelChương 5. Nối kết Internet trong Windows 7Chương 6. Trao đổi các thông báo và thông tinChương 7. Trao đổi Text tức thì và các tin nhắn Video trong Windows 7Chương 8. Làm việc với ảnhChương 9. Làm việc với Windows MediaChương 10. Tạo các phim và Video DVDMời bạn đón đọc. ",105.0, 16 x 24 cm , 08/2012 , 45 Đinh Tiên Hoàng , NXB Hồng Đức ,432.0, Hoàng Nguyên - Minh Tuấn , Bìa mềm ,
Cách Cài Đặt Và Sử Dụng Căn Bản Nhất Windows 7,https://www.vinabook.com/images/thumbnails/product/240x/33106_39647.jpg,Hệ điều hành,"  Thông tin tác giả    Th.S Nguyễn Nam Thuận     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Quyển sách ""Cách cài đặt và sử dụng căn bản nhất Windows 7"" được biên soạn nhằm giúp cho quy trình học sử dụng Windows 7 của bạn dễ dàng hơn.Sách gồm 17 chương, trình bày cách sử dụng các tính năng của Windows 7 theo một dạng hướng dẫn bằng hình rất dễ đọc dễ nhớ nhằm giúp người dùng mau chóng làm quen với chương trình này. Bên cạnh đó, bố cục sách được thiết kế rất rõ ràng theo từng đề mục cụ thể chắc chắn sẽ mang đến cho người dùng sự tiện lợi trong việc tìm ra ngay đúng mục mà mình đang quan tâm tìm hiểu, tạo điều kiện thuận lợi trong việc nắm vững một tính năng nào đó của Windows 7 và nhanh chóng hoàn thành mục tiêu.Mời bạn đón đọc. ",65.0, 16 x 24 cm , 04/2010 , Nhân Văn , NXB Hồng Đức ,388.0, Th.S Nguyễn Nam Thuận , Bìa mềm ,
Tự Học Xử Lý Sự Cố Thường Gặp Trên Máy Vi Tính ,https://www.vinabook.com/images/thumbnails/product/240x/35419_41962.jpg,Hệ điều hành,  Thông tin tác giả    Water PC     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Tự Học Xử Lý Sự Cố Thường Gặp Trên Máy Vi Tính Sách được biên soạn nhằm giúp bạn xử lý sự cố thường gặp trên máy vi tính.Phần 1: Sự cố phần cứngChẩn đoán bệnh qua tiếng bíp của BIOSTiếng ồn và nhiệt độLaptop rơi xuống nướcMàn hình bị hỏngPhát hiện lỗi bộ nhớ,36.0, 13 x 20.5 cm , 07/2010 , Đinh Tị , Nxb Văn hóa Thông tin ,236.0, Water PC , Bìa mềm ,
